iShares Russell 1000 ETF
Fund Holdings as of,"Apr 22, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"119,000,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"MTN","VAIL RESORTS INC","Consumer Discretionary","Equity","3,248,164.26","0.01","3,248,164.26","24,959.00","130.14","United States","NYSE","USD","1.00","USD","-"
"TREX","TREX INC","Industrials","Equity","3,204,543.11","0.01","3,204,543.11","76,499.00","41.89","United States","NYSE","USD","1.00","USD","-"
"DBX","DROPBOX INC CLASS A","Information Technology","Equity","3,201,058.50","0.01","3,201,058.50","129,650.00","24.69","United States","NASDAQ","USD","1.00","USD","-"
"PCTY","PAYLOCITY HOLDING CORP","Industrials","Equity","3,195,645.57","0.01","3,195,645.57","30,689.00","104.13","United States","NASDAQ","USD","1.00","USD","-"
"NVST","ENVISTA HOLDINGS CORP","Health Care","Equity","3,143,273.38","0.01","3,143,273.38","115,817.00","27.14","United States","NYSE","USD","1.00","USD","-"
"PVH","PVH CORP","Consumer Discretionary","Equity","3,118,237.36","0.01","3,118,237.36","33,343.00","93.52","United States","NYSE","USD","1.00","USD","-"
"BBWI","BATH AND BODY WORKS INC","Consumer Discretionary","Equity","3,096,425.54","0.01","3,096,425.54","150,751.00","20.54","United States","NYSE","USD","1.00","USD","-"
"MDU","MDU RESOURCES GROUP INC","Utilities","Equity","3,085,771.52","0.01","3,085,771.52","144,736.00","21.32","United States","NYSE","USD","1.00","USD","-"
"MORN","MORNINGSTAR INC","Financials","Equity","3,050,045.44","0.01","3,050,045.44","16,384.00","186.16","United States","NASDAQ","USD","1.00","USD","-"
"CORT","CORCEPT THERAPEUTICS INC","Health Care","Equity","3,050,148.72","0.01","3,050,148.72","65,496.00","46.57","United States","NASDAQ","USD","1.00","USD","-"
"S","SENTINELONE INC CLASS A","Information Technology","Equity","3,050,501.30","0.01","3,050,501.30","208,510.00","14.63","United States","NYSE","USD","1.00","USD","-"
"LAZ","LAZARD INC","Financials","Equity","3,045,950.27","0.01","3,045,950.27","64,247.00","47.41","United States","NYSE","USD","1.00","USD","-"
"OLED","UNIVERSAL DISPLAY CORP","Information Technology","Equity","3,037,197.80","0.01","3,037,197.80","30,620.00","99.19","United States","NASDAQ","USD","1.00","USD","-"
"PATH","UIPATH INC CLASS A","Information Technology","Equity","3,037,547.70","0.01","3,037,547.70","278,930.00","10.89","United States","NYSE","USD","1.00","USD","-"
"ESTC","ELASTIC NV","Information Technology","Equity","3,003,423.84","0.01","3,003,423.84","61,008.00","49.23","United States","NYSE","USD","1.00","USD","-"
"AMTM","AMENTUM HOLDINGS INC","Industrials","Equity","3,000,819.78","0.01","3,000,819.78","107,982.00","27.79","United States","NYSE","USD","1.00","USD","-"
"VVV","VALVOLINE INC","Consumer Discretionary","Equity","2,983,503.15","0.01","2,983,503.15","91,155.00","32.73","United States","NYSE","USD","1.00","USD","-"
"HLNE","HAMILTON LANE INC CLASS A","Financials","Equity","2,984,678.40","0.01","2,984,678.40","28,160.00","105.99","United States","NASDAQ","USD","1.00","USD","-"
"LLYVK","LIBERTY LIVE HOLDINGS INC SERIES C","Consumer Discretionary","Equity","2,961,891.66","0.01","2,961,891.66","32,226.00","91.91","United States","NASDAQ","USD","1.00","USD","-"
"UI","UBIQUITI INC","Information Technology","Equity","2,961,944.04","0.01","2,961,944.04","2,948.00","1,004.73","United States","NYSE","USD","1.00","USD","-"
"APLS","APELLIS PHARMACEUTICALS INC","Health Care","Equity","2,959,250.19","0.01","2,959,250.19","72,371.00","40.89","United States","NASDAQ","USD","1.00","USD","-"
"MSM","MSC INDUSTRIAL INC CLASS A","Industrials","Equity","2,935,094.54","0.01","2,935,094.54","30,362.00","96.67","United States","NYSE","USD","1.00","USD","-"
"BFB","BROWN FORMAN CORP CLASS B","Consumer Staples","Equity","2,936,450.25","0.01","2,936,450.25","102,925.00","28.53","United States","NYSE","USD","1.00","USD","-"
"KRMN","KARMAN HOLDINGS INC","Industrials","Equity","2,920,981.14","0.01","2,920,981.14","35,574.00","82.11","United States","NYSE","USD","1.00","USD","-"
"HRB","H&R BLOCK INC","Consumer Discretionary","Equity","2,910,483.40","0.01","2,910,483.40","92,455.00","31.48","United States","NYSE","USD","1.00","USD","-"
"TNL","TRAVEL LEISURE","Consumer Discretionary","Equity","2,864,521.66","0.01","2,864,521.66","43,547.00","65.78","United States","NYSE","USD","1.00","USD","-"
"EPR","EPR PROPERTIES REIT","Real Estate","Equity","2,855,322.42","0.01","2,855,322.42","51,189.00","55.78","United States","NYSE","USD","1.00","USD","-"
"CUZ","COUSINS PROPERTIES REIT INC","Real Estate","Equity","2,859,153.32","0.01","2,859,153.32","115,849.00","24.68","United States","NYSE","USD","1.00","USD","-"
"VIRT","VIRTU FINANCIAL INC CLASS A","Financials","Equity","2,844,916.50","0.01","2,844,916.50","58,962.00","48.25","United States","NYSE","USD","1.00","USD","-"
"CPB","CAMPBELL SOUP","Consumer Staples","Equity","2,836,308.60","0.01","2,836,308.60","136,230.00","20.82","United States","NASDAQ","USD","1.00","USD","-"
"BRKR","BRUKER CORP","Health Care","Equity","2,832,120.64","0.01","2,832,120.64","71,392.00","39.67","United States","NASDAQ","USD","1.00","USD","-"
"THO","THOR INDUSTRIES INC","Consumer Discretionary","Equity","2,833,116.00","0.01","2,833,116.00","36,322.00","78.00","United States","NYSE","USD","1.00","USD","-"
"DLB","DOLBY LABORATORIES INC CLASS A","Information Technology","Equity","2,812,897.46","0.01","2,812,897.46","43,322.00","64.93","United States","NYSE","USD","1.00","USD","-"
"DUOL","DUOLINGO INC CLASS A","Consumer Discretionary","Equity","2,782,773.44","0.01","2,782,773.44","26,372.00","105.52","United States","NASDAQ","USD","1.00","USD","-"
"NWS","NEWS CORP CLASS B","Communication","Equity","2,740,870.62","0.01","2,740,870.62","89,163.00","30.74","United States","NASDAQ","USD","1.00","USD","-"
"AGO","ASSURED GUARANTY LTD","Financials","Equity","2,699,897.97","0.01","2,699,897.97","32,439.00","83.23","United States","NYSE","USD","1.00","USD","-"
"SHC","SOTERA HEALTH COMPANY","Health Care","Equity","2,692,705.14","0.01","2,692,705.14","172,278.00","15.63","United States","NASDAQ","USD","1.00","USD","-"
"IRDM","IRIDIUM COMMUNICATIONS INC","Communication","Equity","2,672,015.60","0.01","2,672,015.60","66,139.00","40.40","United States","NASDAQ","USD","1.00","USD","-"
"WSC","WILLSCOT HOLDINGS CORP CLASS A","Industrials","Equity","2,656,601.15","0.01","2,656,601.15","122,255.00","21.73","United States","NASDAQ","USD","1.00","USD","-"
"NEU","NEWMARKET CORP","Materials","Equity","2,631,843.20","0.01","2,631,843.20","4,102.00","641.60","United States","NYSE","USD","1.00","USD","-"
"RYAN","RYAN SPECIALTY HOLDINGS INC CLASS","Financials","Equity","2,608,162.30","0.01","2,608,162.30","71,870.00","36.29","United States","NYSE","USD","1.00","USD","-"
"ADT","ADT INC","Consumer Discretionary","Equity","2,599,679.61","0.01","2,599,679.61","356,609.00","7.29","United States","NYSE","USD","1.00","USD","-"
"WLK","WESTLAKE CORP","Materials","Equity","2,600,898.52","0.01","2,600,898.52","22,759.00","114.28","United States","NYSE","USD","1.00","USD","-"
"KRC","KILROY REALTY REIT CORP","Real Estate","Equity","2,542,910.98","0.01","2,542,910.98","80,294.00","31.67","United States","NYSE","USD","1.00","USD","-"
"BHF","BRIGHTHOUSE FINANCIAL INC","Financials","Equity","2,546,707.84","0.01","2,546,707.84","41,023.00","62.08","United States","NASDAQ","USD","1.00","USD","-"
"VKTX","VIKING THERAPEUTICS INC","Health Care","Equity","2,517,649.00","0.01","2,517,649.00","73,508.00","34.25","United States","NASDAQ","USD","1.00","USD","-"
"RNG","RINGCENTRAL INC CLASS A","Information Technology","Equity","2,489,045.50","0.01","2,489,045.50","59,977.00","41.50","United States","NYSE","USD","1.00","USD","-"
"COLD","AMERICOLD REALTY INC TRUST","Real Estate","Equity","2,442,381.84","0.01","2,442,381.84","199,541.00","12.24","United States","NYSE","USD","1.00","USD","-"
"YETI","YETI HOLDINGS INC","Consumer Discretionary","Equity","2,434,894.35","0.01","2,434,894.35","59,899.00","40.65","United States","NYSE","USD","1.00","USD","-"
"APPF","APPFOLIO INC CLASS A","Information Technology","Equity","2,423,831.41","0.01","2,423,831.41","15,301.00","158.41","United States","NASDAQ","USD","1.00","USD","-"
"ELF","ELF BEAUTY INC","Consumer Staples","Equity","2,420,754.54","0.01","2,420,754.54","36,913.00","65.58","United States","NYSE","USD","1.00","USD","-"
"FHB","FIRST HAWAIIAN INC","Financials","Equity","2,378,197.90","0.01","2,378,197.90","88,805.00","26.78","United States","NASDAQ","USD","1.00","USD","-"
"FOUR","SHIFT4 PAYMENTS INC CLASS A","Financials","Equity","2,370,359.16","0.01","2,370,359.16","46,278.00","51.22","United States","NYSE","USD","1.00","USD","-"
"SLGN","SILGAN HOLDINGS INC","Materials","Equity","2,367,565.20","0.01","2,367,565.20","60,060.00","39.42","United States","NYSE","USD","1.00","USD","-"
"JHX","JAMES HARDIE INDUSTRIES PLC","Materials","Equity","2,356,054.56","0.01","2,356,054.56","105,558.00","22.32","Australia","NYSE","USD","1.00","USD","-"
"KD","KYNDRYL HOLDINGS INC","Information Technology","Equity","2,282,029.68","0.00","2,282,029.68","159,806.00","14.28","United States","NYSE","USD","1.00","USD","-"
"IAC","IAC INC","Communication","Equity","2,274,381.70","0.00","2,274,381.70","50,938.00","44.65","United States","NASDAQ","USD","1.00","USD","-"
"CCC","CCC INTELLIGENT SOLUTIONS HOLDINGS","Information Technology","Equity","2,266,385.40","0.00","2,266,385.40","419,701.00","5.40","United States","NASDAQ","USD","1.00","USD","-"
"BILL","BILL HOLDINGS INC","Information Technology","Equity","2,253,891.64","0.00","2,253,891.64","56,291.00","40.04","United States","NYSE","USD","1.00","USD","-"
"PEGA","PEGASYSTEMS INC","Information Technology","Equity","2,242,503.36","0.00","2,242,503.36","59,832.00","37.48","United States","NASDAQ","USD","1.00","USD","-"
"CWEN","CLEARWAY ENERGY INC CLASS C","Utilities","Equity","2,222,202.00","0.00","2,222,202.00","57,900.00","38.38","United States","NYSE","USD","1.00","USD","-"
"DRS","LEONARDO DRS INC","Industrials","Equity","2,219,108.36","0.00","2,219,108.36","52,748.00","42.07","United States","NASDAQ","USD","1.00","USD","-"
"DOCS","DOXIMITY INC CLASS A","Health Care","Equity","2,209,358.20","0.00","2,209,358.20","91,070.00","24.26","United States","NYSE","USD","1.00","USD","-"
"OLN","OLIN CORP","Materials","Equity","2,159,316.80","0.00","2,159,316.80","80,272.00","26.90","United States","NYSE","USD","1.00","USD","-"
"EEFT","EURONET WORLDWIDE INC","Financials","Equity","2,161,358.64","0.00","2,161,358.64","27,228.00","79.38","United States","NASDAQ","USD","1.00","USD","-"
"IPGP","IPG PHOTONICS CORP","Information Technology","Equity","2,157,260.26","0.00","2,157,260.26","17,326.00","124.51","United States","NASDAQ","USD","1.00","USD","-"
"FRPT","FRESHPET INC","Consumer Staples","Equity","2,146,470.32","0.00","2,146,470.32","32,542.00","65.96","United States","NASDAQ","USD","1.00","USD","-"
"CHH","CHOICE HOTELS INTERNATIONAL INC","Consumer Discretionary","Equity","2,131,984.00","0.00","2,131,984.00","18,160.00","117.40","United States","NYSE","USD","1.00","USD","-"
"BOKF","BOK FINANCIAL CORP","Financials","Equity","2,133,902.08","0.00","2,133,902.08","15,802.00","135.04","United States","NASDAQ","USD","1.00","USD","-"
"RHI","ROBERT HALF","Industrials","Equity","2,125,022.76","0.00","2,125,022.76","72,108.00","29.47","United States","NYSE","USD","1.00","USD","-"
"QS","QUANTUMSCAPE CORP CLASS A","Consumer Discretionary","Equity","2,101,617.69","0.00","2,101,617.69","287,499.00","7.31","United States","NASDAQ","USD","1.00","USD","-"
"HAYW","HAYWARD HOLDINGS INC","Industrials","Equity","2,096,673.48","0.00","2,096,673.48","138,303.00","15.16","United States","NYSE","USD","1.00","USD","-"
"WHR","WHIRLPOOL CORP","Consumer Discretionary","Equity","2,074,131.15","0.00","2,074,131.15","37,271.00","55.65","United States","NYSE","USD","1.00","USD","-"
"GTLB","GITLAB INC CLASS A","Information Technology","Equity","2,062,598.20","0.00","2,062,598.20","92,245.00","22.36","United States","NASDAQ","USD","1.00","USD","-"
"NSA","NATIONAL STORAGE AFFILIATES TRUST","Real Estate","Equity","2,038,272.22","0.00","2,038,272.22","47,858.00","42.59","United States","NYSE","USD","1.00","USD","-"
"SMMT","SUMMIT THERAPEUTICS INC","Health Care","Equity","2,000,443.30","0.00","2,000,443.30","81,385.00","24.58","United States","NASDAQ","USD","1.00","USD","-"
"PAG","PENSKE AUTOMOTIVE GROUP VOTING INC","Consumer Discretionary","Equity","1,983,328.39","0.00","1,983,328.39","12,437.00","159.47","United States","NYSE","USD","1.00","USD","-"
"PSN","PARSONS CORP","Industrials","Equity","1,974,089.94","0.00","1,974,089.94","36,782.00","53.67","United States","NYSE","USD","1.00","USD","-"
"SMG","SCOTTS MIRACLE GRO","Materials","Equity","1,961,002.56","0.00","1,961,002.56","30,756.00","63.76","United States","NYSE","USD","1.00","USD","-"
"TDC","TERADATA CORP","Information Technology","Equity","1,943,523.00","0.00","1,943,523.00","70,725.00","27.48","United States","NYSE","USD","1.00","USD","-"
"GPK","GRAPHIC PACKAGING HOLDING","Materials","Equity","1,921,289.75","0.00","1,921,289.75","207,707.00","9.25","United States","NYSE","USD","1.00","USD","-"
"FRHC","FREEDOM HOLDING CORP","Financials","Equity","1,899,959.37","0.00","1,899,959.37","12,319.00","154.23","United States","NASDAQ","USD","1.00","USD","-"
"HOG","HARLEY DAVIDSON INC","Consumer Discretionary","Equity","1,874,756.80","0.00","1,874,756.80","81,760.00","22.93","United States","NYSE","USD","1.00","USD","-"
"WU","WESTERN UNION","Financials","Equity","1,844,263.50","0.00","1,844,263.50","194,133.00","9.50","United States","NYSE","USD","1.00","USD","-"
"MPT","MEDICAL PROPERTIES TRUST REIT INC","Real Estate","Equity","1,797,650.36","0.00","1,797,650.36","347,708.00","5.17","United States","NYSE","USD","1.00","USD","-"
"HIW","HIGHWOODS PROPERTIES REIT INC","Real Estate","Equity","1,799,824.36","0.00","1,799,824.36","75,814.00","23.74","United States","NYSE","USD","1.00","USD","-"
"LINE","LINEAGE INC","Real Estate","Equity","1,774,841.76","0.00","1,774,841.76","49,356.00","35.96","United States","NASDAQ","USD","1.00","USD","-"
"ACHC","ACADIA HEALTHCARE COMPANY INC","Health Care","Equity","1,775,105.74","0.00","1,775,105.74","63,374.00","28.01","United States","NASDAQ","USD","1.00","USD","-"
"LOAR","LOAR HOLDINGS INC","Industrials","Equity","1,769,525.05","0.00","1,769,525.05","29,695.00","59.59","United States","NYSE","USD","1.00","USD","-"
"ASH","ASHLAND INC","Materials","Equity","1,766,825.28","0.00","1,766,825.28","31,128.00","56.76","United States","NYSE","USD","1.00","USD","-"
"VGNT","VERSIGENT PLC","Consumer Discretionary","Equity","1,756,546.56","0.00","1,756,546.56","50,432.00","34.83","United States","NYSE","USD","1.00","USD","-"
"XRAY","DENTSPLY SIRONA INC","Health Care","Equity","1,691,654.34","0.00","1,691,654.34","139,002.00","12.17","United States","NASDAQ","USD","1.00","USD","-"
"OGN","ORGANON","Health Care","Equity","1,687,810.68","0.00","1,687,810.68","184,662.00","9.14","United States","NYSE","USD","1.00","USD","-"
"CACC","CREDIT ACCEPTANCE CORP","Financials","Equity","1,658,240.48","0.00","1,658,240.48","3,148.00","526.76","United States","NASDAQ","USD","1.00","USD","-"
"HUN","HUNTSMAN CORP","Materials","Equity","1,631,571.48","0.00","1,631,571.48","117,718.00","13.86","United States","NYSE","USD","1.00","USD","-"
"PENN","PENN ENTERTAINMENT INC","Consumer Discretionary","Equity","1,616,916.21","0.00","1,616,916.21","109,473.00","14.77","United States","NASDAQ","USD","1.00","USD","-"
"PK","PARK HOTELS RESORTS INC","Real Estate","Equity","1,612,303.34","0.00","1,612,303.34","144,731.00","11.14","United States","NYSE","USD","1.00","USD","-"
"DXC","DXC TECHNOLOGY","Information Technology","Equity","1,590,910.72","0.00","1,590,910.72","124,096.00","12.82","United States","NYSE","USD","1.00","USD","-"
"BIRK","BIRKENSTOCK HOLDING PLC","Consumer Discretionary","Equity","1,517,845.56","0.00","1,517,845.56","37,093.00","40.92","United States","NYSE","USD","1.00","USD","-"
"ZG","ZILLOW GROUP INC CLASS A","Real Estate","Equity","1,512,886.76","0.00","1,512,886.76","32,846.00","46.06","United States","NASDAQ","USD","1.00","USD","-"
"CXT","CRANE NXT","Information Technology","Equity","1,514,653.25","0.00","1,514,653.25","33,847.00","44.75","United States","NYSE","USD","1.00","USD","-"
"BRBR","BELLRING BRANDS INC","Consumer Staples","Equity","1,502,096.31","0.00","1,502,096.31","90,981.00","16.51","United States","NYSE","USD","1.00","USD","-"
"RARE","ULTRAGENYX PHARMACEUTICAL INC","Health Care","Equity","1,493,703.95","0.00","1,493,703.95","60,695.00","24.61","United States","NASDAQ","USD","1.00","USD","-"
"HHH","HOWARD HUGHES HOLDINGS INC","Real Estate","Equity","1,488,301.12","0.00","1,488,301.12","22,996.00","64.72","United States","NYSE","USD","1.00","USD","-"
"KMPR","KEMPER CORP","Financials","Equity","1,422,717.48","0.00","1,422,717.48","43,749.00","32.52","United States","NYSE","USD","1.00","USD","-"
"FWONA","LIBERTY MEDIA FORMULA ONE SERIES A","Communication","Equity","1,414,723.86","0.00","1,414,723.86","17,427.00","81.18","United States","NASDAQ","USD","1.00","USD","-"
"GLOB","GLOBANT SA","Information Technology","Equity","1,393,095.51","0.00","1,393,095.51","29,187.00","47.73","United States","NYSE","USD","1.00","USD","-"
"RH","RH","Consumer Discretionary","Equity","1,393,831.83","0.00","1,393,831.83","10,203.00","136.61","United States","NYSE","USD","1.00","USD","-"
"LBTYA","LIBERTY GLOBAL LTD CLASS A","Communication","Equity","1,379,304.85","0.00","1,379,304.85","115,423.00","11.95","United States","NASDAQ","USD","1.00","USD","-"
"NCNO","NCINO INC","Information Technology","Equity","1,340,645.70","0.00","1,340,645.70","74,274.00","18.05","United States","NASDAQ","USD","1.00","USD","-"
"SAM","BOSTON BEER INC CLASS A","Consumer Staples","Equity","1,327,033.60","0.00","1,327,033.60","5,440.00","243.94","United States","NYSE","USD","1.00","USD","-"
"SRPT","SAREPTA THERAPEUTICS INC","Health Care","Equity","1,314,953.76","0.00","1,314,953.76","63,709.00","20.64","United States","NASDAQ","USD","1.00","USD","-"
"CAI","CARIS LIFE SCIENCES INC","Health Care","Equity","1,307,490.00","0.00","1,307,490.00","63,780.00","20.50","United States","NASDAQ","USD","1.00","USD","-"
"DDS","DILLARDS INC CLASS A","Consumer Discretionary","Equity","1,298,388.00","0.00","1,298,388.00","2,132.00","609.00","United States","NYSE","USD","1.00","USD","-"
"FMC","FMC CORP","Materials","Equity","1,272,344.97","0.00","1,272,344.97","86,613.00","14.69","United States","NYSE","USD","1.00","USD","-"
"GTM","ZOOMINFO TECHNOLOGIES INC","Communication","Equity","1,235,843.40","0.00","1,235,843.40","194,315.00","6.36","United States","NASDAQ","USD","1.00","USD","-"
"NWL","NEWELL BRANDS INC","Consumer Discretionary","Equity","1,203,999.96","0.00","1,203,999.96","292,233.00","4.12","United States","NASDAQ","USD","1.00","USD","-"
"LLYVA","LIBERTY LIVE HOLDINGS INC SERIES A","Consumer Discretionary","Equity","1,207,807.14","0.00","1,207,807.14","13,483.00","89.58","United States","NASDAQ","USD","1.00","USD","-"
"SEB","SEABOARD CORP","Consumer Staples","Equity","1,170,642.52","0.00","1,170,642.52","202.00","5,795.26","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"LBTYK","LIBERTY GLOBAL LTD CLASS C","Communication","Equity","1,132,215.51","0.00","1,132,215.51","97,689.00","11.59","United States","NASDAQ","USD","1.00","USD","-"
"COLM","COLUMBIA SPORTSWEAR","Consumer Discretionary","Equity","1,133,853.52","0.00","1,133,853.52","18,104.00","62.63","United States","NASDAQ","USD","1.00","USD","-"
"PRGO","PERRIGO PLC","Health Care","Equity","1,128,691.80","0.00","1,128,691.80","95,490.00","11.82","United States","NYSE","USD","1.00","USD","-"
"INSP","INSPIRE MEDICAL SYSTEMS INC","Health Care","Equity","1,128,986.00","0.00","1,128,986.00","20,830.00","54.20","United States","NYSE","USD","1.00","USD","-"
"FLO","FLOWERS FOODS INC","Consumer Staples","Equity","1,129,231.25","0.00","1,129,231.25","129,055.00","8.75","United States","NYSE","USD","1.00","USD","-"
"DJT","TRUMP MEDIA TECHNOLOGY GROUP CORP","Communication","Equity","1,061,968.56","0.00","1,061,968.56","112,022.00","9.48","United States","NASDAQ","USD","1.00","USD","-"
"MAN","MANPOWER INC","Industrials","Equity","1,040,662.30","0.00","1,040,662.30","32,995.00","31.54","United States","NYSE","USD","1.00","USD","-"
"DV","DOUBLEVERIFY HOLDINGS INC","Communication","Equity","1,030,470.72","0.00","1,030,470.72","96,126.00","10.72","United States","NYSE","USD","1.00","USD","-"
"BFA","BROWN FORMAN CORP CLASS A","Consumer Staples","Equity","997,520.58","0.00","997,520.58","34,421.00","28.98","United States","NYSE","USD","1.00","USD","-"
"BLSH","BULLISH","Financials","Equity","1,000,807.48","0.00","1,000,807.48","23,108.00","43.31","United States","NYSE","USD","1.00","USD","-"
"SNDR","SCHNEIDER NATIONAL INC CLASS B","Industrials","Equity","978,185.04","0.00","978,185.04","32,781.00","29.84","United States","NYSE","USD","1.00","USD","-"
"CWENA","CLEARWAY ENERGY INC CLASS A","Utilities","Equity","926,723.48","0.00","926,723.48","24,146.00","38.38","United States","NYSE","USD","1.00","USD","-"
"CNXC","CONCENTRIX CORP","Industrials","Equity","919,596.75","0.00","919,596.75","31,765.00","28.95","United States","NASDAQ","USD","1.00","USD","-"
"SFD","SMITHFIELD FOODS INC","Consumer Staples","Equity","912,319.20","0.00","912,319.20","31,590.00","28.88","United States","NASDAQ","USD","1.00","USD","-"
"PPC","PILGRIMS PRIDE CORP","Consumer Staples","Equity","906,014.70","0.00","906,014.70","27,505.00","32.94","United States","NASDAQ","USD","1.00","USD","-"
"WEN","WENDYS","Consumer Discretionary","Equity","872,568.70","0.00","872,568.70","122,897.00","7.10","United States","NASDAQ","USD","1.00","USD","-"
"UAA","UNDER ARMOUR INC CLASS A","Consumer Discretionary","Equity","865,840.00","0.00","865,840.00","137,000.00","6.32","United States","NYSE","USD","1.00","USD","-"
"FIGR","FIGURE TECHNOLOGY SOLUTIONS INC CL","Financials","Equity","867,423.06","0.00","867,423.06","24,318.00","35.67","United States","NASDAQ","USD","1.00","USD","-"
"UA","UNDER ARMOUR INC CLASS C","Consumer Discretionary","Equity","837,473.26","0.00","837,473.26","137,066.00","6.11","United States","NYSE","USD","1.00","USD","-"
"CNA","CNA FINANCIAL CORP","Financials","Equity","831,005.46","0.00","831,005.46","17,291.00","48.06","United States","NYSE","USD","1.00","USD","-"
"GLIBK","GCI LIBERTY INC SERIES C","Communication","Equity","790,275.05","0.00","790,275.05","22,255.00","35.51","United States","NASDAQ","USD","1.00","USD","-"
"REYN","REYNOLDS CONSUMER PRODUCTS INC","Consumer Staples","Equity","783,439.02","0.00","783,439.02","37,557.00","20.86","United States","NASDAQ","USD","1.00","USD","-"
"CLVT","CLARIVATE PLC","Industrials","Equity","778,552.32","0.00","778,552.32","285,184.00","2.73","United States","NYSE","USD","1.00","USD","-"
"LBRDA","LIBERTY BROADBAND CORP SERIES A","Communication","Equity","658,514.52","0.00","658,514.52","11,651.00","56.52","United States","NASDAQ","USD","1.00","USD","-"
"COTY","COTY INC CLASS A","Consumer Staples","Equity","626,483.55","0.00","626,483.55","271,205.00","2.31","United States","NYSE","USD","1.00","USD","-"
"TFSL","TFS FINANCIAL CORP","Financials","Equity","611,565.84","0.00","611,565.84","41,434.00","14.76","United States","NASDAQ","USD","1.00","USD","-"
"LCID","LUCID GROUP INC","Consumer Discretionary","Equity","598,585.66","0.00","598,585.66","86,626.00","6.91","United States","NASDAQ","USD","1.00","USD","-"
"LENB","LENNAR CORP CLASS B","Consumer Discretionary","Equity","561,448.62","0.00","561,448.62","6,114.00","91.83","United States","NYSE","USD","1.00","USD","-"
"CERT","CERTARA INC","Health Care","Equity","513,494.30","0.00","513,494.30","80,485.00","6.38","United States","NASDAQ","USD","1.00","USD","-"
"SAIL","SAILPOINT INC","Information Technology","Equity","514,421.48","0.00","514,421.48","41,891.00","12.28","United States","NASDAQ","USD","1.00","USD","-"
"UWMC","UWM HOLDINGS CORP CLASS A","Financials","Equity","450,700.64","0.00","450,700.64","122,473.00","3.68","United States","NYSE","USD","1.00","USD","-"
"INGM","INGRAM MICRO HOLDING CORP","Information Technology","Equity","379,661.48","0.00","379,661.48","12,452.00","30.49","United States","NYSE","USD","1.00","USD","-"
"NIQ","NIQ GLOBAL INTELLIGENCE PLC","Communication","Equity","382,341.40","0.00","382,341.40","33,305.00","11.48","United States","NYSE","USD","1.00","USD","-"
"CBC","CENTRAL BANCOMPANY INC CLASS A","Financials","Equity","366,322.16","0.00","366,322.16","14,276.00","25.66","United States","NASDAQ","USD","1.00","USD","-"
"UHAL","U HAUL HOLDING","Industrials","Equity","329,511.00","0.00","329,511.00","6,188.00","53.25","United States","NYSE","USD","1.00","USD","-"
"FRMI","FERMI INC","Real Estate","Equity","139,468.00","0.00","139,468.00","23,800.00","5.86","United States","NASDAQ","USD","1.00","USD","-"
"GLIBA","GCI LIBERTY INC SERIES A","Communication","Equity","83,134.40","0.00","83,134.40","2,330.00","35.68","United States","NASDAQ","USD","1.00","USD","-"
"-","HOLOGIC INC","Health Care","Equity","1,574.05","0.00","1,574.05","157,405.00","0.01","United States","NO MARKET (E.G. UNLISTED)","USD","1.00","USD","-"
"FAM6","S&P MID 400 EMINI JUN 26","Cash and/or Derivatives","Futures","0.00","0.00","3,283,110.00","9.00","3,647.90","-","Index And Options Market","USD","1.00","USD","-"
"ESM6","S&P500 EMINI JUN 26","Cash and/or Derivatives","Futures","0.00","0.00","52,350,125.00","146.00","7,171.25","-","Index And Options Market","USD","1.00","USD","-"
 
