time;open;high;low;close;Volume;RSI;RSI-based MA;Regular Bullish;Regular Bullish Label;Regular Bearish;Regular Bearish Label
2023-01-04 20:30:00 ;259.02033175;261.07332008;258.7944048;261.02420553;143439;49.52348362390165;49.42512080526175;;;;
2023-01-04 21:00:00 ;260.98491389;261.6430489;260.11067484;260.14014357;135331;45.78419928871992;48.77312676704507;;;;
2023-01-04 21:30:00 ;260.14014357;261.24030956;258.94174846;261.06349717;302945;50.02817185225554;48.570947464228595;;;;
2023-01-04 22:00:00 ;261.04385135;261.24030956;260.67058074;260.67058074;46514;48.295677682233375;48.10425590218221;;;;
2023-01-04 22:30:00 ;260.68040366;260.73934112;260.56252873;260.72951821;8259;48.58330971414844;48.35952088663395;;;;
2023-01-04 23:00:00 ;260.61164328;261.13225755;260.59199746;261.13225755;6756;50.60542942038242;49.43234984860378;;;;
2023-01-05 00:00:00 ;261.00455971;261.05367426;260.82774732;261.05367426;11838;50.1906507574616;49.78712732055792;;;;
2023-01-05 00:30:00 ;261.05367426;261.17154919;261.05367426;261.14208046;4165;50.680402529274524;49.89117387190998;;;;
2023-01-05 13:00:00 ;261.59393435;262.03596533;261.59393435;261.81003838;3339;54.33391031280693;49.776228296466705;;;;
2023-01-05 13:30:00 ;261.83950712;262.2815381;261.34836158;261.37783031;3979;51.66686102298806;49.53641811942124;;;;
2023-01-05 14:00:00 ;261.39747613;261.57428853;260.0812061;260.48394544;37327;46.574896415878996;49.306236552321025;;;;
2023-01-05 14:30:00 ;260.29731014;260.29731014;259.25608161;259.44271691;12203;41.45040012908497;48.51145489134832;;;;
2023-01-05 15:00:00 ;259.32484198;259.432894;258.62741532;259.3444878;23623;40.992174814162695;47.71443212199653;;;;
2023-01-05 15:30:00 ;259.36413362;259.41324818;256.87893722;258.11662397;325102;35.682155368540506;47.45655163798855;;;;
2023-01-05 16:00:00 ;258.15591561;259.53112311;257.61565552;258.2344989;235519;36.532128138183715;46.52859767472298;;;;
2023-01-05 16:30:00 ;258.25414472;258.38184256;257.35043693;257.51742642;83402;33.62131382607481;45.6598201416769;;;;
2023-01-05 17:00:00 ;257.52724933;258.46042584;257.27185365;257.66477008;92707;34.77140074351742;44.57005077676704;;;;
2023-01-05 17:30:00 ;257.64512425;258.51936331;257.50760351;257.77282209;76307;35.651889650821076;43.666923060237586;;;;
2023-01-05 18:00:00 ;257.79246791;258.51936331;257.35534839;257.85140538;69206;36.32507755145742;42.7913350486168;;;;
2023-01-05 18:30:00 ;257.84158247;258.38184256;257.3209682;257.36025984;101015;33.93550870084729;41.60062642579286;;;;
2023-01-05 19:00:00 ;257.35043693;259.09891504;257.00663506;258.51936331;186235;43.39867142681485;41.11548504503238;;;;
2023-01-05 19:30:00 ;258.50954039;259.16767541;258.06750941;258.21485307;101963;41.7084012274879;40.47462780919047;;;;
2023-01-05 20:00:00 ;258.26396763;258.52918622;257.89069702;257.96928031;66919;40.34375830693325;39.47533123734235;;;;
2023-01-05 20:30:00 ;257.9594574;259.13820668;257.93981158;258.37201965;77105;43.60274080715493;38.89932265049713;;;;
2023-01-05 21:00:00 ;258.32290509;258.32290509;257.20309327;257.38972858;124121;38.13122430087128;38.29620321371086;;;;
2023-01-05 21:30:00 ;257.37008276;257.56654097;256.64318737;256.9476976;516516;35.94530894582057;37.90298241490626;;;;
2023-01-05 22:00:00 ;256.96734342;257.36025984;256.91822886;257.3209682;27124;39.11917698473128;37.769196855661164;;;;
2023-01-05 22:30:00 ;257.41919731;257.41919731;257.34061402;257.34061402;9236;39.2896797817697;38.026877170891815;;;;
2023-01-05 23:00:00 ;257.03610379;257.10486417;257.02628088;257.10486417;4698;37.91736088701142;38.12582236723666;;;;
2023-01-05 23:30:00 ;257.08521835;257.3209682;257.08521835;257.3209682;1100;39.986647122219665;38.580489031247005;;;;
2023-01-06 00:00:00 ;257.48795768;257.50760351;257.31114529;257.50760351;3093;41.791139798644714;39.08189896375609;;;;
2023-01-06 00:30:00 ;257.43884313;257.55671806;257.43884313;257.55671806;1000;42.28296669258018;39.55554732388175;;;;
2023-01-06 13:00:00 ;256.26009385;256.44672915;256.08328146;256.36814587;11937;34.65240313004331;39.43607057949503;;;;
2023-01-06 13:30:00 ;256.46637497;256.6726561;256.19133347;256.55478117;6541;36.58757020322391;39.6255035439505;;;;
2023-01-06 14:00:00 ;256.27973967;256.35832296;255.44479226;255.68054212;14784;31.83227370708319;38.799332278255385;;;;
2023-01-06 14:30:00 ;256.18151056;260.48394544;255.8475316;259.92403953;172998;59.40935910118663;40.06368641209101;;;;
2023-01-06 15:00:00 ;259.91421662;259.91421662;258.25414472;258.63723823;32812;52.47658071505761;40.93031658409989;;;;
2023-01-06 15:30:00 ;258.64706114;259.91421662;255.72965667;256.84946849;459833;44.67623591242502;41.0069948059049;;;;
2023-01-06 16:00:00 ;256.86911431;259.87492498;256.86911431;258.72564443;351616;52.633538557699204;42.04287439567832;;;;
2023-01-06 16:30:00 ;258.72564443;261.19119501;258.59794659;260.86703896;212000;59.74949525122286;43.74317341749276;;;;
2023-01-06 17:00:00 ;260.95544515;261.75601237;260.57235164;260.89650769;162315;59.838911663891935;45.22315446600424;;;;
2023-01-06 17:30:00 ;260.96526806;262.26189227;260.55270582;261.78056965;208983;62.52831015964255;46.883056635852306;;;;
2023-01-06 18:00:00 ;261.88862167;262.15384026;261.43676778;261.72163219;130147;62.229127244689515;48.61961137568645;;;;
2023-01-06 18:30:00 ;261.74127801;261.90826749;261.17154919;261.52517397;74977;61.17832461805711;50.13330262538913;;;;
2023-01-06 19:00:00 ;261.53499688;262.32082974;261.43676778;262.25206936;97652;63.625741659146115;51.69291704399637;;;;
2023-01-06 19:30:00 ;262.26189227;263.00843349;262.23242354;262.94949602;100273;65.85024283326382;53.37629391118806;;;;
2023-01-06 20:00:00 ;262.98878767;264.18718277;262.90038147;263.78444343;149940;68.34605339502014;55.782983215829255;;;;
2023-01-06 20:30:00 ;263.79426634;264.7667345;263.74515179;264.54080755;116380;70.45272985096726;58.201923190668076;;;;
2023-01-06 21:00:00 ;264.52116173;265.14982802;264.32470352;264.39346389;179563;69.48259694372389;60.89123199328526;;;;
2023-01-06 21:30:00 ;264.4032868;264.86496361;263.80408925;264.01037038;601878;66.90308479187829;61.426498114048954;;;;
2023-01-06 22:00:00 ;263.99072455;264.0300162;263.49957902;263.7549747;65698;65.16617523923397;62.332897722918695;;;;
2023-01-06 22:30:00 ;263.69603723;263.82373507;263.69603723;263.82373507;6962;65.42642164098908;63.815053846387556;;;;
2023-01-09 13:00:00 ;265.1400051;265.21858839;265.10071346;265.1400051;3896;70.0407268291166;65.05842443720309;;;;
2023-01-09 13:30:00 ;265.20876548;265.53292153;265.20876548;265.36593205;9806;70.76202852252096;65.84503395658152;;;;
2023-01-09 14:00:00 ;265.16947384;265.51327571;264.89443234;265.51327571;8356;71.24821028066334;66.65998385777948;;;;
2023-01-09 14:30:00 ;265.63115064;265.90619214;265.44451534;265.44451534;6734;70.65773385807934;67.24065697909639;;;;
2023-01-09 15:00:00 ;265.43469242;266.13211908;265.42486951;266.00442124;19148;72.64572878788067;67.98469994646719;;;;
2023-01-09 15:30:00 ;266.03388998;268.69589877;265.93566087;268.67625295;481145;79.71018149474232;69.30840400908757;;;;
2023-01-09 16:00:00 ;268.72045605;269.00532046;267.92971174;268.44050309;214528;77.80092120508914;70.32091683379778;;;;
2023-01-09 16:30:00 ;268.46014891;269.92376261;268.46014891;269.22633595;125756;79.558547416728;71.30008144690237;;;;
2023-01-09 17:00:00 ;269.25580468;270.41490814;269.22142449;270.14968955;98523;81.42003056193778;72.23393695882505;;;;
2023-01-09 17:30:00 ;270.17915828;270.31667903;269.58978364;270.05146044;83545;80.57935583508821;72.95726738626226;;;;
2023-01-09 18:00:00 ;270.05146044;270.13986664;269.58978364;270.05146044;41528;80.57935583508821;73.74989302135971;;;;
2023-01-09 18:30:00 ;270.03181462;270.11039791;269.12810684;269.72730439;75428;77.51617691386369;74.50797103007294;;;;
2023-01-09 19:00:00 ;269.69783566;270.00234589;269.28527341;269.83535641;60081;77.81886531169039;75.41173460667699;;;;
2023-01-09 19:30:00 ;269.77641895;269.77641895;267.55644113;267.9886492;189876;62.365591529179746;75.19310388440489;;;;
2023-01-09 20:00:00 ;267.97882629;268.6271384;267.60555569;268.40121145;142584;64.08163501770014;74.76745446930373;;;;
2023-01-09 20:30:00 ;268.42085727;268.52890929;266.55450424;266.64291044;159243;52.991478948929746;73.49812949976149;;;;
2023-01-09 21:00:00 ;266.67237917;266.95724358;266.10265035;266.40716058;166874;51.69956419692014;72.10179763663697;;;;
2023-01-09 21:30:00 ;266.43662931;266.50538969;265.14982802;265.74902557;354782;48.16900326934367;70.49545973744156;;;;
2023-01-09 22:00:00 ;265.73920266;265.79814012;265.36593205;265.63115064;24310;47.54277525040585;68.70239162762194;;;;
2023-01-09 22:30:00 ;265.63115064;265.69991101;265.56239026;265.67044228;5088;47.78645051409176;66.42212512900404;;;;
2023-01-09 23:30:00 ;265.61150482;265.65079646;265.61150482;265.65079646;1088;47.66722185409684;64.26971803250458;;;;
2023-01-10 00:00:00 ;265.68026519;265.68026519;265.56239026;265.591859;3224;47.2860551887957;61.9645400162237;;;;
2023-01-10 00:30:00 ;265.46416116;265.49362989;265.46416116;265.46416116;63;46.41993841239906;59.4645334341138;;;;
2023-01-10 13:00:00 ;264.72744286;264.77655741;263.71568306;264.00054747;16895;37.86030654076301;56.41317277023342;;;;
2023-01-10 13:30:00 ;263.79426634;264.16753695;263.77462052;264.08895366;4100;38.59682267730229;53.41442040182015;;;;
2023-01-10 14:00:00 ;264.05948493;264.42293262;263.89249545;263.95143291;3200;37.845379296506316;50.58079200058033;;;;
2023-01-10 14:30:00 ;263.80408925;264.33452643;263.70586014;264.29523479;17185;40.9410525144108;47.94666251506037;;;;
2023-01-10 15:00:00 ;264.63903666;265.49362989;264.19700568;264.78638032;82936;45.144346034406674;46.71657355114801;;;;
2023-01-10 15:30:00 ;264.71761995;267.19299344;264.63903666;266.29910856;268364;55.620889334832455;46.112234573800315;;;;
2023-01-10 16:00:00 ;266.33840021;268.03776376;265.71955683;266.28928565;135005;55.54670386657323;46.294750639346276;;;;
2023-01-10 16:30:00 ;266.26963983;266.53485842;264.20682859;266.25981692;184600;55.308374397332585;46.5525227965186;;;;
2023-01-10 17:00:00 ;266.26963983;266.63308753;265.80796303;265.95530669;59004;52.78791828581366;46.88244529769502;;;;
2023-01-10 17:30:00 ;265.94057232;266.1517649;265.3168175;265.86690049;50039;52.04636196203307;47.20413006281126;;;;
2023-01-10 18:00:00 ;265.84725467;266.37769185;265.06142182;265.89145777;58099;52.24703644747257;47.52274334376703;;;;
2023-01-10 18:30:00 ;265.91601505;266.87866029;265.86690049;266.56432715;59174;57.49559154247838;48.22476975008;;;;
2023-01-10 19:00:00 ;266.54468133;267.09476433;266.26963983;266.71167081;69869;58.56944628704915;49.0307262570981;;;;
2023-01-10 19:30:00 ;266.6576448;267.21263926;266.52994697;267.12423306;49157;61.50229161109975;50.10803719986244;;;;
2023-01-10 20:00:00 ;267.2519309;267.7136077;267.01618104;267.55644113;83333;64.34951736509306;52.00012368731458;;;;
2023-01-10 20:30:00 ;267.55644113;267.76272226;266.91795194;267.08494142;63411;59.20528319991387;53.47215658178685;;;;
2023-01-10 21:00:00 ;267.23228508;267.30104545;266.50538969;267.0652956;107305;58.99366441185475;54.9827483757403;;;;
2023-01-10 21:30:00 ;267.08494142;268.08687831;266.99162377;268.08687831;211521;65.83266869368327;56.76072095997405;;;;
2023-01-10 22:00:00 ;268.08687831;268.15563868;267.93953465;267.96900338;39812;64.49604970453332;58.142985507840244;;;;
2023-01-10 22:30:00 ;267.95918047;268.04758667;267.95918047;267.96900338;11007;64.49604970453332;58.77692553424745;;;;
2023-01-10 23:00:00 ;268.00829502;268.00829502;267.94935756;267.94935756;276;64.24392447390005;59.398155577627925;;;;
2023-01-10 23:30:00 ;268.01811793;268.01811793;268.01811793;268.01811793;33;64.76312285893863;60.073494753456934;;;;
2023-01-11 00:00:00 ;267.79219099;267.8020139;267.77254517;267.77254517;211;61.337524804411295;60.684180933356764;;;;
2023-01-11 00:30:00 ;267.87077427;267.92971174;267.87077427;267.92971174;64;62.6974403005517;61.44497224325096;;;;
2023-01-11 13:00:00 ;268.41103436;268.54855511;267.9886492;268.1752845;2840;64.78189722186727;62.34031944142198;;;;
2023-01-11 13:30:00 ;268.28333652;268.43068018;268.18510742;268.18510742;1686;64.86646816990265;62.86681062909514;;;;
2023-01-11 14:00:00 ;268.41103436;269.07899229;268.41103436;268.87271116;20895;70.25165062688224;63.70125379622608;;;;
2023-01-11 14:30:00 ;268.86288825;269.09863811;268.41103436;269.03970064;10927;71.39823752206954;64.40810707558106;;;;
2023-01-11 15:00:00 ;269.04952356;269.1870443;268.65660713;269.06916938;20049;71.60621890815176;64.92644290008526;;;;
2023-01-11 15:30:00 ;269.0888152;269.97287716;268.29315943;269.38350252;357184;73.79512463804406;65.96857443138028;;;;
2023-01-11 16:00:00 ;269.40314834;270.57207471;268.99058609;270.54260598;179059;79.9371669327261;67.4645388971568;;;;
2023-01-11 16:30:00 ;270.58189762;270.60154344;268.80395079;269.01023191;177720;59.93633145959663;67.04337195186488;;;;
2023-01-11 17:00:00 ;268.99058609;270.27738739;268.94147154;270.13004373;135453;66.52737389349197;67.18846653679051;;;;
2023-01-11 17:30:00 ;270.13986664;270.48366851;269.87464805;270.29703321;127871;67.38895633524791;67.3951027246987;;;;
2023-01-11 18:00:00 ;270.36579359;271.26950137;270.29703321;271.04357442;98709;70.98466134104932;67.87658392949507;;;;
2023-01-11 18:30:00 ;271.05339733;271.16144935;270.63101218;270.86676203;75509;69.0429603479593;68.18228660728226;;;;
2023-01-11 19:00:00 ;270.86185058;271.79993855;270.50331434;271.26950137;114797;70.98952452891473;68.8717151590325;;;;
2023-01-11 19:30:00 ;271.27932428;271.3873763;270.87658494;271.01410569;81613;68.06660041141491;69.25522659552273;;;;
2023-01-11 20:00:00 ;271.03375151;271.27932428;270.69977255;271.01410569;75544;68.06660041141491;69.489848251919;;;;
2023-01-11 20:30:00 ;271.00428278;271.58383451;270.91096513;271.31861592;66554;69.78679575237885;69.84130022209587;;;;
2023-01-11 21:00:00 ;271.30388156;272.06515713;271.26950137;271.79011564;130389;72.27701106067747;69.98596882450981;;;;
2023-01-11 21:30:00 ;271.79502709;272.73311506;271.46595958;272.66435469;417599;76.19483374494163;70.32858284042925;;;;
2023-01-11 22:00:00 ;272.66435469;272.66435469;272.36966737;272.47771938;55320;73.79714620261784;70.48507764717682;;;;
2023-01-11 22:30:00 ;272.46789647;272.63488595;272.45807356;272.63488595;39545;74.5241664562809;70.53715206276517;;;;
2023-01-11 23:00:00 ;272.61524013;272.69382342;272.61524013;272.65453178;652;74.61896510180387;70.15728050341359;;;;
2023-01-11 23:30:00 ;272.78222961;272.78222961;272.72329215;272.78222961;461;75.26330239540924;71.25206414168592;;;;
2023-01-12 00:00:00 ;272.71346924;272.71346924;272.46789647;272.46789647;2589;70.51767880944718;71.53708592139701;;;;
2023-01-12 00:30:00 ;272.50718812;272.59559431;272.45807356;272.59559431;5261;71.30914358865417;71.81709929664031;;;;
2023-01-12 13:00:00 ;272.48754229;272.87063581;272.48754229;272.80187544;4020;72.58926520611192;71.93171385843048;;;;
2023-01-12 13:30:00 ;272.82152126;273.28319806;272.82152126;273.28319806;14843;75.3526387975648;72.38240517625945;;;;
2023-01-12 14:00:00 ;273.28319806;274.21637457;270.82747039;271.00428278;94785;49.769306727443805;70.86667533329725;;;;
2023-01-12 14:30:00 ;269.23615886;274.76645757;268.68607586;274.72716593;318228;68.55280459638334;70.90140420365213;;;;
2023-01-12 15:00:00 ;274.609291;275.04149907;271.79011564;273.14567731;103091;58.53851102691442;70.22082639047353;;;;
2023-01-12 15:30:00 ;273.19479186;273.81363524;268.91200281;270.02199171;523202;44.66105165398835;68.42613038344562;;;;
2023-01-12 16:00:00 ;270.0121688;273.63682284;269.99252298;272.57594849;361215;54.217539899143226;67.13616815762175;;;;
2023-01-12 16:30:00 ;272.56612558;273.34213552;271.13198062;271.68206362;181671;50.90414426520869;65.32969033764083;;;;
2023-01-12 17:00:00 ;271.69188653;272.47771938;270.7488871;272.25179244;114064;52.8806761457489;63.8356567621502;;;;
2023-01-12 17:30:00 ;272.19285497;273.29302097;271.42666794;273.1358544;88761;55.850841436310915;62.50184783215234;;;;
2023-01-12 18:00:00 ;273.1358544;274.38336406;272.7724067;274.35389532;94816;59.62689048360506;61.43098535942386;;;;
2023-01-12 18:30:00 ;274.31460368;274.58964518;274.01991636;274.25075476;78489;59.16542895190978;60.281137256316754;;;;
2023-01-12 19:00:00 ;274.22619748;274.78610339;272.71346924;272.84116708;123978;53.11535449421889;59.0381140909433;;;;
2023-01-12 19:30:00 ;272.83134417;275.03167616;272.27143826;274.91380123;163343;59.64908641882391;58.20525286452686;;;;
2023-01-12 20:00:00 ;274.92362414;275.12990527;274.0150049;274.20655166;129348;56.743196247229974;57.07339079603529;;;;
2023-01-12 20:30:00 ;274.18690584;274.68787429;273.79398941;274.22619748;78583;56.806143898281476;55.74864116037219;;;;
2023-01-12 21:00:00 ;274.21146312;274.26548913;273.33231261;273.74487486;92220;54.70571215413184;56.101241547992764;;;;
2023-01-12 21:30:00 ;273.79398941;274.25566622;272.97868783;274.08867673;398613;55.95837232960342;55.20163924322277;;;;
2023-01-12 22:00:00 ;274.09849965;274.24584331;273.85292688;274.04938509;58185;55.768546300073474;55.00378461987699;;;;
2023-01-12 22:30:00 ;274.01009345;274.06903091;273.88239561;273.90204143;5797;55.01486674175254;55.74334284043158;;;;
2023-01-12 23:00:00 ;273.95115599;274.059208;273.95115599;274.059208;2245;55.70255170344418;55.849415112167364;;;;
2023-01-13 00:00:00 ;273.89221852;273.93151016;273.76452068;273.93151016;9372;54.96730511061118;56.13964088683897;;;;
2023-01-13 00:30:00 ;273.89221852;273.89221852;273.89221852;273.89221852;600;54.72793590012615;56.27158801215163;;;;
2023-01-13 13:00:00 ;272.92957327;272.92957327;271.92763638;271.94728221;12991;44.416905801713405;55.45487832396609;;;;
2023-01-13 13:30:00 ;271.9374593;272.28126117;271.22038682;271.27932428;17546;41.523462629388526;54.161776334379205;;;;
2023-01-13 14:00:00 ;271.4856054;271.54454287;270.9256995;271.30879301;11761;41.70389033329139;52.91452357590646;;;;
2023-01-13 14:30:00 ;271.1123348;271.37755339;270.94534532;271.08286607;36864;40.6678792924858;52.0254182043541;;;;
2023-01-13 15:00:00 ;271.05339733;271.63294906;270.85693912;271.63294906;20469;44.29629293335412;50.92879009824911;;;;
2023-01-13 15:30:00 ;271.63294906;272.8608129;271.31861592;272.37949028;327614;48.86656590229477;50.36617364503945;;;;
2023-01-13 16:00:00 ;272.38931319;273.92168725;272.07498005;273.86274979;340778;56.50262264111874;50.34449355524212;;;;
2023-01-13 16:30:00 ;273.88239561;274.32442659;273.34213552;273.84310397;123387;56.382521707285406;50.46426566618165;;;;
2023-01-13 17:00:00 ;273.85292688;274.01991636;272.53665685;273.05727111;108191;51.6529918917531;50.15673849204949;;;;
2023-01-13 17:30:00 ;273.08182839;273.10638567;272.34019863;273.08673985;89026;51.8162182983358;49.87442934906822;;;;
2023-01-13 18:00:00 ;273.02780238;273.92168725;272.99833365;273.81363524;47333;55.781883837675544;49.9292162844913;;;;
2023-01-13 18:30:00 ;273.80381233;274.08867673;273.46001045;274.00027054;69376;56.76578026662008;50.005161181861006;;;;
2023-01-13 19:00:00 ;274.01009345;274.18690584;273.54841665;274.06903091;77021;57.14412579528083;50.160648373623125;;;;
2023-01-13 19:30:00 ;274.08867673;275.03167616;274.01991636;274.86468668;130790;61.35809365491417;50.6342310703937;;;;
2023-01-13 20:00:00 ;274.89415541;275.10534799;274.56999936;275.03167616;69246;62.198214485454756;51.904324547803796;;;;
2023-01-13 20:30:00 ;275.09061362;275.27724893;274.71734302;274.9727387;87999;61.68844478632429;53.34468041615634;;;;
2023-01-13 21:00:00 ;275.00220743;275.73892573;274.92362414;275.73892573;116552;65.63192259704394;55.05382557785295;;;;
2023-01-13 21:30:00 ;275.74874864;276.23007126;275.54246752;275.97467559;531742;66.76547203298117;56.917939345031186;;;;
2023-01-13 22:00:00 ;276.00414432;276.03361305;275.48353005;275.8076861;69859;65.12689089471075;58.40583919941381;;;;
2023-01-13 22:30:00 ;275.8076861;275.93538394;275.79786319;275.83715484;5396;65.28878942262702;59.57885516515182;;;;
2023-01-13 23:00:00 ;275.83715484;275.83715484;275.65051953;275.71927991;701;64.00871302283863;60.115004478131816;;;;
2023-01-17 13:00:00 ;275.18884273;275.52282169;275.03167616;275.49335296;9755;61.519063218400575;60.481900300354326;;;;
2023-01-17 13:30:00 ;275.45406132;275.54246752;274.71734302;274.83521795;5245;54.82885022046822;60.708747323833975;;;;
2023-01-17 14:00:00 ;274.85486377;275.06114489;274.46194734;275.01203034;13468;56.2067566465189;61.02235720584706;;;;
2023-01-17 14:30:00 ;275.23795728;275.40494677;274.83521795;274.8843325;31648;54.90413241210798;60.95966067544937;;;;
2023-01-17 15:00:00 ;275.0709678;275.85680066;275.00220743;275.79786319;19023;61.73607781374644;61.314681928815546;;;;
2023-01-17 15:30:00 ;275.79786319;276.45599821;274.63875973;276.16131089;311368;64.06839555902334;61.809272626225734;;;;
2023-01-17 16:00:00 ;276.25954;277.82629425;276.25954;277.19271651;218349;69.71073510053391;62.40588987234143;;;;
2023-01-17 16:30:00 ;277.20253942;277.31059144;275.47370714;276.07290469;136590;58.89699386121165;62.17008839918121;;;;
2023-01-17 17:00:00 ;276.24971708;276.24971708;274.77628048;275.40494677;104841;53.5599003647111;61.5894780833517;;;;
2023-01-17 17:30:00 ;275.41476968;276.46582112;275.37547803;276.24971708;66908;58.66185808938663;61.09161633280475;;;;
2023-01-17 18:00:00 ;276.32830037;276.57387314;275.55229043;275.74874864;54008;54.81588243115033;60.23807421838826;;;;
2023-01-17 18:30:00 ;275.72910282;276.65245642;275.68981118;276.46582112;72044;58.96315042606288;59.79780704205627;;;;
2023-01-17 19:00:00 ;276.45599821;276.75068553;276.28900873;276.47073257;49608;58.990914790216365;59.34795885402694;;;;
2023-01-17 19:30:00 ;276.46090966;276.98643539;276.32830037;276.89802919;47359;61.43550348514708;59.16415817276326;;;;
2023-01-17 20:00:00 ;276.89802919;277.00608121;275.95502976;276.33812328;82526;56.66857854019382;58.81769498146277;;;;
2023-01-17 20:30:00 ;276.36759201;276.96678956;276.31847746;276.45599821;73665;57.41767770772333;59.002611230552425;;;;
2023-01-17 21:00:00 ;276.43635239;276.84400318;276.29883164;276.49528985;95369;57.680306468361735;59.10786478925548;;;;
2023-01-17 21:30:00 ;276.48546694;276.68192515;275.89118084;276.46582112;263728;57.39439709971373;59.28574083837018;;;;
2023-01-17 22:00:00 ;276.46582112;276.68192515;276.30865455;276.34794619;21495;56.194512587885995;58.88991475080872;;;;
2023-01-17 22:30:00 ;276.37741492;276.4461753;276.36759201;276.36759201;700;56.35827162924706;58.33919161296756;;;;
2023-01-17 23:00:00 ;276.31847746;276.31847746;276.26936291;276.27918582;2398;55.35542582132471;57.31381237873833;;;;
2023-01-18 00:00:00 ;276.21042544;276.26936291;275.82733193;275.83715484;6654;50.51532542834275;56.71512177639055;;;;
