time;open;high;low;close;Volume;RSI;RSI-based MA
2020-03-11;121.38541639;122.63709919;115.12700239;116.71246727;51521245;23.305919928099698;30.02046259228451
2020-03-12;108.2659263;111.16797606;103.47244477;103.81549857;70114293;18.206961562919687;27.556335436016106
2020-03-13;109.69377187;111.2236064;101.57174126;110.7692919;57915123;27.42655502838359;26.75789992775095
2020-03-16;100.70947089;103.19429304;94.04310101;96.07360866;59095694;21.827116483234363;26.243568594450615
2020-03-17;97.31601974;102.45255508;93.28281961;100.47767777;59344831;26.65954927966466;26.23499482405889
2020-03-18;95.54512037;98.99883773;89.24034775;92.68942924;62296685;23.85155193194238;26.40924842096559
2020-03-19;92.40200579;99.02201704;88.72113118;96.30540178;62654661;27.661202818277417;27.005100885723856
2020-03-20;98.39153977;100.83927503;93.13447202;94.01528584;76203733;26.74847725344962;26.65167768349179
2020-03-23;94.47887206;94.73848034;88.92510912;92.62452717;63534702;26.183442845842137;26.47906484100185
2020-03-24;97.69616044;101.36776332;92.65577288;101.09888331;73386687;35.169966038243984;26.307166400763382
2020-03-25;101.89922252;106.10624194;98.678805;102.35529321;56043666;36.40609206134775;26.585071783157723
2020-03-26;103.81658093;109.45696537;103.50012372;108.72166773;51657562;42.3993054072782;27.477951675547008
2020-03-27;104.47741805;107.98637009;103.19297407;104.76595257;39931488;39.88416497090579;28.819308600068172
2020-03-30;105.39886699;107.27899514;103.12782111;107.07422871;41552124;42.04461740381433;29.841065929528813
2020-03-31;106.66469585;108.12598356;104.20284488;106.53438993;52948046;41.66746756087033;31.152605046155283
2020-04-01;101.17323245;102.73690338;98.21808053;99.27448917;54224225;36.87668277429506;32.48615656125352
2020-04-02;98.39957805;102.74621095;97.32455429;100.21455324;43774153;37.872782706994;33.23231568115427
2020-04-03;99.20933621;100.52170289;95.49561775;97.37574589;42189243;36.02407162324173;34.24638390544051
2020-04-06;101.53622748;105.49194265;101.47107453;104.83110552;48708106;43.78496433142913;35.4696278377094
2020-04-07;108.78682068;110.42495214;104.60772396;105.10102491;57546079;44.04960004139928;36.91234555981347
2020-04-08;106.92530767;110.98340604;105.44130949;109.89442093;52822250;48.67079611768015;38.41303079548509
2020-04-09;113.47783349;115.98156849;112.92403336;115.1531952;69679032;53.23435856537601;40.30487946062269
2020-04-13;114.34343704;114.95773633;110.86706148;112.0351609;40198162;50.374582846043126;42.03281803206561
2020-04-14;115.32073137;116.23287275;112.90076445;114.30620678;35089744;52.38112719462633;43.262186686092925
2020-04-15;109.69896206;110.8624077;108.58205425;109.64311667;34809851;48.082187131971;44.09619347685173
2020-04-16;109.91303606;110.22018571;106.6228118;108.81474338;49501272;47.3389251725789;44.449023460087496
2020-04-17;113.45921836;114.22243869;111.74662638;113.6081394;46250183;51.96601778122948;45.312012946539184
2020-04-20;111.30917082;114.38997486;110.79725474;112.26785003;36700541;50.626536540106244;45.925007170560036
2020-04-21;109.2894292;110.98340604;108.41451808;109.58727128;31608900;47.9636997150951;46.374738038718945
2020-04-22;111.98862307;112.61222993;110.54595048;110.91825309;24407189;49.387191633010175;47.26834581434145
2020-04-23;111.79316421;114.38997486;111.39293891;112.0072382;38571211;50.57843258311605;48.175892234064456
2020-04-24;113.11483845;114.7808926;111.77454908;113.93390417;27155771;52.69959164688358;49.36700080718173
2020-04-27;115.3672692;119.54636592;115.28350111;118.44807324;39021253;57.32150592379687;50.333896635208
2020-04-28;122.04079336;122.35725057;118.46668837;120.16997278;47292710;58.96848915536824;51.399531571920065
2020-04-29;124.24668629;127.36937437;122.74351453;126.08027661;50390529;64.09086782932039;52.500965265608656
2020-04-30;122.76678344;123.73477021;121.12865198;121.28688059;43727524;57.789677077973785;52.82634515936564
2020-05-01;118.34569002;118.63422454;114.7529699;116.47486944;43352036;52.23734344286511;52.959399487710066
2020-05-04;115.04150442;117.18224439;113.78498313;116.97747796;28498224;52.74800520448146;52.98560505984257
2020-05-05;119.20198601;120.92388555;117.36839569;117.88031177;31209384;53.705501063353886;53.38727034065563
2020-05-06;118.66214724;119.32298436;116.34456353;117.01470822;29836758;52.604877842999194;53.76340981711423
2020-05-07;118.56907159;119.60221131;117.78723612;118.61560941;27492978;54.463576551426975;53.94180687212834
2020-05-08;121.14726711;123.55792647;120.2444333;123.19493143;32162026;59.37179945827432;54.56646850914034
2020-05-11;121.37995624;123.74407777;120.37660072;122.58063214;33983188;58.46146998346807;55.31630924259555
2020-05-12;123.10185578;123.12977848;118.05715551;118.17815385;44275308;52.27536406315878;55.52260727332045
2020-05-13;116.94955526;117.34978056;112.07239116;114.22243869;58719331;47.42000159494599;55.29700505987973
2020-05-14;111.66285829;114.73435477;109.06604764;114.5947413;55904273;47.91038021897601;54.95491852931491
2020-05-15;113.56160157;116.83786448;113.04968549;116.41902405;40236628;50.35369084412955;54.45721745219581
2020-05-18;122.34794301;124.15361064;121.77087397;123.49277351;47075369;58.48522343030381;54.42269847183407
2020-05-19;123.06462552;124.20945603;121.04953768;121.05419146;30269953;55.1327344819328;53.78283180416353
2020-05-20;123.53931134;125.63351348;123.21596653;124.72137211;35901345;58.94406621488319;53.86528817108563
2020-05-21;124.76790993;125.707974;123.39848788;124.94475367;32731490;59.17158088845466;54.3605908457706
2020-05-22;125.34497897;125.69866644;123.80923073;125.5497454;24035237;59.82099166769996;54.86580416457192
2020-05-26;130.38967924;130.65494485;125.64216952;129.17038821;36971004;63.55687626145258;55.569473821578974
2020-05-27;131.76719887;133.56355893;127.82079128;133.18194877;42681965;67.19627586417468;56.61171653737722
2020-05-28;134.717697;134.717697;128.0534804;130.0266842;42164072;61.95543837241374;57.14684952459056
2020-05-29;128.72362509;129.63576647;126.96449529;129.282079;41628788;60.75127380284786;57.24538340634581
