time;open;high;low;close;Volume;RSI;RSI-based MA
2020-02-24;22815;22858;22078;22368;20466;31.966759356143726;49.59556119947417
2020-02-25;22363;22733;21900;22328;41293;31.544644760465204;48.02788553418082
2020-02-26;22330;22513;22003;22273;43117;30.939673333697286;46.06728541055785
2020-02-27;22270;22285;21163;21395;96749;23.268070606109077;43.95442559754165
2020-02-28;21390;21460;20478;21030;57806;20.943211244797595;41.625280550834795
2020-03-02;20825;21700;20693;21690;43156;33.81978305150206;40.057345140728316
2020-03-03;21693;21740;20688;20910;36280;28.01277345128109;38.07072617308729
2020-03-04;20905;21463;20878;21435;24420;35.98064631990222;36.97468075569812
2020-03-05;21438;21438;20748;20985;16530;32.64526810605817;35.811993937027815
2020-03-06;20983;21070;20218;20430;35255;29.06649661155238;34.604986598714696
2020-03-09;19853;19973;17930;19330;39289;23.554879888359594;33.12664055212716
2020-03-10;19338;20193;18900;19685;37859;28.281369003033646;31.42396818206296
2020-03-11;19678;19978;18893;18973;18272;24.949505773140302;29.866827974436685
2020-03-12;18235;18240;16963;17155;11536;18.844671515967477;28.12983950157212
2020-03-13;17158;18600;16798;18203;10547;29.546684066497022;27.956976980883073
2020-03-16;17525;17760;16068;16650;16308;24.409724471826237;27.447339817408867
2020-03-17;16683;17568;16408;17133;15876;28.569242540437358;27.278023332176012
2020-03-18;17148;17520;16205;17128;15601;28.551727262621938;27.655427379069785
2020-03-19;17135;17818;16273;17510;24375;31.98268847245066;28.443961466759287
2020-03-20;17513;18225;17270;17375;6218;31.408666312716292;28.271738842560303
2020-03-23;16738;18265;16655;17935;7572;36.49994352055655;28.87796527607998
2020-03-24;17948;19585;17820;19205;8476;46.2448552503618;29.611123056827093
2020-03-25;19208;19825;18838;19310;8476;46.96945824304215;30.63427949518309
2020-03-26;19313;19548;18673;19503;7961;48.34769085704531;32.01150765557544
2020-03-27;19498;19575;18835;18940;5151;44.698277824811086;33.52175036532198
2020-03-30;18753;19438;18715;19390;7366;48.07220690932452;34.93538164434275
2020-03-31;19388;19585;18698;18775;8906;44.11130166706203;36.304081351051444
2020-04-01;18778;18975;17783;17870;5399;39.016712033018884;37.744941387983694
2020-04-02;17873;18333;17728;18305;7796;42.45686844014535;38.66709741467286
2020-04-03;18303;18328;17760;17880;4181;40.07806553713643;39.78626463362359
2020-04-06;18040;19130;17843;18983;8528;48.191145519407705;41.187829132121465
2020-04-07;18980;20025;18680;19068;11667;48.766823098833726;42.63176454899373
2020-04-08;19070;19593;18858;19335;8954;50.62282568817821;43.9632029215457
2020-04-09;19330;19763;19285;19623;6272;52.61679131601662;45.47806899321001
2020-04-13;19388;19490;19078;19305;4542;50.20596422860633;46.45707047235643
2020-04-14;19308;19828;19210;19635;6615;52.631474252243585;46.913257543919414
2020-04-15;19638;19733;19268;19325;5578;50.159676619268005;47.141130285078404
2020-04-16;19323;19813;19093;19780;6258;53.60384041067736;47.51656953890926
2020-04-17;19785;20005;19463;19670;6954;52.65646819531894;48.08501170823125
2020-04-20;19605;19855;19380;19515;4702;51.28114074303205;48.31422126778178
2020-04-21;19518;19603;19053;19195;5969;48.46664677384846;48.62531734683796
2020-04-22;19198;19413;18908;19320;4273;49.62960134765432;49.38338086931192
2020-04-23;19318;19728;19265;19390;5795;50.30592053565085;49.94402744756231
2020-04-24;19388;19533;19213;19478;3246;51.19313085792727;50.73796068476166
2020-04-27;19433;19893;19433;19823;4945;54.61420868408901;51.19675091081033
2020-04-28;19820;20200;19678;19978;5684;56.102934700148005;51.72075888233278
2020-04-29;19980;20558;19965;20445;3240;60.325498414327186;52.41380693420056
2020-04-30;20448;20453;19783;19915;8242;53.97932616310631;52.51113085184982
2020-05-01;19913;20008;19478;19528;5684;49.855118992970255;52.48607047787582
2020-05-04;19328;19473;19095;19435;3278;48.88845401407346;52.21871188943509
2020-05-05;19433;19778;19403;19655;3231;51.29431378316817;52.29975740114225
2020-05-06;19653;19783;19308;19350;2140;47.926204524598326;51.89421198070803
2020-05-07;19348;19873;19340;19850;6695;53.33569764436708;51.94272836992576
2020-05-08;19853;20283;19828;20275;4433;57.3877531266654;52.37891496875672
2020-05-11;20273;20645;20255;20530;5574;59.6516286741365;53.17784224734873
2020-05-12;20528;20543;20083;20185;3467;55.36590546438289;53.58757825568648
2020-05-13;20180;20443;20068;20193;5354;55.44584205637342;53.95471550716667
2020-05-14;20198;20255;19633;20055;5078;53.66055584986474;54.13096014944791
2020-05-15;20053;20205;19845;20053;4128;53.63360258194392;54.060916856437544
2020-05-18;20148;20703;20015;20620;5984;59.79862813975823;54.32489495926685
2020-05-19;20623;20710;20360;20430;5254;57.060689152527814;54.09169429770975
2020-05-20;20433;20830;20425;20735;4896;60.21014701038301;54.536752929658086
2020-05-21;20738;20753;20453;20520;4645;57.03443453147689;55.04956118240857
2020-05-22;20525;20625;20248;20598;4626;57.90194425834457;55.693381914142215
2020-05-25;20660;20995;20593;20960;4262;61.76082200773978;56.440989644468765
2020-05-26;20955;21373;20940;21273;6973;64.7679846545947;57.6439739394685
2020-05-27;21275;21733;21153;21663;7995;68.13095034102261;58.70077770351533
2020-05-28;21665;22113;21585;21890;9568;69.93008270799123;59.59665838789575
2020-05-29;21895;22043;21668;22040;8659;71.0914520750803;60.41378863082031
2020-06-01;21863;22248;21790;22170;5496;72.09727499697247;61.608886454576705
2020-06-02;22165;22710;22120;22618;8078;75.28821548368498;63.02619884224182
2020-06-03;22615;22963;22470;22915;8919;77.15353889883941;64.70426906002572
2020-06-04;22920;22995;22503;22753;8636;73.87781474514979;66.15028421454042
2020-06-05;22763;23313;22568;23180;13254;76.68738563997395;67.35662403598441
2020-06-08;23193;23283;22968;23205;12072;76.84441579150936;68.76974736734023
2020-06-09;22905.5;22990.5;22900.5;22980.5;247;72.14484297843266;69.62222565077235
2020-06-10;22982.5;23215.5;22772.5;22810.5;4469;68.71770209914354;70.45674476274854
2020-06-11;22807.5;22962.5;21645.5;21915.5;11456;54.1369679724408;70.18781788518399
2020-06-12;21917.5;22512.5;21792.5;22262.5;9254;57.869460175389264;69.90986346858752
2020-06-15;22072.5;22272.5;21395.5;22065.5;12712;55.126509031974905;69.22118663840038
2020-06-16;22070.5;22635.5;22030.5;22395.5;8965;58.66125588557022;68.54477989158235
2020-06-17;22397.5;22775.5;22252.5;22505.5;6369;59.79804284886932;67.82106275878793
2020-06-18;22507.5;22542.5;22117.5;22450.5;6543;58.92551384553353;66.95206717096316
2020-06-19;22455.5;22725.5;22340.5;22342.5;7697;57.16173529878146;65.88524290680667
2020-06-22;22267.5;22660.5;22255.5;22652.5;5360;60.78970314613927;64.84963488269626
2020-06-23;22650.5;22827.5;22242.5;22550.5;10178;59.01860091276851;63.554282169405475
2020-06-24;22547.5;22665.5;22097.5;22255.5;7513;54.1085496250439;62.14219180368362
2020-06-25;22257.5;22547.5;22070.5;22512.5;9638;57.431197671534484;60.76674980593794
2020-06-26;22507.5;22582.5;22247.5;22302.5;5707;53.991287542648436;59.134383502447875
2020-06-29;22262.5;22442.5;21982.5;22415.5;7691;55.53463914249089;57.94794037130918
2020-06-30;22412.5;22472.5;22200.5;22370.5;6641;54.747041861247084;56.95003606860229
2020-07-01;22372.5;22420.5;21997.5;22230.5;9015;52.26367760697325;56.81622961392604
2020-07-02;22225.5;22472.5;22087.5;22330.5;6463;53.87317392567434;56.53078059608926
2020-07-03;22332.5;22395.5;22157.5;22237.5;3428;52.113395329101735;56.31555818874118
2020-07-06;22302.5;22787.5;22265.5;22670.5;5490;58.852718031884244;56.32923405633504
2020-07-07;22672.5;22745.5;22437.5;22467.5;5565;54.948358898080485;55.982828059850114
2020-07-08;22465.5;22672.5;22360.5;22557.5;5382;56.331549935108356;55.79754492339117
2020-07-09;22560.5;22702.5;22220.5;22425.5;8506;53.72615584875217;55.55214639124623
2020-07-10;22420.5;22637.5;22262.5;22632.5;6826;57.07870845834909;55.28707534211835
2020-07-13;22692.5;22882.5;22537.5;22610.5;6683;56.60928508382687;55.114981354336805
2020-07-14;22612.5;22915.5;22512.5;22885.5;7688;60.934239666918444;55.60253064304214
2020-07-15;22887.5;23047.5;22810.5;22935.5;5413;61.6820796311482;55.90616506872882
2020-07-16;22937.5;22965.5;22682.5;22817.5;4268;58.82029923413738;56.25109447526375
2020-07-17;22820.5;22867.5;22637.5;22702.5;5586;56.08908259330859;56.290697578893585
2020-07-20;22755.5;22842.5;22582.5;22832.5;4677;58.43844954967633;56.55436955663853
2020-07-21;22837.5;22957.5;22727.5;22810.5;5311;57.87412776462952;56.95511599647112
2020-07-22;22812.5;22860.5;22657.5;22780.5;4698;57.06488222635783;57.18309516080565
2020-07-23;22782.5;22915.5;22492.5;22600.5;6048;52.33626146068679;57.199014170204585
2020-07-24;22602.5;22647.5;22277.5;22362.5;5726;46.812709159286634;56.33901353644762
2020-07-27;22375.5;22742.5;22345.5;22715.5;6338;54.48541869992631;56.305946379436605
2020-07-28;22717.5;22837.5;22507.5;22560.5;5042;51.006021467226006;55.92555148887358
2020-07-29;22557.5;22572.5;22362.5;22535.5;4106;50.44646049645579;55.69128753513812
2020-07-30;22537.5;22552.5;21967.5;22287.5;8531;45.15442621206029;54.83955308897464
2020-07-31;22290.5;22340.5;21702.5;21942.5;9133;39.02174080911818;53.58329992649544
2020-08-03;21952.5;22417.5;21890.5;22387.5;6734;48.699926403216864;52.709420407659614
2020-08-04;22385.5;22657.5;22380.5;22505.5;5727;50.9242234451361;51.94100210865874
2020-08-05;22507.5;22640.5;22357.5;22515.5;3793;51.117655967667694;51.39081330391092
2020-08-06;22512.5;22590.5;22272.5;22435.5;4722;49.43883190080163;50.91579539730327
2020-08-07;22440.5;22452.5;22205.5;22450.5;3934;49.771925845593536;50.29675798986879
2020-08-10;22420.5;22537.5;22342.5;22492.5;3609;50.75028005754689;49.787911725077166
2020-08-11;22495.5;22962.5;22470.5;22750.5;5630;56.37200904920466;49.73842078385195
2020-08-12;22755.5;23257.5;22667.5;23192.5;8311;63.96160748783806;50.56880264293418
2020-08-13;23187.5;23312.5;23140.5;23222.5;4499;64.4141039195041;51.82604512580686
2020-08-14;23225.5;23355.5;23060.5;23150.5;4610;62.38942276619582;52.39061684482611
2020-08-17;23182.5;23260.5;23062.5;23132.5;4207;61.86588072410367;53.16632107746023
2020-08-18;23130.5;23170.5;22937.5;23052.5;4815;59.4770140190102;53.81136061478555
2020-08-19;23050.5;23207.5;22957.5;23082.5;3885;60.0992254632651;54.87884627558589
2020-08-20;23077.5;23087.5;22842.5;23012.5;4331;57.86654992552937;56.22490406961526
2020-08-21;23017.5;23140.5;22710.5;22900.5;6929;54.38524176162045;56.63099802378695
2020-08-24;22945.5;23177.5;22852.5;23157.5;7147;60.288963568455195;57.299908032595454
2020-08-25;23155.5;23432.5;23152.5;23320.5;8407;63.514350032221415;58.18538618006358
2020-08-26;23325.5;23345.5;23157.5;23295.5;6457;62.673551528378134;59.13072329631905
2020-08-27;23297.5;23352.5;23142.5;23247.5;6650;61.00375874772088;59.93299707504243
2020-08-28;23250.5;23392.5;22567.5;22940.5;13450;51.54477014422722;59.98974636694817
2020-08-31;23107.5;23377.5;22995.5;23017.5;8668;53.49258356890254;59.78407311835515
2020-09-01;23022.5;23290.5;23010.5;23272.5;4939;59.32405892742534;59.45281964975425
2020-09-02;23277.5;23542.5;23165.5;23542.5;8728;64.41226657437878;59.45268841081673
2020-09-03;23545.5;23632.5;22972.5;23005.5;10970;50.80109532858232;58.62495073670147
2020-09-04;23002.5;23322.5;22830.5;23177.5;13355;54.14355477192286;58.073356025831416
2020-09-07;23170.5;23247.5;23035.5;23232.5;3918;55.191857176997;57.76727339425905
2020-09-08;23237.5;23312.5;22805.5;22937.5;12424;48.75401149758761;56.95690096813922
2020-09-10;23002.5;23067.5;22957.5;23057.5;1293;51.24531054492164;56.48395529809581
2020-09-11;23060.5;23327.5;23045.5;23250.5;7880;55.03176369734067;56.53013543636155
2020-09-14;23402.5;23512.5;23325.5;23372.5;4612;57.289820166415346;56.315910907644415
2020-09-15;23370.5;23422.5;23252.5;23360.5;4204;56.986704359588906;55.84965050245638
2020-09-16;23357.5;23422.5;23292.5;23375.5;4266;57.290895309643496;55.465175058261046
2020-09-17;23372.5;23372.5;23115.5;23300.5;7918;55.18928110626153;55.04985522672825
2020-09-18;23302.5;23312.5;23082.5;23150.5;8019;51.14807191695551;55.02151963906597
2020-09-21;23120.5;23287.5;22512.5;22835.5;9037;43.8813211157295;54.335000892410754
2020-09-22;22832.5;22977.5;22617.5;22932.5;3568;46.40637137239965;53.41230892419464
2020-09-23;22935.5;23302.5;22932.5;23130.5;8577;51.23019829441434;52.47073261848289
2020-09-24;23132.5;23147.5;22912.5;23107.5;9225;50.659785536374315;52.46063906189661
2020-09-25;23102.5;23217.5;22887.5;23207.5;4856;53.10462343171954;52.38642968045351
2020-09-28;23297.5;23487.5;23197.5;23480.5;3725;59.06760566659873;52.66326885828221
2020-09-29;23485.5;23647.5;23382.5;23510.5;4402;59.674422162385056;53.44329819148202
2020-09-30;23507.5;23562.5;23167.5;23392.5;8057;56.148491576015985;53.79352540798876
2020-10-01;23397.5;23407.5;23255.5;23365.5;5616;55.34271902543276;53.81573650285248
2020-10-02;23360.5;23387.5;22982.5;23215.5;8224;50.9667569133486;53.36408912763342
2020-10-05;23400.5;23477.5;23255.5;23460.5;2993;56.95373954677435;53.361734498146674
2020-10-06;23457.5;23470.5;23255.5;23275.5;5246;51.809543915107895;52.97020939853699
2020-10-07;23272.5;23555.5;23265.5;23545.5;3239;57.800296092931674;53.156710469013426
2020-10-08;23547.5;23742.5;23497.5;23722.5;4189;61.205078633309775;53.87506809161016
2020-10-09;23725.5;23765.5;23577.5;23597.5;7936;57.66652957174465;54.85972583846838
2020-10-12;23615.5;23687.5;23517.5;23655.5;6073;58.8551838323503;55.74892672846486
2020-10-13;23657.5;23672.5;23497.5;23560.5;5209;56.077757113742706;56.095180929845455
2020-10-14;23555.5;23672.5;23527.5;23575.5;4523;56.42739920477722;56.50715333473137
2020-10-15;23572.5;23597.5;23377.5;23532.5;6922;55.073933744409224;56.647818357066356
2020-10-16;23530.5;23582.5;23392.5;23532.5;3427;55.07393374440922;56.36255607690997
2020-10-19;23590.5;23740.5;23507.5;23567.5;4212;56.06865320991758;56.10500115173371
2020-10-20;23572.5;23680.5;23527.5;23620.5;3552;57.59961561383513;56.2086528687208
2020-10-21;23622.5;23702.5;23532.5;23565.5;3735;55.440438979018516;56.215632865405496
2020-10-22;23560.5;23632.5;23425.5;23600.5;5444;56.55648870339007;56.61489942183704
2020-10-23;23602.5;23602.5;23467.5;23567.5;3216;55.15383981092755;56.48633515499084
2020-10-26;23532.5;23572.5;23367.5;23405.5;4028;48.760595595403124;56.26855313215477
2020-10-27;23402.5;23535.5;23247.5;23380.5;4576;47.83900641065921;55.55703244056389
2020-10-28;23382.5;23452.5;23072.5;23160.5;7920;40.571906384541485;54.08323442279472
2020-10-29;23162.5;23405.5;23152.5;23292.5;5047;45.88372031261963;53.24160519000007
2020-10-30;23297.5;23312.5;22885.5;23175.5;6725;42.2766987709996;52.05742768561788
2020-11-02;23105.5;23517.5;23102.5;23500.5;5444;53.26672054735871;51.85663935944759
2020-11-03;23497.5;23927.5;23492.5;23790.5;5703;60.49449132354256;52.147145939359405
2020-11-04;23792.5;24082.5;23507.5;23917.5;19145;63.1801483692088;52.72616126970223
2020-11-05;23912.5;24385.5;23870.5;24162.5;7810;67.7368142987446;53.63065273786905
2020-11-06;24135.5;24467.5;24087.5;24332.5;6051;70.46785209528592;54.65916694396678
2020-11-09;24575.5;25907.5;24547.5;25267.5;25023;80.33001034735085;56.28276656778934
2020-11-10;25270.5;25465.5;24842.5;25220.5;9115;78.90359935283641;57.95870659449061
2020-11-11;25207.5;25717.5;25160.5;25472.5;9173;80.86547676312348;59.69506288447157
2020-11-12;25470.5;25602.5;25232.5;25425.5;8991;79.3827147563955;61.42569680914785
2020-11-13;25447.5;25680.5;25222.5;25632.5;8209;81.03231879317366;63.73081989470289
2020-11-16;25720.5;26222.5;25680.5;26117.5;7768;84.2183908342929;66.32934735353388
2020-11-17;26112.5;26112.5;25867.5;25897.5;5380;77.83186854497269;68.9907732221361
2020-11-18;25892.5;25935.5;25565.5;25637.5;4571;70.98115360176962;70.78344702850396
2020-11-19;25642.5;25662.5;25412.5;25477.5;6408;67.06886644096409;72.55431614778713
2020-11-20;25472.5;25767.5;25432.5;25685.5;3937;69.42793458911362;73.70868857934104
2020-11-23;25720.5;26062.5;25712.5;25977.5;4052;72.41541124297194;74.5601828593003
2020-11-24;25975.5;26567.5;25962.5;26545.5;7150;77.10263256823646;75.5546460163737
2020-11-25;26542.5;26717.5;26187.5;26270.5;7359;70.8275398679271;75.77541212845816
2020-11-26;26265.5;26592.5;26255.5;26482.5;1938;72.6739001154667;75.9329869870425
2020-11-27;26495.5;26815.5;26417.5;26795.5;3479;75.1723579346761;75.56458324328001
2020-11-30;26857.5;26872.5;26307.5;26632.5;6894;71.5057595345195;75.03616611340023
2020-12-01;26630.5;26972.5;26630.5;26885.5;6505;73.65379221462659;74.52104578850758
2020-12-02;26882.5;26897.5;26690.5;26770.5;7348;71.03257296850197;73.92460708937233
2020-12-03;26772.5;26922.5;26695.5;26707.5;4568;69.57184564498064;73.10600186450141
2020-12-04;26710.5;26875.5;26652.5;26855.5;4418;71.0766039225885;72.16730279937966
2020-12-07;26880.5;26885.5;26322.5;26397.5;11960;61.01999137613604;70.96645443017704
2020-12-08;26392.5;26635.5;26317.5;26545.5;11939;62.849243756929695;70.3856037269742
2020-12-09;26572.5;26700.5;26565.5;26650.5;449;64.13516051646214;70.17605330379548
2020-12-10;26652.5;26822.5;26600.5;26725.5;3882;65.06532249665258;69.86443815433398
2020-12-11;26715.5;26797.5;26410.5;26582.5;4229;61.775550681502686;69.10444811422904
2020-12-14;26667.5;26837.5;26630.5;26635.5;4239;62.531695098655774;68.06366686640185
2020-12-15;26642.5;26825.5;26572.5;26790.5;3086;64.72914990311673;67.6280675832011
2020-12-16;26797.5;26842.5;26687.5;26752.5;2677;63.74214533222117;66.99008509868356
2020-12-17;26757.5;26837.5;26652.5;26735.5;2607;63.277290719503476;66.14043744045695
2020-12-18;26737.5;26857.5;26675.5;26805.5;3016;64.42765853614108;65.63485879771564
2020-12-21;26812.5;26867.5;26192.5;26547.5;6307;57.30268391650708;64.4669224907071
2020-12-22;26550.5;26620.5;26340.5;26555.5;3311;57.459780112229446;63.497437286687635
2020-12-23;26552.5;26727.5;26387.5;26642.5;3640;59.217124521215034;62.75781434927581
2020-12-24;26637.5;26720.5;26567.5;26632.5;1142;58.915855295578915;61.88918944734655
2020-12-28;26670.5;26957.5;26630.5;26930.5;2652;64.68221650605275;62.15077695662632
2020-12-29;26935.5;27712.5;26930.5;27610.5;7920;73.73965436701228;62.928663428775074
2020-12-30;27597.5;27627.5;27347.5;27495.5;4811;70.44915853905566;63.379663287531756
2020-12-31;27497.5;27587.5;27452.5;27525.5;1460;70.81502921894335;63.79035662483824
2021-01-04;27610.5;27620.5;27045.5;27130.5;8375;60.23955119038026;63.68064237547235
2021-01-05;27135.5;27277.5;26965.5;27095.5;6184;59.39316864910525;63.456461914790175
2021-01-06;27100.5;27482.5;26952.5;27392.5;10327;64.01373141605453;63.40536059428574
2021-01-07;27390.5;27740.5;27380.5;27715.5;4597;68.24558510137443;63.72703486351096
2021-01-08;27747.5;28352.5;27687.5;28350.5;6873;74.57554974379973;64.53405336524642
2021-01-11;28202.5;28270.5;27962.5;28072.5;6774;68.16878904941304;64.80127697333727
2021-01-12;28070.5;28295.5;27970.5;28160.5;4230;69.07448320333563;65.6421197795393
2021-01-13;28162.5;28522.5;28140.5;28455.5;5894;71.95522534374936;66.67750872464786
2021-01-14;28450.5;28992.5;28415.5;28887.5;8545;75.54741033589698;67.84395771141087
2021-01-15;28877.5;28895.5;28165.5;28307.5;6661;63.74245254058452;68.18871465748269
2021-01-18;28197.5;28447.5;28115.5;28435.5;2759;65.04074831657675;68.21432407252011
2021-01-19;28432.5;28837.5;28400.5;28835.5;6912;68.80048761284874;67.86152644722273
2021-01-20;28830.5;28830.5;28402.5;28735.5;7451;66.8644422794194;67.60547528582013
2021-01-21;28732.5;28855.5;28522.5;28585.5;5355;63.9571477180228;67.11562660718295
2021-01-22;28590.5;28697.5;28410.5;28630.5;4193;64.45644659694227;67.41683342193738
2021-01-25;28705.5;28860.5;28477.5;28710.5;5112;65.3747712570176;67.84409075107398
2021-01-26;28705.5;28770.5;28520.5;28697.5;4216;65.0805158589418;67.92028963985163
2021-01-27;28695.5;28750.5;27882.5;27900.5;7344;50.17091729695211;66.62924193953576
2021-01-28;27905.5;28532.5;27825.5;28310.5;7593;55.782889843617724;65.28690908952277
2021-01-29;28320.5;28345.5;27580.5;27715.5;12928;47.43381272702748;63.80583935220951
2021-02-01;27625.5;28327.5;27617.5;28245.5;8912;54.03348844334657;62.73148258363886
2021-02-02;28247.5;28517.5;28080.5;28470.5;5308;56.52871469805273;61.6295889660891
2021-02-03;28472.5;28727.5;28405.5;28557.5;3320;57.489629089094144;60.33974744846033
2021-02-04;28560.5;28682.5;28295.5;28652.5;4002;58.56664314948025;59.970046777667164
2021-02-05;28655.5;28902.5;28540.5;28795.5;4005;60.20117665216023;59.624363087351696
2021-02-08;28855.5;29537.5;28815.5;29515.5;7161;67.21427115682528;59.51106191192145
2021-02-09;29500.5;29587.5;29345.5;29380.5;3474;64.90485295359905;59.37109124579143
2021-02-10;29382.5;29565.5;29175.5;29337.5;6103;64.14880553385973;59.384781089779786
2021-02-11;29335.5;29642.5;29237.5;29640.5;2155;67.06051184582526;59.57078575041429
2021-02-12;29575.5;29647.5;29307.5;29647.5;3250;67.12693572301316;59.69594035512825
2021-02-15;29712.5;30287.5;29702.5;30187.5;4138;71.84387851537568;60.17903768773068
2021-02-16;30190.5;30717.5;30185.5;30327.5;8314;72.92843636139945;61.80457476376263
2021-02-17;30330.5;30442.5;30150.5;30350.5;6419;73.11167963754099;63.04234546332858
2021-02-18;30352.5;30572.5;29895.5;29982.5;8289;65.47515262766997;64.33101259908877
2021-02-19;29975.5;30322.5;29752.5;30175.5;6027;67.39842957109238;65.2856512510706
2021-02-22;30300.5;30457.5;29977.5;30002.5;6081;63.95900917282193;65.81638657069696
2021-02-23;29995.5;30142.5;29650.5;30000.5;6094;63.91839945678;66.27558445410311
2021-02-24;29997.5;30240.5;29620.5;30215.5;7583;66.38900145440206;66.83432433302609
2021-02-25;30210.5;30235.5;29502.5;29622.5;7426;55.16856826386258;66.47485230529055
2021-02-26;29615.5;29640.5;28982.5;29242.5;10909;49.406110685498014;65.2028408430529
2021-03-01;29600.5;30025.5;29480.5;29955.5;6292;58.22347787568503;64.72559976605903
2021-03-02;29952.5;30012.5;29315.5;29525.5;8148;52.30331463311589;63.87949327314876
2021-03-03;29527.5;29762.5;29180.5;29182.5;8500;48.101788130431764;62.52529872204922
2021-03-04;29180.5;29297.5;28710.5;28737.5;12314;43.24786251151617;60.819650635513725
2021-03-05;28735.5;29192.5;28302.5;29185.5;11069;48.84449696719407;59.176837667786465
2021-03-08;29325.5;29337.5;28565.5;28762.5;17159;44.39299843114248;57.13859210133954
2021-03-09;28765.5;29287.5;28612.5;29185.5;12128;49.36286160026099;55.44224795581954
2021-06-09;28857.5;28857.5;28835.5;28840.5;30;45.76985586879257;54.03472675875687
2021-06-10;28845.5;29137.5;28780.5;29005.5;4024;47.7294415371522;52.629799042046855
2021-06-11;29010.5;29075.5;28820.5;29047.5;2982;48.242125764190284;51.50716451285888
2021-06-14;29112.5;29302.5;29007.5;29295.5;2423;51.280772962652726;50.6044769061355
2021-06-15;29297.5;29477.5;29230.5;29332.5;5687;51.736035139943446;49.557836455102745
2021-06-16;29335.5;29420.5;29147.5;29272.5;3788;50.90530788373859;49.253317856522465
2021-06-17;29265.5;29270.5;28850.5;29225.5;3508;50.224982922363274;49.311808730584275
2021-06-18;29232.5;29232.5;28507.5;28527.5;3930;41.3801833521436;48.10871626461703
2021-06-21;28557.5;28745.5;27750.5;28720.5;8212;44.300986393058146;47.53712139032718
2021-06-22;28712.5;28890.5;28525.5;28842.5;3573;46.128269942075406;47.396155805444586
2021-06-23;28845.5;28992.5;28687.5;28802.5;2538;45.60005744274303;47.56416972910365
2021-06-24;28805.5;29165.5;28737.5;29055.5;2509;49.53616512503443;47.61357459752082
2021-06-25;29057.5;29147.5;28970.5;29030.5;2683;49.15766679958875;47.95390805240984
2021-06-28;29067.5;29105.5;28885.5;28912.5;3270;47.319811691232864;47.80797591605069
2021-06-29;28910.5;28945.5;28720.5;28857.5;1943;46.44813850383857;47.85642467569683
2021-06-30;28850.5;29020.5;28545.5;28840.5;4195;46.1650677042143;47.744683687629845
