time;open;high;low;close;Volume;RSI;RSI-based MA
2020-01-02;98.435;98.44;98.435;98.44;13657;54.442159211417646;61.597979564369176
2020-01-03;98.44;98.445;98.42;98.425;152692;41.70710312606397;59.94342218047065
2020-01-06;98.43;98.44;98.425;98.43;98522;46.22282258289034;58.38024173124346
2020-01-07;98.43;98.43;98.425;98.425;23984;42.66361248926137;56.56283198961419
2020-01-08;98.43;98.44;98.42;98.425;98238;42.66361248926137;54.745422247984926
2020-01-09;98.425;98.43;98.425;98.43;26259;47.364156428265716;53.76578392205456
2020-01-10;98.43;98.43;98.425;98.425;17354;43.52170509853374;52.511684786857636
2020-01-13;98.425;98.43;98.42;98.42;45526;40.02488459324704;50.71065723651009
2020-01-14;98.425;98.425;98.42;98.42;35495;40.02488459324704;49.39066489671848
2020-01-15;98.42;98.425;98.415;98.42;88935;40.02488459324704;48.070672556926866
2020-01-16;98.42;98.425;98.415;98.42;28992;40.02488459324704;47.19748642462052
2020-01-17;98.42;98.42;98.415;98.42;26690;40.02488459324704;45.97212435110918
2020-01-21;98.42;98.425;98.415;98.425;42457;46.277311115695134;44.887293090817664
2020-01-22;98.42;98.425;98.42;98.42;47275;41.60619959622795;43.32807893598947
2020-01-23;98.42;98.425;98.42;98.42;28490;41.60619959622795;42.41122467776164
2020-01-24;98.425;98.425;98.42;98.42;20343;41.60619959622795;42.40401728277335
2020-01-27;98.425;98.43;98.42;98.425;122722;48.143646082212406;42.54121896129636
2020-01-28;98.42;98.425;98.42;98.42;26946;42.96367312022826;42.56265186350828
2020-01-29;98.425;98.43;98.405;98.405;215123;31.8813434140598;41.79248978670817
2020-01-30;98.405;98.41;98.405;98.41;86300;37.654315882208316;41.09892974770407
2020-01-31;98.41;98.41;98.405;98.41;93700;37.654315882208316;40.679830517966536
2020-02-03;98.445;98.445;98.42;98.43;27117;55.248535894809;41.76723418236382
2020-02-04;98.43;98.43;98.42;98.42;8025;47.96062367134856;42.33407268794251
2020-02-05;98.425;98.43;98.415;98.415;17692;44.77993948415148;42.673719465864245
2020-02-06;98.42;98.425;98.415;98.42;30509;48.4608690110705;43.27628978142307
2020-02-07;98.425;98.425;98.42;98.425;13098;51.91289413318405;44.12543331999
2020-02-10;98.425;98.435;98.42;98.43;24760;55.148103218199246;44.75906132731172
2020-02-11;98.43;98.43;98.425;98.425;19503;51.42238014233438;45.460217080605034
2020-02-12;98.425;98.43;98.42;98.425;20294;51.42238014233438;46.16137283389835
2020-02-13;98.425;98.43;98.425;98.425;11317;51.42238014233438;46.86252858719167
2020-02-14;98.425;98.43;98.425;98.43;7196;55.202357526164164;47.366722261759655
2020-02-18;98.43;98.435;98.425;98.43;18538;55.202357526164164;48.240914005040786
2020-02-19;98.43;98.43;98.425;98.425;22119;50.632991741736944;49.58031745701773
2020-02-20;98.43;98.43;98.42;98.425;29151;50.632991741736944;50.50736573269835
2020-02-21;98.425;98.435;98.42;98.43;29496;54.957076853783654;51.743277230668006
2020-02-24;98.435;98.445;98.435;98.44;53579;62.10602667726559;52.233098000843476
2020-02-25;98.44;98.455;98.43;98.455;62544;69.83887030915986;53.79582990354426
2020-02-26;98.445;98.46;98.445;98.455;55998;69.83887030915986;55.585753533902
2020-02-27;98.455;98.525;98.455;98.48;180462;78.37052370704524;57.722157440757336
2020-02-28;98.525;98.655;98.52;98.635;261547;92.51237265559224;60.62212019235792
2020-03-02;98.835;99.01;98.82;98.91;337212;96.67104112270579;63.58804432839411
2020-03-03;98.875;99.255;98.855;99.21;439949;97.98550657519013;66.91398193074095
2020-03-04;99.225;99.29;99.185;99.22;226033;98.01366169579863;70.24193061313125
2020-03-05;99.21;99.37;99.185;99.335;241151;98.30674807727097;73.5908140370553
2020-03-06;99.355;99.565;99.345;99.49;229456;98.60542566273045;76.69103318966718
2020-03-09;99.58;99.79;99.565;99.695;153432;98.8854457119959;79.81125377436945
2020-03-10;99.73;99.74;99.55;99.59;205558;89.02534715806189;82.5535648755355
2020-03-11;99.565;99.76;99.565;99.705;186217;90.18024306715475;85.37836854163677
2020-03-12;99.74;99.87;99.73;99.84;269947;91.33324300277773;87.97666612370779
2020-03-13;99.85;99.87;99.805;99.84;129263;91.33324300277773;90.06432443267293
2020-03-16;99.93;99.935;99.87;99.895;162980;91.78879079888992;91.63217589622509
2020-03-17;99.895;99.9;99.87;99.88;97644;90.39330048330211;93.10034948009239
2020-03-18;99.885;99.895;99.87;99.88;67199;90.39330048330211;93.95911924982502
2020-03-19;99.88;99.885;99.845;99.86;114998;88.31700287320228;93.6594499796543
2020-03-20;99.855;99.895;99.85;99.89;47681;88.73498812326595;93.0925890511229
2020-03-23;99.89;99.91;99.88;99.89;50567;88.73498812326595;92.4318377331283
2020-03-24;99.895;99.9;99.885;99.895;43887;88.81235648884328;91.7746016469172
2020-03-25;99.89;99.91;99.885;99.9;41644;88.89449649017062;91.10229796212434
2020-03-26;99.91;99.92;99.905;99.91;34991;89.06738056719222;90.42100902672874
2020-03-27;99.92;99.93;99.915;99.925;29594;89.3355631754506;89.73887455983265
2020-03-30;99.9275;99.93;99.9225;99.9225;47263;88.94395096012376;89.73306054569422
2020-03-31;99.9275;99.93;99.925;99.9275;20031;89.0473616126911;89.65214044180394
2020-04-01;99.925;99.935;99.925;99.93;63128;89.10224702981742;89.4927835865925
2020-04-02;99.93;99.93;99.92;99.92;25687;87.21948083510662;89.19894343175883
2020-04-03;99.925;99.93;99.92;99.925;68769;87.36326049636708;88.88283412443579
2020-04-06;99.925;99.925;99.91;99.91;21731;84.29932923845948;88.44755046408987
2020-04-07;99.91;99.915;99.9;99.91;62801;84.29932923845948;88.01226680374397
2020-04-08;99.91;99.92;99.905;99.915;26363;84.50935272335656;87.7402917930407
2020-04-09;99.915;99.92;99.91;99.915;23116;84.50935272335656;87.43846069304718
2020-04-13;99.92;99.92;99.91;99.91;9602;83.21831790922074;87.04441282061536
2020-04-14;99.91;99.92;99.91;99.915;13070;83.48994087705694;86.66424027691635
2020-04-15;99.915;99.92;99.91;99.915;10800;83.48994087705694;86.27820059026536
2020-04-16;99.92;99.92;99.91;99.915;62199;83.48994087705694;85.87981204097
2020-04-17;99.92;99.925;99.915;99.92;28712;83.8170869794672;85.48563516982833
2020-04-20;99.92;99.925;99.92;99.92;21319;83.8170869794672;85.11943059978141
2020-04-21;99.925;99.925;99.92;99.92;75165;83.8170869794672;84.74583955455114
