time;open
2021-05-21 15:30:00 ;20.14
2021-05-24 15:30:00 ;19.89
2021-05-25 15:30:00 ;18.43
2021-05-26 15:30:00 ;18.65
2021-05-27 15:30:00 ;17.21
2021-05-28 15:30:00 ;16.64
2021-06-01 15:30:00 ;17.07
2021-06-02 15:30:00 ;17.96
2021-06-03 15:30:00 ;18.7
2021-06-04 15:30:00 ;16.93
2021-06-07 15:30:00 ;16.84
2021-06-08 15:30:00 ;16.37
2021-06-09 15:30:00 ;16.92
2021-06-10 15:30:00 ;16.79
2021-06-11 15:30:00 ;15.62
2021-06-14 15:30:00 ;16.15
2021-06-15 15:30:00 ;16.72
2021-06-16 15:30:00 ;16.57
2021-06-17 15:30:00 ;17.56
2021-06-18 15:30:00 ;20.1
2021-06-21 15:30:00 ;20.04
2021-06-22 15:30:00 ;17.72
2021-06-23 15:30:00 ;16.37
2021-06-24 15:30:00 ;15.58
2021-06-25 15:30:00 ;15.87
2021-06-28 15:30:00 ;16.1
2021-06-29 15:30:00 ;15.62
2021-06-30 15:30:00 ;16.66
2021-07-01 15:30:00 ;15.62
2021-07-02 15:30:00 ;14.77
2021-07-06 15:30:00 ;15.73
2021-07-07 15:30:00 ;16.33
2021-07-08 15:30:00 ;19.86
2021-07-09 15:30:00 ;17.48
2021-07-12 15:30:00 ;16.67
2021-07-13 15:30:00 ;16.47
2021-07-14 15:30:00 ;16.06
2021-07-15 15:30:00 ;17.21
2021-07-16 15:30:00 ;16.1
2021-07-19 15:30:00 ;21.34
2021-07-20 15:30:00 ;22.49
2021-07-21 15:30:00 ;18.9
2021-07-22 15:30:00 ;17.91
2021-07-23 15:30:00 ;16.33
2021-07-26 15:30:00 ;18.48
2021-07-27 15:30:00 ;18.94
2021-07-28 15:30:00 ;18.71
2021-07-29 15:30:00 ;17.51
2021-07-30 15:30:00 ;18.64
2021-08-02 15:30:00 ;18.46
2021-08-03 15:30:00 ;19.01
2021-08-04 15:30:00 ;18.77
2021-08-05 15:30:00 ;17.63
2021-08-06 15:30:00 ;16.76
2021-08-09 15:30:00 ;16.91
2021-08-10 15:30:00 ;16.65
2021-08-11 15:30:00 ;16.32
2021-08-12 15:30:00 ;16.21
2021-08-13 15:30:00 ;15.44
2021-08-16 15:30:00 ;17.08
2021-08-17 15:30:00 ;17.56
2021-08-18 15:30:00 ;18.45
2021-08-19 15:30:00 ;22.97
2021-08-20 15:30:00 ;21.55
2021-08-23 15:30:00 ;18.12
2021-08-24 15:30:00 ;17.17
2021-08-25 15:30:00 ;17.28
2021-08-26 15:30:00 ;17.39
2021-08-27 15:30:00 ;17.81
2021-08-30 15:30:00 ;16.39
2021-08-31 15:30:00 ;16.53
2021-09-01 15:30:00 ;16.34
2021-09-02 15:30:00 ;15.79
2021-09-03 15:30:00 ;16.19
2021-09-07 15:30:00 ;17.38
2021-09-08 15:30:00 ;18.92
2021-09-09 15:30:00 ;18.17
2021-09-10 15:30:00 ;17.06
2021-09-13 15:30:00 ;18.96
2021-09-14 15:30:00 ;18.61
2021-09-15 15:30:00 ;19.71
2021-09-16 15:30:00 ;18.9
2021-09-17 15:30:00 ;19.1
2021-09-20 15:30:00 ;25.63
2021-09-21 15:30:00 ;21.71
2021-09-22 15:30:00 ;22.67
2021-09-23 15:30:00 ;19.68
2021-09-24 15:30:00 ;19.98
2021-09-27 15:30:00 ;18.91
2021-09-28 15:30:00 ;20.38
2021-09-29 15:30:00 ;22.73
2021-09-30 15:30:00 ;21.51
2021-10-01 15:30:00 ;22.16
2021-10-04 15:30:00 ;22.26
2021-10-05 15:30:00 ;22.32
2021-10-06 15:30:00 ;22.16
2021-10-07 15:30:00 ;20.11
2021-10-08 15:30:00 ;18.97
2021-10-11 15:30:00 ;19.71
2021-10-12 15:30:00 ;19.58
2021-10-13 15:30:00 ;18.92
2021-10-14 15:30:00 ;17.48
2021-10-15 15:30:00 ;16.5
2021-10-18 15:30:00 ;17.7
2021-10-19 15:30:00 ;16.21
2021-10-20 15:30:00 ;15.36
2021-10-21 15:30:00 ;15.82
2021-10-22 15:30:00 ;15.18
2021-10-25 15:30:00 ;15.75
2021-10-26 15:30:00 ;15.06
2021-10-27 15:30:00 ;15.96
2021-10-28 15:30:00 ;16.53
2021-10-29 15:30:00 ;17.61
2021-11-08 15:30:00 ;16.63
2021-11-09 15:30:00 ;17.38
2021-11-10 15:30:00 ;18.27
2021-11-11 15:30:00 ;17.89
2021-11-12 15:30:00 ;17.07
2021-11-15 15:30:00 ;16.81
2021-11-16 15:30:00 ;17.02
2021-11-17 15:30:00 ;16.57
2021-11-18 15:30:00 ;17.08
2021-11-19 15:30:00 ;18.23
2021-11-22 15:30:00 ;17.81
2021-11-23 15:30:00 ;19.59
2021-11-24 15:30:00 ;20.35
2021-11-26 15:30:00 ;25.1
2021-11-29 15:30:00 ;24.1
2021-11-30 15:30:00 ;25.23
2021-12-01 15:30:00 ;24.22
2021-12-02 15:30:00 ;29.85
2021-12-03 15:30:00 ;26.32
2021-12-06 15:30:00 ;28.5
2021-12-07 15:30:00 ;23.85
2021-12-08 15:30:00 ;22.42
2021-12-09 15:30:00 ;20.54
2021-12-10 15:30:00 ;19.56
2021-12-13 15:30:00 ;19.72
2021-12-14 15:30:00 ;22.04
2021-12-15 15:30:00 ;22.14
2021-12-16 15:30:00 ;18.75
2021-12-17 15:30:00 ;22.16
2021-12-20 15:30:00 ;25.87
2021-12-21 15:30:00 ;21.89
2021-12-22 15:30:00 ;20.68
2021-12-23 15:30:00 ;18.58
2021-12-27 15:30:00 ;18.64
2021-12-28 15:30:00 ;18.01
2021-12-29 15:30:00 ;17.66
2021-12-30 15:30:00 ;17.12
2021-12-31 15:30:00 ;17.65
2022-01-03 15:30:00 ;17.75
2022-01-04 15:30:00 ;16.6
2022-01-05 15:30:00 ;17.17
2022-01-06 15:30:00 ;20.23
2022-01-07 15:30:00 ;19.79
2022-01-10 15:30:00 ;21.07
2022-01-11 15:30:00 ;19.93
2022-01-12 15:30:00 ;17.7
2022-01-13 15:30:00 ;17.75
2022-01-14 15:30:00 ;21.37
2022-01-18 15:30:00 ;21.88
2022-01-19 15:30:00 ;22.43
2022-01-20 15:30:00 ;22.9
2022-01-21 15:30:00 ;27.03
2022-01-24 15:30:00 ;33.85
2022-01-25 15:30:00 ;33.01
2022-01-26 15:30:00 ;29.06
2022-01-27 15:30:00 ;28.74
2022-01-28 15:30:00 ;30.14
2022-01-31 15:30:00 ;28.47
2022-02-01 15:30:00 ;24.24
2022-02-02 15:30:00 ;21.83
2022-02-03 15:30:00 ;23.77
2022-02-04 15:30:00 ;25.12
2022-02-07 15:30:00 ;23.7
2022-02-08 15:30:00 ;22.74
2022-02-09 15:30:00 ;20.47
2022-02-10 15:30:00 ;21.94
2022-02-11 15:30:00 ;23.77
2022-02-14 15:30:00 ;29.16
2022-02-15 15:30:00 ;26.52
2022-02-16 15:30:00 ;26.29
2022-02-17 15:30:00 ;25.97
2022-02-18 15:30:00 ;27.8
2022-02-22 15:30:00 ;29.71
2022-02-23 15:30:00 ;28.19
2022-02-24 15:30:00 ;36.72
2022-02-25 15:30:00 ;29.44
2022-02-28 15:30:00 ;31.38
2022-03-01 15:30:00 ;30.78
2022-03-02 15:30:00 ;33.47
2022-03-03 15:30:00 ;29.62
2022-03-04 15:30:00 ;33.06
2022-03-07 15:30:00 ;32.83
2022-03-08 15:30:00 ;35.53
2022-03-09 15:30:00 ;32.52
2022-03-10 15:30:00 ;33.03
2022-03-11 15:30:00 ;29.38
2022-03-28 15:30:00 ;21.96
2022-03-29 15:30:00 ;18.79
2022-03-30 15:30:00 ;19.12
2022-03-31 15:30:00 ;20.1
2022-04-01 15:30:00 ;20.25
2022-04-04 15:30:00 ;20.33
2022-04-05 15:30:00 ;19.24
2022-04-06 15:30:00 ;22.7
2022-04-07 15:30:00 ;22.37
2022-04-08 15:30:00 ;21.82
2022-04-11 15:30:00 ;22.72
2022-04-12 15:30:00 ;23.31
2022-04-13 15:30:00 ;24.12
2022-04-14 15:30:00 ;21.29
2022-04-18 15:30:00 ;23.67
2022-04-19 15:30:00 ;22.5
2022-04-20 15:30:00 ;20.1
2022-04-21 15:30:00 ;19.92
2022-04-22 15:30:00 ;23.45
2022-04-25 15:30:00 ;29.66
2022-04-26 15:30:00 ;28.1
2022-04-27 15:30:00 ;31.53
2022-04-28 15:30:00 ;29.84
2022-04-29 15:30:00 ;29.79
2022-05-02 15:30:00 ;34.08
2022-05-03 15:30:00 ;31.92
2022-05-04 15:30:00 ;29.08
2022-05-05 15:30:00 ;26.48
2022-05-06 15:30:00 ;32.96
2022-05-09 15:30:00 ;33.1
2022-05-10 15:30:00 ;32.36
2022-05-11 15:30:00 ;32.88
2022-05-12 15:30:00 ;34.06
2022-05-13 15:30:00 ;30.39
2022-05-16 15:30:00 ;29.31
2022-05-17 15:30:00 ;26.62
2022-05-18 15:30:00 ;27.49
2022-05-19 15:30:00 ;31.79
2022-05-20 15:30:00 ;28.7
2022-05-23 15:30:00 ;29.26
2022-05-24 15:30:00 ;29.28
2022-05-25 15:30:00 ;29.91
2022-05-26 15:30:00 ;28.22
2022-05-27 15:30:00 ;26.76
2022-05-30 15:30:00 ;26.76
2022-05-31 15:30:00 ;27.71
2022-06-01 15:30:00 ;25.74
2022-06-02 15:30:00 ;26.17
2022-06-03 15:30:00 ;25.65
2022-06-06 15:30:00 ;25.02
2022-06-07 15:30:00 ;25.92
2022-06-08 15:30:00 ;24.71
2022-06-09 15:30:00 ;24.76
2022-06-10 15:30:00 ;27.53
2022-06-13 15:30:00 ;32.59
2022-06-14 15:30:00 ;33.45
2022-06-15 15:30:00 ;30.79
2022-06-16 15:30:00 ;31.8
2022-06-17 15:30:00 ;32.45
2022-06-21 15:30:00 ;30.3
2022-06-22 15:30:00 ;30.4
2022-06-23 15:30:00 ;29.17
2022-06-24 15:30:00 ;28.74
2022-06-27 15:30:00 ;28.13
2022-06-28 15:30:00 ;26.86
2022-06-29 15:30:00 ;28.93
2022-06-30 15:30:00 ;29.28
2022-07-01 15:30:00 ;28.37
2022-07-05 15:30:00 ;29.45
2022-07-06 15:30:00 ;27.73
2022-07-07 15:30:00 ;26.4
2022-07-08 15:30:00 ;26.12
2022-07-11 15:30:00 ;26.36
2022-07-12 15:30:00 ;26.67
2022-07-13 15:30:00 ;28.53
2022-07-14 15:30:00 ;27.76
2022-07-15 15:30:00 ;25.15
2022-07-18 15:30:00 ;24.82
2022-07-19 15:30:00 ;24.52
2022-07-20 15:30:00 ;24.47
2022-07-21 15:30:00 ;24.08
2022-07-22 15:30:00 ;22.79
2022-07-25 15:30:00 ;23.93
2022-07-26 15:30:00 ;24.11
2022-07-27 15:30:00 ;24.14
2022-07-28 15:30:00 ;22.71
2022-07-29 15:30:00 ;21.9
2022-08-01 15:30:00 ;22.88
2022-08-02 15:30:00 ;23.95
2022-08-03 15:30:00 ;23.03
2022-08-04 15:30:00 ;22.32
2022-08-05 15:30:00 ;22.47
2022-08-08 15:30:00 ;21.56
2022-08-09 15:30:00 ;21.94
2022-08-10 15:30:00 ;20.36
2022-08-11 15:30:00 ;19.75
2022-08-12 15:30:00 ;19.91
2022-08-15 15:30:00 ;20.93
2022-08-16 15:30:00 ;20.01
2022-08-17 15:30:00 ;19.94
2022-08-18 15:30:00 ;20.11
2022-08-19 15:30:00 ;20.25
2022-08-22 15:30:00 ;23.17
2022-08-23 15:30:00 ;23.81
2022-08-24 15:30:00 ;23.92
2022-08-25 15:30:00 ;22.97
2022-08-26 15:30:00 ;21.89
2022-08-29 15:30:00 ;27.13
2022-08-30 15:30:00 ;25.72
2022-08-31 15:30:00 ;25.99
2022-09-01 15:30:00 ;26.57
2022-09-02 15:30:00 ;23.87
2022-09-06 15:30:00 ;25.77
2022-09-07 15:30:00 ;26.72
2022-09-08 15:30:00 ;25.9
2022-09-09 15:30:00 ;23.08
2022-09-12 15:30:00 ;23.28
2022-09-13 15:30:00 ;24.53
2022-09-14 15:30:00 ;27
2022-09-15 15:30:00 ;26.47
2022-09-16 15:30:00 ;27.7
2022-09-19 15:30:00 ;27.7
2022-09-20 15:30:00 ;26.66
2022-09-21 15:30:00 ;26.7
2022-09-22 15:30:00 ;27.61
2022-09-23 15:30:00 ;28.51
2022-09-26 15:30:00 ;31.83
2022-09-27 15:30:00 ;31.2
2022-09-28 15:30:00 ;33.24
2022-09-29 15:30:00 ;31.57
2022-09-30 15:30:00 ;31.77
2022-10-03 15:30:00 ;31.17
2022-10-04 15:30:00 ;28.9
2022-10-05 15:30:00 ;29.57
2022-10-06 15:30:00 ;29.09
2022-10-07 15:30:00 ;30.53
2022-10-10 15:30:00 ;32.47
2022-10-11 15:30:00 ;33.46
2022-10-12 15:30:00 ;34.31
2022-10-13 15:30:00 ;33.51
2022-10-14 15:30:00 ;31.47
2022-10-17 15:30:00 ;31.43
2022-10-18 15:30:00 ;30.73
2022-10-19 15:30:00 ;31.43
2022-10-20 15:30:00 ;30.81
2022-10-21 15:30:00 ;30.13
2022-10-24 15:30:00 ;30.31
2022-10-25 15:30:00 ;29.68
2022-10-26 15:30:00 ;28.41
2022-10-27 15:30:00 ;27.36
2022-10-28 15:30:00 ;26.9
2022-11-07 15:30:00 ;25.31
2022-11-08 15:30:00 ;24.5
2022-11-09 15:30:00 ;25.57
2022-11-10 15:30:00 ;23.47
2022-11-11 15:30:00 ;23.76
2022-11-14 15:30:00 ;23.93
2022-11-15 15:30:00 ;23.43
2022-11-16 15:30:00 ;24.72
2022-11-17 15:30:00 ;24.86
2022-11-18 15:30:00 ;23.38
2022-11-21 15:30:00 ;23.73
2022-11-22 15:30:00 ;22.17
2022-11-23 15:30:00 ;21.65
2022-11-25 15:30:00 ;20.89
2022-11-28 15:30:00 ;22.01
2022-11-29 15:30:00 ;22.27
2022-11-30 15:30:00 ;22.06
2022-12-01 15:30:00 ;20.68
2022-12-02 15:30:00 ;20.44
2022-12-05 15:30:00 ;20.26
2022-12-06 15:30:00 ;20.51
2022-12-07 15:30:00 ;22.71
2022-12-08 15:30:00 ;22.84
2022-12-09 15:30:00 ;22.79
2022-12-12 15:30:00 ;24.24
2022-12-13 15:30:00 ;21.59
2022-12-14 15:30:00 ;22.79
2022-12-15 15:30:00 ;21.56
2022-12-16 15:30:00 ;23.28
2022-12-19 15:30:00 ;22.79
2022-12-20 15:30:00 ;22.55
2022-12-21 15:30:00 ;20.43
2022-12-22 15:30:00 ;20.56
2022-12-23 15:30:00 ;21.82
2022-12-27 15:30:00 ;22.3
2022-12-28 15:30:00 ;21.86
2022-12-29 15:30:00 ;21.93
2022-12-30 15:30:00 ;22.19
2023-01-03 15:30:00 ;23.15
2023-01-04 15:30:00 ;23.13
2023-01-05 15:30:00 ;22.51
2023-01-06 15:30:00 ;22.03
2023-01-09 15:30:00 ;21.72
2023-01-10 15:30:00 ;22.14
2023-01-11 15:30:00 ;20.75
2023-01-12 15:30:00 ;20.06
2023-01-13 15:30:00 ;19.1
2023-01-17 15:30:00 ;19.85
2023-01-18 15:30:00 ;19.02
2023-01-19 15:30:00 ;21.16
2023-01-20 15:30:00 ;20.52
2023-01-23 15:30:00 ;20.18
2023-01-24 15:30:00 ;20.2
2023-01-25 15:30:00 ;20.17
2023-01-26 15:30:00 ;19.02
2023-01-27 15:30:00 ;18.75
2023-01-30 15:30:00 ;19.65
2023-01-31 15:30:00 ;20.08
2023-02-01 15:30:00 ;19.63
2023-02-02 15:30:00 ;17.44
2023-02-03 15:30:00 ;18.52
2023-02-06 15:30:00 ;19.44
2023-02-07 15:30:00 ;19.92
2023-02-08 15:30:00 ;18.89
2023-02-09 15:30:00 ;19.25
2023-02-10 15:30:00 ;21.26
2023-02-13 15:30:00 ;21.39
2023-02-14 15:30:00 ;19.99
2023-02-15 15:30:00 ;18.72
2023-02-16 15:30:00 ;19.48
2023-02-17 15:30:00 ;20.88
2023-02-21 15:30:00 ;22.32
2023-02-22 15:30:00 ;23.29
2023-02-23 15:30:00 ;21.55
2023-02-24 15:30:00 ;22.27
2023-02-27 15:30:00 ;21.39
2023-02-28 15:30:00 ;21.12
2023-03-01 15:30:00 ;20.73
2023-03-02 15:30:00 ;21.02
2023-03-03 15:30:00 ;19.42
2023-03-06 15:30:00 ;18.89
2023-03-07 15:30:00 ;18.84
2023-03-08 15:30:00 ;19.75
2023-03-09 15:30:00 ;19.21
2023-03-10 15:30:00 ;22.71
2023-03-27 15:30:00 ;21.36
2023-03-28 15:30:00 ;20.96
2023-03-29 15:30:00 ;19.22
2023-03-30 15:30:00 ;19.01
2023-03-31 15:30:00 ;18.93
2023-04-03 15:30:00 ;19.58
2023-04-04 15:30:00 ;18.91
2023-04-05 15:30:00 ;19.69
2023-04-06 15:30:00 ;19.7
2023-04-10 15:30:00 ;19.92
2023-04-11 15:30:00 ;19.15
2023-04-12 15:30:00 ;18.6
2023-04-13 15:30:00 ;18.57
2023-04-14 15:30:00 ;17.89
2023-04-17 15:30:00 ;17.72
2023-04-18 15:30:00 ;16.99
2023-04-19 15:30:00 ;16.82
2023-04-20 15:30:00 ;17.36
2023-04-21 15:30:00 ;17.3
2023-04-24 15:30:00 ;17.34
2023-04-25 15:30:00 ;17.64
2023-04-26 15:30:00 ;18.87
2023-04-27 15:30:00 ;17.98
2023-04-28 15:30:00 ;16.76
2023-05-01 15:30:00 ;16.31
2023-05-02 15:30:00 ;16.72
2023-05-03 15:30:00 ;17.92
2023-05-04 15:30:00 ;19.25
2023-05-05 15:30:00 ;18.31
2023-05-08 15:30:00 ;17.63
2023-05-09 15:30:00 ;17.76
2023-05-10 15:30:00 ;16.53
2023-05-11 15:30:00 ;17.7
2023-05-12 15:30:00 ;16.62
2023-05-15 15:30:00 ;17.72
2023-05-16 15:30:00 ;17.59
2023-05-17 15:30:00 ;17.28
2023-05-18 15:30:00 ;16.96
2023-05-19 15:30:00 ;16.07
2023-05-22 15:30:00 ;17.09
2023-05-23 15:30:00 ;18.1
2023-05-24 15:30:00 ;19.89
2023-05-25 15:30:00 ;19.17
2023-05-26 15:30:00 ;18.74
2023-05-30 15:30:00 ;17.12
2023-05-31 15:30:00 ;17.98
2023-06-01 15:30:00 ;17.4
2023-06-02 15:30:00 ;15.13
2023-06-05 15:30:00 ;15.14
2023-06-06 15:30:00 ;14.91
2023-06-07 15:30:00 ;13.9
2023-06-08 15:30:00 ;14.08
2023-06-09 15:30:00 ;13.67
2023-06-12 15:30:00 ;14.68
2023-06-13 15:30:00 ;14.61
2023-06-14 15:30:00 ;14.73
2023-06-15 15:30:00 ;14.04
2023-06-16 15:30:00 ;14.47
2023-06-20 15:30:00 ;14.45
2023-06-21 15:30:00 ;13.62
2023-06-22 15:30:00 ;13.8
2023-06-23 15:30:00 ;13.72
2023-06-26 15:30:00 ;14.18
2023-06-27 15:30:00 ;14.15
2023-06-28 15:30:00 ;13.83
2023-06-29 15:30:00 ;13.65
2023-06-30 15:30:00 ;13.37
2023-07-03 15:30:00 ;13.84
2023-07-05 15:30:00 ;14.41
2023-07-06 15:30:00 ;15.47
2023-07-07 15:30:00 ;15.49
2023-07-10 15:30:00 ;15.34
2023-07-11 15:30:00 ;14.89
2023-07-12 15:30:00 ;14.05
2023-07-13 15:30:00 ;13.41
2023-07-14 15:30:00 ;13.7
2023-07-17 15:30:00 ;13.86
2023-07-18 15:30:00 ;13.66
2023-07-19 15:30:00 ;13.18
2023-07-20 15:30:00 ;14.02
2023-07-21 15:30:00 ;13.84
2023-07-24 15:30:00 ;14.12
2023-07-25 15:30:00 ;14.03
2023-07-26 15:30:00 ;14.11
2023-07-27 15:30:00 ;12.93
2023-07-28 15:30:00 ;13.47
2023-07-31 15:30:00 ;13.96
2023-08-01 15:30:00 ;14.15
2023-08-02 15:30:00 ;15.4
2023-08-03 15:30:00 ;16.93
2023-08-04 15:30:00 ;15.32
2023-08-07 15:30:00 ;16.54
2023-08-08 15:30:00 ;16.77
2023-08-09 15:30:00 ;15.9
2023-08-10 15:30:00 ;15.15
2023-08-11 15:30:00 ;16.36
2023-08-14 15:30:00 ;15.92
2023-08-15 15:30:00 ;15.36
2023-08-16 15:30:00 ;16.26
2023-08-17 15:30:00 ;16.5
2023-08-18 15:30:00 ;18.73
2023-08-21 15:30:00 ;17.84
2023-08-22 15:30:00 ;16.9
2023-08-23 15:30:00 ;16.82
2023-08-24 15:30:00 ;15.72
2023-08-25 15:30:00 ;16.75
2023-08-28 15:30:00 ;15.89
2023-08-29 15:30:00 ;15.13
2023-08-30 15:30:00 ;14.33
2023-08-31 15:30:00 ;13.89
2023-09-01 15:30:00 ;13.29
2023-09-05 15:30:00 ;14.19
2023-09-06 15:30:00 ;14.27
2023-09-07 15:30:00 ;15.47
2023-09-08 15:30:00 ;14.39
2023-09-11 15:30:00 ;14.08
2023-09-12 15:30:00 ;14.22
2023-09-13 15:30:00 ;13.86
2023-09-14 15:30:00 ;13.29
2023-09-15 15:30:00 ;13.07
2023-09-18 15:30:00 ;14.55
2023-09-19 15:30:00 ;14.28
2023-09-20 15:30:00 ;14.07
2023-09-21 15:30:00 ;16.09
2023-09-22 15:30:00 ;17.06
2023-09-25 15:30:00 ;18.06
2023-09-26 15:30:00 ;17.72
2023-09-27 15:30:00 ;18.28
2023-09-28 15:30:00 ;18.73
2023-09-29 15:30:00 ;16.34
2023-10-02 15:30:00 ;18.29
2023-10-03 15:30:00 ;18.65
2023-10-04 15:30:00 ;19.51
2023-10-05 15:30:00 ;18.47
2023-10-06 15:30:00 ;19.12
2023-10-09 15:30:00 ;18.69
2023-10-10 15:30:00 ;17.5
2023-10-11 15:30:00 ;16.52
2023-10-12 15:30:00 ;15.91
2023-10-13 15:30:00 ;16.75
2023-10-16 15:30:00 ;18.52
2023-10-17 15:30:00 ;18.16
2023-10-18 15:30:00 ;18.47
2023-10-19 15:30:00 ;19.1
2023-10-20 15:30:00 ;20.99
2023-10-23 15:30:00 ;21.88
2023-10-24 15:30:00 ;19.65
2023-10-25 15:30:00 ;19.26
2023-10-26 15:30:00 ;20.87
2023-10-27 15:30:00 ;20.17
2023-11-06 15:30:00 ;15.31
2023-11-07 15:30:00 ;14.98
2023-11-08 15:30:00 ;14.63
2023-11-09 15:30:00 ;14.42
2023-11-10 15:30:00 ;14.94
2023-11-13 15:30:00 ;15.05
2023-11-14 15:30:00 ;13.98
2023-11-15 15:30:00 ;14.07
2023-11-16 15:30:00 ;14
2023-11-17 15:30:00 ;14.11
2023-11-20 15:30:00 ;14.08
2023-11-21 15:30:00 ;13.68
2023-11-22 15:30:00 ;12.88
2023-11-24 15:30:00 ;13.12
2023-11-27 15:30:00 ;12.98
2023-11-28 15:30:00 ;12.86
2023-11-29 15:30:00 ;12.56
