time;open;high;low;close;RSI;RSI-based MA;Plot;Williams VIX Fix;IV Rank;IV Percentile
2025-02-24 15:30:00 ;6026.69;6043.65;6026.69;6034.79;;;;;;0
2025-02-24 15:35:00 ;6034.29;6035.26;6023.8;6024.98;;;;;;0
2025-02-24 15:40:00 ;6024.97;6028.5;6019.88;6023.4;;;;;;0
2025-02-24 15:45:00 ;6023.71;6025.94;6017.02;6018.33;;;;;;0
2025-02-24 15:50:00 ;6018.54;6019.08;6006.63;6008.66;;;;;;0
2025-02-24 15:55:00 ;6007.86;6008.36;5999.65;5999.99;;;;;;0
2025-02-24 16:00:00 ;5999.72;6004.16;5984.05;5986.53;;;;;;0
2025-02-24 16:05:00 ;5986.57;5995.46;5977.83;5993.18;;;;;;0
2025-02-24 16:10:00 ;5992.72;6004.14;5992.07;6003.21;;;;;;0
2025-02-24 16:15:00 ;6003.18;6006.88;5994.73;5996.3;;;;;;0
2025-02-24 16:20:00 ;5996.63;6004.74;5996.63;6004.07;;;;;;0
2025-02-24 16:25:00 ;6004.17;6004.19;5991.32;5992.24;;;;;;0
2025-02-24 16:30:00 ;5992.22;5997.03;5990.28;5991.51;;;;;;0
2025-02-24 16:35:00 ;5991.63;5995.03;5987.72;5992.3;;;;;;0
2025-02-24 16:40:00 ;5992.43;5995.93;5988.64;5989.71;26.412724989535292;;0.18448158177061;;;0
2025-02-24 16:45:00 ;5989.56;5993;5986.25;5992.91;28.974111943313332;;0.17896689363451607;;;0
2025-02-24 16:50:00 ;5992.85;5995.2;5984.8;5986.06;26.82188967525765;;0.18114313531522086;;;0
2025-02-24 16:55:00 ;5985.7;5991.82;5981.24;5990.2;30.19668536349981;;0.18318991027126577;;;0
2025-02-24 17:00:00 ;5990.33;5994.19;5988.35;5993.31;32.70729400289609;;0.1753773783423537;;;0
2025-02-24 17:05:00 ;5993.83;5999.89;5993.26;5995.07;34.15070843193631;;0.17256831452382457;;;0
2025-02-24 17:10:00 ;5994.97;5998.45;5993.64;5997.6;36.26702097216966;;0.15435869779765685;;;0
2025-02-24 17:15:00 ;5997.65;6002.9;5997.28;6002.74;40.454070142641946;;0.14001653171907244;0.6215626392964828;;0
2025-02-24 17:20:00 ;6002.69;6006.42;6002.4;6006.18;43.14612508252606;;0.1304146625035713;0.37477302829220893;;0
2025-02-24 17:25:00 ;6006.05;6017.06;6005.74;6014.92;49.404754258420176;;0.12942043532649622;0.2931898927515997;;0
2025-02-24 17:30:00 ;6014.95;6019.37;6014.95;6016.38;50.38726748257378;;0.12465109473543846;0.0561617591591041;;0
2025-02-24 17:35:00 ;6016.46;6018.44;6008.55;6008.92;45.522870715247926;;0.1210818066884919;0.13014470495547034;;0.3968253968253968
2025-02-24 17:40:00 ;6008.82;6021.59;6008.8;6016.56;50.76514850831936;;0.12823927389578052;0.12897735583124273;;0.3968253968253968
2025-02-24 17:45:00 ;6016.63;6021.58;6016.37;6019.33;52.548064348754394;39.12562399407799;0.12570987112370383;0.04917490817084354;;0
2025-02-24 17:50:00 ;6019.32;6020.52;6015.84;6018.62;52.027998194720844;40.95528636587695;0.12257368481027132;0.05797987483656457;;0.7936507936507936
2025-02-24 17:55:00 ;6018.65;6018.65;6012.63;6013.29;48.173534798169584;42.3266737126524;0.12166866051654888;0.11130806917048605;;1.1904761904761905
2025-02-24 18:00:00 ;6013.33;6020.54;6012.59;6020.42;53.17140467050934;44.208781926598945;0.11871642932116282;0.1300573714126245;;1.984126984126984
2025-02-24 18:05:00 ;6020.43;6021.85;6014.65;6018.23;51.5277381730443;45.73242855585213;0.11463421622975145;0.09584048953396003;;1.1904761904761905
2025-02-24 18:10:00 ;6018.2;6021.74;6016.57;6018.06;51.394923736115985;47.06725925108212;0.11380657947596172;0.06394902681208893;;1.1904761904761905
2025-02-24 18:15:00 ;6018.03;6027.31;6018.03;6026.92;57.53785454409666;48.737769687665;0.11691937748028501;0.14750486152131315;;3.571428571428571
2025-02-24 18:20:00 ;6027.04;6029.41;6026.1;6027;57.58997443253603;50.26083779197688;0.11511135367060008;0.014932802389242347;;0
2025-02-24 18:25:00 ;6027.08;6029.05;6024.03;6025;55.74770465997223;51.35324025750048;0.11436761831350777;0.04927824788452388;;0.7936507936507936
2025-02-24 18:30:00 ;6025.06;6025.06;6020.75;6022.51;53.4549969847742;52.089588250518204;0.1146937506285156;0.10370001659200266;;2.7777777777777777
2025-02-24 18:35:00 ;6022.49;6027.52;6021.4;6027.11;56.97531997120576;52.6303429442886;0.10848990922378836;0.09473860606493058;;2.380952380952381
2025-02-24 18:40:00 ;6027.15;6029.62;6026.56;6028.89;58.28993082250895;53.194818897141104;0.1068319024478723;0.03864724683979849;;0.3968253968253968
2025-02-24 18:45:00 ;6028.82;6031.45;6026.57;6028.84;58.23610303185175;54.10290691975566;0.100871832910208;0.03848137882762197;;0.3968253968253968
2025-02-24 18:50:00 ;6028.74;6028.74;6022.64;6023.57;52.711009403429046;54.24189698369207;0.0930138894184941;0.10366750761748844;;3.968253968253968
2025-02-24 18:55:00 ;6023.62;6027.36;6020.23;6020.7;49.932653079098884;54.055081893002395;0.09528346156502913;0.14364169855480466;;6.349206349206349
2025-02-24 19:00:00 ;6020.75;6022.05;6019.87;6021.33;50.54883152760653;53.949427131065654;0.09231623994582668;0.1496129469935666;;7.142857142857142
2025-02-24 19:05:00 ;6021.34;6024.04;6020.18;6024.04;53.21607118990801;54.30960830190412;0.08975070492120642;0.14447103861573252;;6.746031746031746
2025-02-24 19:10:00 ;6023.97;6025.38;6021.34;6023.57;52.685323171417366;54.27488819482612;0.08509766682026633;0.12523034920192908;;5.158730158730158
2025-02-24 19:15:00 ;6023.54;6030.68;6023.17;6028.89;57.81407417915501;54.72391219526259;0.08546080318169494;0.09487650297152966;;3.571428571428571
2025-02-24 19:20:00 ;6028.85;6029.16;6024.66;6026.64;55.09403065871942;54.9881341183057;0.08465615667012602;0.07016216915552403;;3.1746031746031744
2025-02-24 19:25:00 ;6026.66;6030.35;6026.66;6028.09;56.513945981759946;54.9149977924245;0.07803883451387243;0.036988566717927725;;0.3968253968253968
2025-02-24 19:30:00 ;6028.12;6028.55;6025.02;6027.33;55.52297402569596;54.76735490622165;0.07829875744253316;0.06419092071674705;;3.571428571428571
2025-02-24 19:35:00 ;6027.25;6028.55;6025.08;6027.57;55.78663245441312;54.77013546296742;0.07646156056109459;0.0631957126436276;;3.1746031746031744
2025-02-24 19:40:00 ;6027.52;6029.59;6026.59;6028.05;56.344028972395755;54.97649489065468;0.0749069913584475;0.03814964280323877;;0.7936507936507936
2025-02-24 19:45:00 ;6027.98;6029.59;6023.22;6024.35;51.006042650539094;54.550117939178485;0.07519655469826166;0.09404716291058673;;5.158730158730158
2025-02-24 19:50:00 ;6024.37;6024.88;6021.34;6024.42;51.100430391917634;54.036582194136244;0.07576733502975187;0.12523034920192908;;7.936507936507936
2025-02-24 19:55:00 ;6024.45;6025.26;6017.88;6020.07;45.26454048629407;53.1100420123107;0.07873575140661075;0.18262068141897128;;11.507936507936508
2025-02-24 20:00:00 ;6020.13;6027.21;6019.78;6027.19;54.43672680125028;53.2333075407265;0.08020585650279403;0.15110575910326082;;11.507936507936508
2025-02-24 20:05:00 ;6027.15;6027.75;6020.4;6022.11;48.22712344210292;53.111483995226784;0.08046150165416252;0.14082194234760778;;9.920634920634921
2025-02-24 20:10:00 ;6022.07;6022.07;6017.65;6020.65;46.582492685607356;52.82817407794113;0.08316521639552875;0.18643564569930268;;12.698412698412698
2025-02-24 20:15:00 ;6020.61;6021.1;6014.6;6015.43;41.17591290091747;51.968162771584666;0.08629781114026103;0.237025389416625;;13.095238095238097
2025-02-24 20:20:00 ;6015.34;6016.84;6012.68;6015.72;41.58157266277201;51.17503773525285;0.08644715833625415;0.2688720477567187;;13.492063492063492
2025-02-24 20:25:00 ;6015.74;6017.42;6013.42;6014.2;40.02362304726352;49.904291225832026;0.08229112706223937;0.25659781485481165;;13.492063492063492
2025-02-24 20:30:00 ;6014.05;6020.28;6013.47;6019.9;47.905983516563126;49.39085928710658;0.08504765649608544;0.2557684747938687;;13.492063492063492
2025-02-24 20:35:00 ;6019.79;6019.79;6016.24;6016.69;44.36947118250888;48.52339680144579;0.0849932525839002;0.20982303541780567;;13.095238095238097
2025-02-24 20:40:00 ;6016.53;6017.29;6012.41;6013.08;40.72808869643523;47.466619277927165;0.0866038625780297;0.2733504840858014;;15.079365079365079
2025-02-24 20:45:00 ;6013.18;6013.89;6011.01;6013.32;41.07432716626916;46.41574032877402;0.08591275476606032;0.2965720057921128;;15.873015873015872
2025-02-24 20:50:00 ;6013.39;6015.28;6011.37;6011.6;39.30239421716765;45.19848070340059;0.08700211306964326;0.2906007573533509;;15.476190476190476
2025-02-24 20:55:00 ;6011.66;6011.7;6008.27;6011.37;39.05973866565408;44.3451732759088;0.08352952097440579;0.3420198411316161;;16.666666666666664
2025-02-24 21:00:00 ;6011.35;6012.15;6005.1;6008.11;35.695695783079074;43.24483508956319;0.08770925186780595;0.3946000009952075;;17.46031746031746
2025-02-24 21:05:00 ;6008.08;6012.05;6006.58;6010.88;40.39327691219479;42.89688769141325;0.0854622652131907;0.3568294434887372;;17.063492063492063
2025-02-24 21:10:00 ;6010.81;6010.81;6008.37;6009.95;39.35381414240114;41.819536787209735;0.07962920243274123;0.3271351290375601;;16.666666666666664
2025-02-24 21:15:00 ;6010.09;6013.49;6007.97;6010.95;41.10871512312266;41.31107905013971;0.07747922463101738;0.3331093803136989;;17.063492063492063
2025-02-24 21:20:00 ;6010.69;6012.93;6006.95;6006.95;36.55243784153968;40.594646561277735;0.07929527360705121;0.35003027513043794;;17.857142857142858
2025-02-24 21:25:00 ;6006.81;6007.83;6004.35;6004.41;33.977173029662566;40.0804508561881;0.07572178285502276;0.3931619678005295;;19.047619047619047
2025-02-24 21:30:00 ;6004.59;6010.54;6004.59;6008.73;41.52328473265658;40.076287432608424;0.07807436434432993;0.3749674392212533;;19.047619047619047
2025-02-24 21:35:00 ;6008.79;6010.51;6005.33;6005.33;37.85600723879026;39.92145773200319;0.07948261037338719;0.36268974430870227;;18.650793650793652
2025-02-24 21:40:00 ;6005.43;6005.61;5999.92;6001.76;34.41868442419084;38.95807922540517;0.07816240658294192;0.452449649007241;;20.634920634920633
2025-02-24 21:45:00 ;6001.82;6006.59;6000.28;6004.98;39.734013121820155;38.626975078213114;0.08132936906094516;0.44647671634708475;;20.634920634920633
2025-02-24 21:50:00 ;6005.13;6006.1;5986.53;5986.74;26.588096086905168;37.61697560610383;0.09881425864290141;0.5908228179159783;;21.428571428571427
2025-02-24 21:55:00 ;5987.32;5989.58;5979.93;5984.3;25.37849014172282;36.495844390064796;0.10690668540339732;0.6763389335038468;;22.22222222222222
2025-02-24 22:00:00 ;5983.78;5983.96;5983.25;5983.25;24.854473124868832;35.46385002632917;0.10351551359481882;0.6088140999019857;;21.825396825396826
2025-02-25 15:30:00 ;5982.73;5990.34;5976.04;5988.08;31.827645753468616;34.947271961173065;0.1165115268430071;0.7285835312878898;;23.015873015873016
2025-02-25 15:35:00 ;5988.12;5992.65;5981.98;5990.48;35.052701093079875;34.90134376903027;0.12086221066580859;0.6299107958603976;;22.61904761904762
2025-02-25 15:40:00 ;5990.05;5990.29;5977.02;5977.13;27.312600029304008;33.967009705966646;0.13040837031977753;0.7123041910995067;;23.41269841269841
2025-02-25 15:45:00 ;5977.2;5981.18;5970.56;5972.39;25.18608902088944;32.95502934014438;0.14011691557518152;0.7667006277537849;;24.206349206349206
2025-02-25 15:50:00 ;5972.35;5973.59;5955.27;5957.03;19.804933572883712;31.433330657984452;0.15546671450807106;0.9653569076649717;;24.6031746031746
2025-02-25 15:55:00 ;5957.19;5970.63;5957.19;5964.46;27.83673994303237;30.810780808091074;0.16466789885825722;0.9334277903055237;;24.6031746031746
2025-02-25 16:00:00 ;5965.05;5965.05;5947.16;5948.78;22.67540000694605;30.00351130646847;0.18195435861539747;1.0719276066271959;;25.396825396825395
2025-02-25 16:05:00 ;5948.67;5953.66;5944.7;5950.21;24.05832593871935;28.75601424975867;0.18542060784559994;1.109064988513435;;25.793650793650798
2025-02-25 16:10:00 ;5949.93;5953.78;5938.08;5938.39;20.754221225694806;27.53445810596614;0.19810977447473657;1.2122875751753033;;26.190476190476193
2025-02-25 16:15:00 ;5938.32;5943.92;5929.16;5929.3;18.634681931034805;26.40702935645499;0.2090957067977973;1.3606834194262132;;26.58730158730159
2025-02-25 16:20:00 ;5929.01;5934.42;5922.53;5925.21;17.756014305423406;24.83717229814094;0.21590954584422375;1.470982124289839;;26.984126984126984
2025-02-25 16:25:00 ;5925.24;5930.71;5919.51;5920.6;16.794759066959244;24.137648225287656;0.20613287894980897;1.5212237666259012;;27.380952380952383
2025-02-25 16:30:00 ;5920.78;5924.85;5918.15;5923.84;20.069917132342496;23.75846443890335;0.20270249638298873;1.5074732930253136;;27.380952380952383
2025-02-25 16:35:00 ;5924.19;5936.03;5924.19;5935.36;30.539128381582017;24.16451124295429;0.21614769440400602;1.4069528835544278;;26.984126984126984
2025-02-25 16:40:00 ;5935.34;5939.86;5928.41;5935.3;30.516708936955425;24.070872898917635;0.21285562951075848;1.3367217365399964;;26.58730158730159
2025-02-25 16:45:00 ;5935.22;5938.12;5928.58;5935.93;31.088756685263434;23.787734012645036;0.21160890864927526;1.2780313488184663;;26.58730158730159
2025-02-25 16:50:00 ;5936.28;5945.85;5935.14;5944.51;38.51322009302602;24.58777830291089;0.20844725256070418;1.1630346812145793;;26.190476190476193
2025-02-25 16:55:00 ;5944.46;5946.93;5936.11;5936.33;34.67728879755886;25.26572114410157;0.2087572124081561;1.1468814217532763;;26.190476190476193
2025-02-25 17:00:00 ;5936.47;5936.51;5922.85;5926.94;30.87562491519759;26.0564848114097;0.20328318600809794;1.1289579466086057;;26.190476190476193
2025-02-25 17:05:00 ;5927;5933.48;5923.65;5929.96;33.40434361042638;26.454170787652128;0.19882255609221886;1.11560342409957;;26.190476190476193
