time;open;high;low;close;RSI;RSI-based MA
2021-01-29;3.84;3.84;3.84;3.84;;
2021-02-01;3.91;3.91;3.91;3.91;;
2021-02-02;3.07;3.07;3.07;3.07;;
2021-02-03;3.11;3.11;3.11;3.11;;
2021-02-04;2.97;2.97;2.97;2.97;;
2021-02-05;2.11;2.11;2.11;2.11;;
2021-02-08;2.77;2.77;2.77;2.77;;
2021-02-09;1.48;1.48;1.48;1.48;;
2021-02-10;4;4;4;4;;
2021-02-11;3.14;3.14;3.14;3.14;;
2021-02-12;2.97;2.97;2.97;2.97;;
2021-02-16;3.62;3.62;3.62;3.62;;
2021-02-17;3.15;3.15;3.15;3.15;;
2021-02-18;2.43;2.43;2.43;2.43;;
2021-02-19;2.9;2.9;2.9;2.9;45.1844262295082;
2021-02-22;3.58;3.58;3.58;3.58;49.01026392961877;
2021-02-23;3.2;3.2;3.2;3.2;47.0346596813301;
2021-02-24;2.77;2.77;2.77;2.77;44.83237141941036;
2021-02-25;2;2;2;2;41.119491949654126;
2021-02-26;2.09;2.09;2.09;2.09;41.72695977977964;
2021-03-01;3.16;3.16;3.16;3.16;48.52624884841599;
2021-03-02;2.33;2.33;2.33;2.33;44.21643465063735;
2021-03-03;2.98;2.98;2.98;2.98;48.10364989265085;
2021-03-04;1.8;1.8;1.8;1.8;42.33603988943416;
2021-03-05;2.15;2.15;2.15;2.15;44.46305494270941;
2021-03-08;1.34;1.34;1.34;1.34;40.71961065828507;
2021-03-09;2.57;2.57;2.57;2.57;47.89370443927249;
2021-03-10;1.48;1.48;1.48;1.48;42.934945585527686;44.86441870687388
2021-03-11;1.33;1.33;1.33;1.33;42.286099585195224;44.657395375137234
2021-03-12;2.07;2.07;2.07;2.07;46.575497585737466;44.48348349343142
2021-03-15;3.28;3.28;3.28;3.28;52.758229537540444;44.89230991173216
2021-03-16;3.24;3.24;3.24;3.24;52.54175649353015;45.442980274169294
2021-03-17;2.02;2.02;2.02;2.02;46.301617076510674;45.81313206894476
2021-03-18;2.36;2.36;2.36;2.36;48.149795717831545;46.2719060645199
2021-03-19;1.69;1.69;1.69;1.69;44.8723034737676;46.01090996633072
2021-03-22;2.06;2.06;2.06;2.06;47.017140138359466;46.21096035831088
2021-03-23;3.66;3.66;3.66;3.66;55.14439754384454;46.71387090482471
2021-03-24;1.56;1.56;1.56;1.56;45.31857606394297;46.92690920300391
2021-03-25;2.35;2.35;2.35;2.35;49.0001130376803;47.25098478121612
2021-03-26;1.94;1.94;1.94;1.94;47.22312098208713;47.71552123291627
2021-03-29;1.86;1.86;1.86;1.86;46.86598225881548;47.64211250574076
2021-03-30;1.71;1.71;1.71;1.71;46.161055587937824;47.872548934484335
2021-03-31;1.69;1.69;1.69;1.69;46.06157269619569;48.14222558527008
2021-04-01;3.04;3.04;3.04;3.04;53.36712881535388;48.62734210167126
2021-04-05;1.58;1.58;1.58;1.58;46.0957082432395;48.15144772350691
2021-04-06;2.8;2.8;2.8;2.8;51.983199836691696;48.111550819447025
2021-04-07;2.1;2.1;2.1;2.1;48.69673002130571;48.28263031550381
2021-04-08;1.73;1.73;1.73;1.73;47.00512029084798;48.20086778500498
2021-04-09;1.2;1.2;1.2;1.2;44.614371298092486;48.18244405817104
2021-04-12;2.11;2.11;2.11;2.11;49.375398239027916;48.35089106536166
2021-04-13;1.38;1.38;1.38;1.38;45.962134188790486;47.695015111429214
2021-04-14;1.82;1.82;1.82;1.82;48.2827804369564;47.90674399521589
2021-04-15;1.7;1.7;1.7;1.7;47.68136757661729;47.812547890854255
2021-04-16;1.81;1.81;1.81;1.81;48.31688179224656;47.8906736630085
2021-04-19;2.64;2.64;2.64;2.64;52.959966425352256;48.32595824633255
