time;open;high;low;close;RSI;RSI-based MA;Plot;Williams VIX Fix;IV Rank;IV Percentile
2020-03-30;72.14;73.94;62.16;62.8;49.352507608774644;60.33988398274467;25.36074033637365;41.72135758484906;70.15286429773644;76.5873015873016
2020-03-31;61.02;65.73;56.24;60.16;48.257643978857;58.95257182676373;24.753674613776745;47.271704481530094;79.85650425223263;93.25396825396825
2020-04-01;68.87;68.87;57.08;61.33;48.799756514214444;56.948636956585446;22.42762460211287;46.484155259703726;78.47963642085139;90.47619047619048
2020-04-02;58.78;61.1;52.29;52.81;45.094602783890274;55.91861830164941;20.824321691450915;50.97506094130884;86.33106131646574;97.61904761904762
2020-04-03;51.16;52.05;46.37;46.66;42.58139352309037;54.102692441442514;17.648056486012702;56.525407837989874;96.03470127096192;99.60317460317461
2020-04-06;45.56;47.86;44.26;47.02;42.78241648427962;52.67867996904868;16.468690325685852;58.503656478529905;99.49326213312187;99.60317460317461
2020-04-07;45.6;50.16;44.85;48.34;43.56263430544046;51.242524794731594;15.362992254844583;57.95049690605663;98.52617639441364;99.20634920634922
2020-04-08;44.87;47.12;41.88;42.46;40.8879659572084;49.78884310852136;14.845180211428357;60.73504594037128;100;100
2020-04-09;42.96;43.81;40.09;40.42;39.97103069238166;48.47811168950903;13.98543450459558;62.413275829739355;100;100
2020-04-13;46.43;48.82;41.65;41.74;40.89466132230175;47.36258316002933;14.224747269520721;60.9506844177761;97.59514899272953;99.60317460317461
2020-04-14;39.63;40.32;38.74;38.81;39.44390098876883;46.16393858181387;13.76047579991696;63.67897993624601;100;100
2020-04-15;44.25;44.98;41.13;41.64;41.59893114111593;45.04363095077289;14.156497203835926;61.43821488843053;96.39075763429197;99.20634920634922
2020-04-16;41.62;44.19;40.04;40.49;40.9610169273709;44.11451051009561;13.66560506766055;58.81505862991154;92.16559056050667;98.01587301587301
2020-04-17;40.22;40.96;20.07;36.18;38.57356829589305;43.0544307516848;16.035003338228933;79.35609956799013;100;100
2020-04-20;43.25;44.04;39.95;44;44.85402585260346;42.733110626244006;16.423449407540687;56.1085475719622;70.10391939872903;95.63492063492063
2020-04-21;46.37;48.38;44.68;45.46;45.96484456861351;42.56933923979805;16.055098013711586;46.471786270516354;57.7111568122658;85.31746031746032
2020-04-22;42.8;43.21;32.18;40.21;42.63881835852563;42.12927222867741;16.741866237922856;60.418204182041826;75.646087511774;97.61904761904762
2020-04-23;38.65;40.47;36.14;39.35;42.10139054008789;41.91547135412009;16.458190097766757;55.54735547355474;69.38223290848471;94.84126984126983
2020-04-24;37.27;38.18;31.15;31.72;37.57618381581726;41.55795637502916;17.075616354757734;61.68511685116851;77.27532242121539;98.80952380952381
2020-04-27;33.89;33.91;30.94;31.41;37.400294747773295;41.17351910813585;17.193315632846435;57.96766743648961;72.49472585124636;95.63492063492063
2020-04-28;29.77;35.59;29.77;32.44;38.431499642633426;40.80700948936392;17.710177352128877;58.841421263652705;73.61836307752291;96.82539682539682
2020-04-29;30.39;31.32;29.57;29.66;36.675436130722076;40.50611450175776;17.387565092613404;52.9140127388535;65.6787637270122;92.46031746031747
2020-04-30;32.45;35.23;31.54;32.88;40.09009466006322;40.51461907087787;18.103158950608705;48.57329202674058;60.04460549592587;88.4920634920635
2020-05-01;37.64;39.36;34.89;35.57;42.862017068783715;40.65514448134087;18.026461665223085;43.111038643404534;52.95472298537348;72.61904761904762
2020-05-04;40.13;40.73;34.92;35.45;42.766955621635326;40.89250552654562;18.67979302617336;33.876159818216244;40.968057176438606;48.41269841269841
2020-05-05;33.5;33.51;30.53;33.19;40.926001324754075;40.8444391110912;18.53556002300116;36.84319404220108;44.81920112318698;58.333333333333336
2020-05-06;30.98;34.06;30.59;33.98;41.868006359222;40.90922407050913;18.57045843942356;36.71907323127845;44.6580950915187;57.936507936507944
2020-05-07;30.08;30.94;28.77;29.75;38.342397865540406;40.89271189691252;15.980427199103941;40.48407116259827;49.544978052123405;66.66666666666666
2020-05-08;27.36;27.96;24.71;24.89;34.72440881512709;40.16916782280707;15.638746248116579;45.64452265728113;56.24312847303277;80.55555555555556
2020-05-11;30.04;30.12;25.72;26.17;36.42588809427873;39.487813788926005;16.428596915729397;43.422789265288166;53.359368307849664;73.01587301587301
2020-05-12;24.55;33.36;24.42;33.36;45.0849498913781;39.66253746984404;16.78207969021963;46.282446106467226;57.07113881749129;81.34920634920636
2020-05-13;32.32;39.33;31.15;34.63;46.47180985378407;39.974710277965194;17.764359557163463;31.478222613286412;37.85558840988506;39.285714285714285
2020-05-14;37.74;39.52;31.05;31.66;43.69280945610376;40.411612109414236;18.022926288619672;31.69819621645403;38.14110921831902;40.476190476190474
2020-05-15;33.41;34.48;28.7;29.71;41.920309049066674;40.73447027379233;18.658161805875217;36.86757589089309;44.85084821651733;57.53968253968254
2020-05-18;27.52;27.72;26.61;27.62;40.045213741757564;40.84973556658691;18.079952262299418;41.46502419709635;50.818233112787325;66.66666666666666
2020-05-19;27.81;28.4;25.6;28.03;40.60646880491412;41.13052361474348;18.17212934229381;43.68675758908931;53.70199327797043;74.60317460317461
2020-05-20;25.14;26.27;24.75;24.93;37.7304549418138;40.96197792058281;17.666575564832634;45.55653321601408;56.12892014965918;79.36507936507937
2020-05-21;24.84;28.24;24.22;26.15;39.54517459379161;40.725060600940516;17.41065565226828;39.76622730664015;48.61323281028026;62.698412698412696
2020-05-22;26.08;26.91;23.18;23.47;36.99463404789461;40.31275191710189;17.26278943911513;41.09275730622618;50.33503902902511;65.47619047619048
2020-05-26;25.16;26.35;24.83;25.5;40.14378798938156;40.25687953600386;17.14795242750446;30.193983694124267;36.18867506600472;36.11111111111111
2020-05-27;24.93;29.13;24.59;25.17;39.79556804157213;40.1088482276003;17.672878517253405;30.868709586730393;37.06445415746887;37.301587301587304
2020-05-28;26.19;28.03;24.74;26.02;41.21014746267913;40.31368748453878;17.511347649428224;30.447005903851565;36.51709222530378;36.11111111111111
2020-05-29;28.71;28.88;24.39;24.59;39.527474431259236;40.656763599976784;17.533831969828174;31.430981163902167;37.79427006702233;37.698412698412696
2020-06-01;30.41;30.42;27.02;27.08;43.828385525244705;41.18551341647436;17.72642982156912;24.03710992409334;28.197190856394315;20.634920634920633
2020-06-02;27.27;27.57;24.81;25.06;41.26440539353448;40.91261738091411;16.01434198515161;30.25021085184144;36.261656656960064;35.317460317460316
2020-06-03;25.1;25.38;23.22;23.97;39.90772978434693;40.443754518811446;14.878551267594542;34.49929478138224;41.77687239737698;46.42857142857143
2020-06-04;24.27;24.48;21.83;23.56;39.38321988642524;40.135926692405846;13.92118870214332;36.962171527577254;44.97363123353146;56.34920634920635
2020-06-05;21.97;23.4;21.54;22.63;38.15813117798355;39.86719970161419;13.229572912317238;37.799595726248924;46.06058908103605;58.730158730158735
2020-06-08;24.95;25.44;24.27;25.18;43.36068107826121;40.10401879707873;13.371212065335056;29.91625758013284;35.82819279245832;33.33333333333333
2020-06-09;25.87;27.09;25.33;26.92;46.65825556818562;40.536289280169555;13.188912334168052;26.855327750505353;31.855174453303597;25.396825396825395
2020-06-10;26.93;29.37;19.54;27.1;47.002006559768155;41.1985429671663;14.961330452457636;43.57493502743287;53.55685009830912;73.80952380952381
2020-06-11;32.39;47.21;29.39;42.06;66.3887590104095;43.11594185406757;19.11000842711773;30.123632905373277;36.09736131840545;34.523809523809526
2020-06-12;37.47;47.47;34.48;36.52;57.936704644800436;44.61180403956085;20.297193316538984;18.021873514027593;20.38954876665361;9.920634920634921
2020-06-15;44.5;45.38;35.93;35.98;57.1726494580463;45.82815128732261;21.26899674270609;14.574417498811226;15.914828098669279;3.968253968253968
2020-06-16;34.75;40.43;33.07;35.38;56.28446804894401;47.00592985927775;21.45841725799392;21.374227294341424;24.740828864486627;17.063492063492063
2020-06-17;35.47;37.15;32.63;33.98;54.16984753043318;47.93162272126018;21.437307473349655;22.420351878269138;26.098675136150824;18.253968253968253
2020-06-18;36.04;36.04;31.11;32.05;51.30802230385724;48.77309042644576;21.241063007337605;26.034236804564912;30.789416801899915;24.6031746031746
2020-06-19;29.68;34.78;28.93;33.92;53.851967022479066;49.48906053339107;20.85134196331661;31.217308606752265;37.51692787514531;37.698412698412696
2020-06-22;34.84;35.68;31.1;31.23;49.8197220227646;50.100154578336074;21.087794453094325;26.05801236329054;30.82027694443774;25
2020-06-23;30.03;30.87;28.88;30.29;48.454388617976164;50.7106302093096;21.009616041302756;31.336186400380416;37.67122858783443;38.492063492063494
2020-06-24;31.77;38.27;30.79;33.25;52.837502475706714;51.67165039425827;22.101747646092353;26.795054683785075;31.776941363110247;25.793650793650798
2020-06-25;33.29;36.76;30.36;30.92;49.28484494033895;52.46641566299794;22.864195239730826;27.817403708987165;33.10392749223663;29.365079365079367
2020-06-26;30.94;36.31;30.93;33.31;52.791236051019425;53.14002673248067;23.222405054878823;26.462196861626254;31.344899367580727;25
2020-06-29;34.86;36.93;30.42;30.42;48.430809713083136;53.26663774283049;24.07656900845263;27.674750356633382;32.91876663700969;28.57142857142857
2020-06-30;31.16;31.28;27.16;29.14;46.59509928392005;53.23757293741277;22.435720397950345;35.42558250118878;42.97917310433995;49.60317460317461
2020-07-01;28.07;28.39;24.92;25.2;41.39404647204422;51.45223632752953;18.169661103373677;40.75130765572991;49.891845032812284;64.28571428571429
2020-07-02;23.38;25.22;22;22.64;38.39518622384772;50.05641358317577;16.87632731717256;47.69377080361389;58.90300665385657;87.3015873015873
2020-07-06;25.8;26.45;24.88;25.23;42.90213571135523;49.037091172697835;16.230069439072114;40.84640989063244;50.01528560296358;64.68253968253968
2020-07-07;25.92;27.2;24.54;26.84;45.5679712786892;48.27162711767962;15.522011980302972;41.654778887303856;51.06453044924956;65.87301587301587
2020-07-08;25.89;27.59;23.59;23.67;41.46315341103853;47.36400610915143;15.673979854147612;43.91345696623871;53.99624399034273;74.60317460317461
2020-07-09;23.35;29.49;23.34;25.55;44.64773836574018;46.88827154214307;16.493531396166183;44.50784593437946;54.767747553788304;76.19047619047619
2020-07-10;26.11;27.56;22.39;22.59;40.87704231809904;45.96149120611593;16.635110221186668;46.76652401331432;57.69946109488148;84.12698412698413
2020-07-13;24.85;31;24.79;30.31;52.21266001661464;46.1324153485338;18.329860495322237;41.06038991916311;50.29302688580398;64.28571428571429
2020-07-14;31.44;33.4;27.49;27.78;48.90350630087765;46.16449518302676;19.18512474241558;24.726177437020823;29.091585049713597;21.03174603174603
2020-07-15;26.67;29.48;25.22;25.22;45.74427108871531;45.65783579824165;18.398656508622103;29.90550305725403;35.81423366271519;33.730158730158735
2020-07-16;26.64;27.36;24.55;25.85;46.65754330091582;45.47017139542572;17.81964440375929;30.61051441492369;36.729322609290236;37.301587301587304
2020-07-17;24.11;25.12;21.9;22.16;42.17914316341177;44.7121647605966;17.6659573624969;35.5503237198352;43.141084411333566;50.39682539682539
2020-07-20;24.66;24.98;22.49;22.52;42.756425921335186;44.3068516326146;17.178953876250443;33.69693396226416;40.73542603094287;45.63492063492063
2020-07-21;22.46;24.13;22.16;23.33;44.108550287715666;44.12924099002858;16.836386627343533;34.66981132075472;41.9981990450834;47.61904761904761
2020-07-22;23.93;24.33;21.53;21.65;41.8980399500872;44.16524052417451;16.6592368122221;35.36475532873011;42.900220797312834;49.60317460317461
2020-07-23;22.28;26.07;21.66;24.1;46.137384278797704;44.71825467095665;17.204802998665883;34.974482137496246;42.393654939107165;47.61904761904761
2020-07-24;26.93;28.04;22.26;22.7;44.154796472033624;44.807730439576524;17.715858754487265;33.17322125487841;40.05565867046562;43.25396825396825
2020-07-27;25.25;25.45;22.3;22.38;43.692634381938895;44.673777804094364;17.95397644180797;33.05313719603723;39.89979225255619;42.857142857142854
2020-07-28;23.15;24.1;22;23.54;45.90308894951685;44.99091605684281;17.559708467440664;33.95376763734615;41.06879038687696;44.84126984126984
2020-07-29;23;23.03;21.67;21.93;43.358911907817465;44.898857024134045;16.271256268395383;28.76397107166338;34.332550721281905;29.761904761904763
2020-07-30;25.26;27.78;22.65;22.79;45.10901526717149;45.20114080621065;16.7313243351251;25.272187396898715;29.800293744358846;20.634920634920633
2020-07-31;22.83;25.21;19.73;20.61;41.600127345145374;44.44310275824855;15.789665172379246;34.9059716265259;42.304729830836;47.22222222222222
2020-08-03;22.48;22.65;20.88;20.95;42.35328829773274;43.9752300437382;15.103921770467112;31.111844275816562;37.380037536504254;36.11111111111111
2020-08-04;21.28;21.77;20.39;20.44;41.48894897493191;43.67127846418225;14.479088838588195;32.72847245133619;39.47838468800212;40.476190476190474
2020-08-05;20.03;20.08;18.65;19.02;39.09652499645821;43.13120572814956;14.308759389958663;38.46915209501815;46.92965824638236;58.333333333333336
2020-08-06;19.96;20.36;18.92;19.4;40.09209044188254;42.98213053375462;13.758081797197706;37.578356977895076;45.77342614249575;56.34920634920635
2020-08-07;20.79;20.79;17.96;18.08;37.78170563811872;42.62679337066772;13.891081589842441;40.74562850544374;49.884473622981396;63.095238095238095
2020-08-10;20.09;21.62;18.78;18.88;40.037032410121384;42.335970665125274;14.66478632315437;38.040250742329256;46.37295390006658;57.936507936507944
2020-08-11;18.45;23.58;18.26;21.89;47.71628579748894;42.751559654225396;15.82023286394349;39.755856153084785;48.59977128532964;61.111111111111114
2020-08-12;19.22;19.71;18.26;18.9;41.96677548288193;42.4536590259457;15.546462162863028;34.26925845932325;41.4782904052758;43.65079365079365
2020-08-13;19.4;19.89;17.91;18.54;41.32119104454339;42.25125863826783;14.581661304760454;30.715667311412;36.86580871299622;34.12698412698413
2020-08-14;19.49;19.73;17.46;17.87;40.085274077312484;41.993590045080225;14.465028819965784;32.456479690522244;39.12534417842512;39.285714285714285
2020-08-17;19.54;19.56;17.56;17.6;39.571616265756;41.54134199624017;14.594211947524132;27.136929460580923;32.22068716373503;24.206349206349206
2020-08-18;17.88;19.49;17.57;17.82;40.24353620523246;41.31881516034124;14.806009495770278;27.095435684647306;32.1668291722354;24.206349206349206
2020-08-19;17.97;19.64;17.28;19.23;44.50274716755029;41.27551029608259;13.84656378028261;28.29875518672199;33.728710925724364;28.57142857142857
2020-08-20;21.91;21.91;18.35;18.85;43.600786187387435;41.418414499099875;13.451357098825355;23.858921161825723;27.965905835265076;17.46031746031746
2020-08-21;19.72;20.21;17.58;18.01;41.593952012193206;41.364176192989916;13.74093902219737;27.053941908713703;32.1129711807358;24.6031746031746
2020-08-24;19.68;20.35;18.63;18.81;44.226871380625674;41.5597420791109;14.198486851915792;20.858113848768056;24.070925175581458;13.095238095238097
2020-08-25;19.49;20.25;18.01;18.09;42.37538472876709;41.79394634570439;14.423574046567309;23.49192863211554;27.489557754117193;17.46031746031746
2020-08-26;18.16;19.97;17.66;19.96;48.415526879258756;42.38847751980269;14.794896045555394;24.978759558198806;29.419430983935772;20.634920634920633
2020-08-27;19.28;24.6;19.15;20.19;49.12191083370584;43.198492176630346;15.703251785016647;15.971917507678809;17.728751799388515;5.555555555555555
2020-08-28;20.86;22.36;16.65;17.13;41.064947730360906;43.2719146995046;16.324800454452205;26.941641070645023;31.96720720900711;25.793650793650798
2020-08-31;20.64;21.66;19.6;21.1;52.052806684979494;43.581666191468216;16.201005277561062;10.461397898583824;10.576220809199013;1.984126984126984
2020-09-01;20.97;21.57;19.24;19.65;48.49640255609553;44.04806812526919;15.80527238153047;12.105984467793522;12.710857329302726;2.7777777777777777
2020-09-02;19.94;21.1;19.18;20.71;51.125299776351504;44.748361606112624;15.754901087974881;12.380082229328464;13.066630082653335;3.1746031746031744
2020-09-03;21.52;34.79;20.88;30.45;67.52718467770958;46.708498077569566;19.736521285554723;31.428571428571427;37.79114228455281;41.66666666666667
2020-09-04;30.21;40.2;28.14;29.41;65.01816856010265;48.526108955737186;21.766090537565198;7.58620689655172;6.844287306810827;1.984126984126984
2020-09-08;38.28;38.28;31.91;32.91;69.16981470899174;50.592271706005704;23.141141871814085;3.0385900941962825;0.9415825860674804;0.3968253968253968
2020-09-09;30.43;30.82;27.41;29.09;60.70218062060005;51.74937409550926;23.38890608189978;16.7122455180796;18.689680969943932;8.73015873015873
2020-09-10;27.49;31.56;26.81;30.43;62.43920672440636;53.09497556243918;23.23289856477348;18.535399574597385;21.05609408779413;11.904761904761903
2020-09-11;28.53;30.88;25.4;26.33;54.50126004066196;54.01692613590124;23.52263353319441;22.819811607414156;26.617164914742087;19.047619047619047
2020-09-14;26.62;26.88;24.5;25.06;52.283963148602275;54.59243269075671;23.240229039473796;25.554542692190818;30.166784591517377;25.793650793650798
2020-09-15;24.36;24.82;23.6;24.22;50.81151602987854;55.195013497978955;22.80576177382243;28.289273776967477;33.716404268292656;34.92063492063492
2020-09-16;24.36;24.95;22.5;23.77;49.99915002856447;55.30812943721507;22.61619899043685;31.631722880583403;38.05482831768468;46.42857142857143
2020-09-17;28.37;28.37;24.79;24.95;52.15909720328351;55.52507132075634;22.048164369599526;24.673351564873894;29.023018251223114;23.41269841269841
2020-09-18;24.57;28.05;23.92;24.02;50.314323885348344;56.18574104611258;21.21043428550152;27.31692494682466;32.45431727210589;32.53968253968254
2020-09-21;31.09;32.9;27.56;28.11;57.44300151206844;56.570754962333226;21.96217419367994;16.25645700395016;18.098077690481386;7.936507936507936
2020-09-22;27.77;28.57;25.43;25.95;53.10925867035142;56.90024468478007;21.971299048232623;22.728653904588263;26.49884425884957;19.444444444444446
2020-09-23;25.44;29.8;25.12;27.97;56.42049804021797;57.27847313219911;22.56156259926924;23.67061683378911;27.7214910364055;22.22222222222222
2020-09-24;28.06;30.88;27.14;27.65;55.748879137997044;56.43716559364822;18.660490418566557;17.5326648435126;19.754566872976515;9.920634920634921
2020-09-25;27.6;29.14;24.19;24.57;49.62568622967484;55.33770257004623;17.11023609597327;26.496505621391663;31.389431369073296;30.555555555555557
2020-09-28;26.37;26.61;25.11;25.21;50.83411105465719;54.02800945187948;15.549021718418484;23.701002734731077;27.760931255036336;23.015873015873016
2020-09-29;26.26;27.53;25.45;25.99;52.33486882342677;53.43034432350996;15.012625420150258;22.66788210270434;26.4199638215879;19.841269841269842
2020-09-30;25.64;26.41;24.48;25.77;51.85409312313318;52.67426478056188;14.37671811881607;25.61531449407474;30.245665028779044;28.57142857142857
2020-10-01;25.14;26.42;24.66;24.8;49.68675944701496;52.33037188101566;13.578225452845343;25.068368277119408;29.535741093423983;26.58730158730159
2020-10-02;27.44;27.44;23.58;24.64;49.32057173232324;52.11870106556716;14.044325256647143;28.350045578851415;33.79528470555434;38.492063492063494
2020-10-05;25.36;25.39;23.44;23.51;46.70270076292059;51.82521426078444;14.193464076725709;28.775448192038883;34.34744776638604;39.285714285714285
2020-10-06;23.07;26.03;21.78;25.08;50.624099931508745;51.86985353956617;14.762164571727398;33.81950774840473;40.89452405910491;52.77777777777778
2020-10-07;23.36;23.55;21.74;21.74;43.32159605218269;51.23860345734469;14.331111703391798;33.94105135217259;41.05228493362827;53.17460317460318
2020-10-08;21.62;21.96;19.88;19.94;39.97492618281911;50.50007505002117;13.832148209312034;34.66973381531383;41.99809844475763;55.55555555555556
2020-10-09;19.55;19.57;18.2;18.85;38.05763154111631;49.115405766381734;11.814790080447029;40.1906013802169;49.164060849741524;69.04761904761905
2020-10-12;20.04;21.17;19.48;20.3;42.04012280994454;48.3247532049241;11.896025102984082;30.70081821415866;36.84653491745332;42.06349206349206
2020-10-13;20.33;22.61;20.33;21.39;44.90761207687611;47.50240420754254;11.42064140754856;27.676983279971545;32.92166492147429;34.12698412698413
2020-10-14;21.52;22.69;20.7;21.3;44.710919197597896;46.71397849751403;11.13006593456216;26.360725720384202;31.213192099695174;28.174603174603174
2020-10-15;24.41;24.41;20.88;21.38;44.94176560312565;46.379412738474805;11.035095873084199;25.720384204909287;30.38204315937021;26.58730158730159
2020-10-16;21.51;21.64;20.24;21.64;45.734766119969926;46.01517381456857;10.90976498469037;27.997154037709006;33.33723939163678;35.714285714285715
2020-10-19;23.41;25.92;23.22;24.65;53.99567261474447;46.13380265680554;11.665157213077281;17.39594450373533;19.577106935145576;8.73015873015873
2020-10-20;24.51;25.23;23.76;24.57;53.76141973897046;46.27004027222249;11.560696912551558;15.47491995731056;17.083660114170648;4.761904761904762
2020-10-21;24.9;25.03;23.1;23.2;49.778657176428624;46.27660439575203;11.633944125329785;17.411512334644254;19.597313630870303;9.523809523809524
2020-10-22;24.95;25.58;23.84;24.06;52.17385627290285;46.480410434364856;11.254951593945707;14.765820521987841;16.163264934394746;4.761904761904762
2020-10-23;24.85;25.84;23.84;24.29;52.821905154895596;46.917496462363076;11.28342237355204;13.779385171790231;14.882893950783348;3.968253968253968
2020-10-26;30.91;37.46;30.47;35.91;72.84298263845314;48.5045595128591;13.86502449430772;15.148983570036197;16.660601986047382;5.555555555555555
2020-10-27;36.59;38.08;36.1;37.29;74.24106449792447;50.713092973269234;13.345417395753254;3.1912040761598224;1.139672115361382;0.7936507936507936
2020-10-28;44.13;50.16;41;47.9;81.93948515379249;53.7105614711959;15.127250041537181;14.40501043841336;15.69494152981418;5.158730158730158
2020-10-29;47.74;49.77;42.25;44.34;73.95311399591134;56.27452450368126;15.625335410079431;11.795407098121084;12.30773486191013;3.1746031746031744
2020-10-30;44.09;48.54;42.86;44.33;73.93131585878666;58.55246686431284;15.661221941229831;10.521920668058454;10.654778007972956;3.1746031746031744
2020-11-02;45.46;46.51;43.37;43.86;72.84453388958919;60.54796127950662;15.354359726692422;9.45720250521921;9.27279768746811;2.7777777777777777
2020-11-03;42.42;43.49;40.67;43.2;71.26039600276209;62.44435247987549;15.209340369916802;15.093945720250515;16.58916409014084;7.5396825396825395
2020-11-04;43.2;43.2;30.29;32.46;51.59677160154936;62.91971005119148;16.160161034645917;36.76409185803758;44.71652826041606;67.85714285714286
2020-11-05;32.5;32.5;27.16;28.09;46.030974768117446;62.94086781177344;16.867506803971978;43.298538622129435;53.19809375684778;82.53968253968253
2020-11-06;27.7;28.61;23.4;23.96;41.47723776348576;62.04669389382639;16.7796023232688;51.1482254697286;63.38681141390317;93.25396825396825
2020-11-09;23.96;26.78;22.75;26.71;45.35378587369342;61.44614861773517;17.555045941508222;52.505219206680586;65.14815888121326;93.25396825396825
2020-11-10;26.75;28.08;24.01;24.43;42.82118980409814;60.94918666256871;18.082376714332923;49.87473903966597;61.733854559965984;91.26984126984127
2020-11-11;24.43;24.43;21.49;21.59;39.837123097457905;60.06799143575121;18.209216947511464;55.1356993736952;68.56246320246055;93.65079365079364
2020-11-12;22.26;26.94;21.6;23.88;43.270046030638774;59.385715784018586;19.385462574868775;54.90605427974947;68.26438901568498;93.25396825396825
2020-11-13;22;22.19;20.38;21.01;40.1759571277342;57.052356818967226;16.559517779039563;57.453027139874735;71.57030272355934;94.84126984126983
2020-11-16;21.01;22.08;19.24;19.33;38.44304981757157;54.49535577037059;17.093409756855486;59.832985386221296;74.65943520468784;96.82539682539682
2020-11-17;19.31;21.28;18.47;18.81;37.898163364485114;51.349547071134346;15.666532242553684;61.44050104384134;76.74595451211673;98.4126984126984
2020-11-18;18.79;19.68;16.94;19.59;39.2882343610702;48.87348424007427;15.585628395030783;64.63465553235908;80.89189547363128;99.60317460317461
2020-11-19;19.65;20.85;18.63;19.26;38.89159816168576;46.37064726170992;15.480071870780067;61.10647181628393;76.31239205862501;97.22222222222221
2020-11-20;19.32;20.1;18.37;19.86;40.076143225808956;44.03004792858276;15.615722405887945;61.649269311064714;77.01693104554906;98.01587301587301
2020-11-23;19.9;22.31;19.56;19.58;39.689493521106066;41.77498346560734;16.085278597647303;59.16492693110648;73.7923102977044;94.84126984126983
2020-11-24;19.58;19.69;18.31;18.4;38.02453163759311;40.80553775389618;14.454117805671903;61.77453027139875;77.17951696560846;98.4126984126984
2020-11-25;18.4;19.42;17.06;17.14;36.27466338916109;40.10865836968502;14.195194257147778;64.38413361169103;80.56672363351251;99.20634920634922
2020-11-27;17.15;19.24;17.15;18.25;38.94049006154167;39.92746210526043;13.745516842655235;64.19624217118998;80.32284475342341;98.80952380952381
2020-11-30;18.33;23.42;18.33;19.87;42.707479630870594;39.738440230773094;14.56759310152112;58.66035182679297;73.13738311723964;92.46031746031747
2020-12-01;19.83;20.3;19.32;19.87;42.707479630870594;39.73031807554255;13.831473080436323;56.417775772614476;70.22656964351661;90.07936507936508
2020-12-02;19.87;20.3;18.82;19.29;41.64077961626748;39.85915068402896;13.503903847676764;57.0907432740538;70.82536308187326;90.47619047619048
2020-12-03;19.32;20.32;18.42;19.35;41.80271770275177;39.754341517751314;12.437451869204718;57.36111111111111;71.17963019425872;90.47619047619048
2020-12-04;19.37;19.37;17.78;17.96;39.096133376484254;39.677211249804884;11.977483144072966;45.224892174984596;55.27735688921346;79.36507936507937
2020-12-07;17.97;20.57;15.54;18.74;41.389415996935;39.88766597690228;13.012433775130129;44.677821288714846;54.560521539053596;78.57142857142857
2020-12-08;18.7;19.65;17.97;18.17;40.198216675851434;40.05195549914272;12.614418923743766;32.72182703107451;38.89439938690734;48.01587301587302
2020-12-09;18.03;22.13;17.7;19.99;45.58348197579294;40.5016160430515;13.315428046674509;33.73268438786972;40.21894124337649;50.39682539682539
2020-12-10;21.32;22.09;18.95;19.67;44.81925757498011;40.92502028685823;13.62796672686562;22.431436758084324;25.41074361257454;17.063492063492063
2020-12-11;19.67;23.74;19.67;20.45;47.145344591029954;41.42996324151687;14.46432825565691;17.629815745393625;19.11910615506619;10.714285714285714
2020-12-14;20.4;23.71;18.8;23.67;55.48730718405392;42.55837850315601;15.190246216485752;21.273031825795638;23.892867911079772;15.079365079365079
2020-12-15;23.67;23.67;19.82;20.19;46.876426945472254;43.19065673943309;15.84862525739993;16.2653147444022;17.331179622348333;8.73015873015873
2020-12-16;20.19;21.89;18.8;18.8;43.94307239754512;43.73840024003194;16.025662349127895;20.574566962399665;22.977658717001166;15.079365079365079
