time;open;high;low;close;VWAP;Upper Band #1;Lower Band #1;Volume;RSI;RSI-based MA
2020-05-08;1715.553;1723.654;1701.374;1702.39;1709.1393333333338;1709.1393333333338;1709.1393333333338;98541;54.31855443300987;57.730466898670265
2020-05-11;1702.39;1712.342;1692.126;1697.826;1700.7646666666667;1700.7646666666667;1700.7646666666667;86205;53.168102006533516;57.414820100725066
2020-05-12;1697.826;1711.19;1693.948;1702.46;1702.5326666666667;1702.5326666666667;1702.5326666666667;113313;54.22812250767512;56.884102864819184
2020-05-13;1702.46;1718.252;1699.259;1716.956;1711.4889999999996;1711.4890305175777;1711.4889694824215;165394;57.47102753363328;56.418168523052074
2020-05-14;1716.956;1736.158;1711.268;1730.786;1726.0706666666665;1726.0706666666665;1726.0706666666665;112705;60.35680498066174;56.19291374053279
2020-05-15;1730.786;1751.718;1728.846;1742.624;1741.0626666666667;1741.0626666666667;1741.0626666666667;122146;62.69047023114008;56.404952501223946
2020-05-18;1742.624;1765.256;1727.41;1732.882;1741.8493333333336;1741.8493333333336;1741.8493333333336;156510;59.58204933238125;56.48136651220693
2020-05-19;1732.882;1747.86;1726.624;1744.77;1739.7513333333334;1739.7513333333334;1739.7513333333334;131270;62.054587079348266;56.686180618041874
2020-05-20;1744.77;1754.049;1742.206;1748.104;1748.1196666666665;1748.1196971842446;1748.1196361490884;83807;62.74295174222604;57.397288675069305
2020-05-21;1748.104;1749.062;1717.568;1727.168;1731.2659999999998;1731.2659999999998;1731.2659999999998;73426;55.88678728247419;57.411709223762216
2020-05-22;1727.168;1740.227;1724.508;1734.448;1733.061;1733.061;1733.061;65954;57.620950019957576;57.547973999212616
2020-05-25;1734.448;1735.629;1721.21;1729.186;1728.6749999999997;1728.6750305175779;1728.6749694824216;26019;55.91008608759649;57.49802064672969
2020-05-26;1729.186;1735.577;1708.91;1711.079;1718.522;1718.522;1718.522;72118;50.368036369329054;57.4327417989657
2020-05-27;1711.079;1716.118;1694.006;1709.417;1706.5136666666667;1706.5136666666667;1706.5136666666667;97269;49.879305405466624;56.87698821510236
2020-05-28;1709.417;1727.545;1705.767;1718.807;1717.3729999999998;1717.3729999999998;1717.3729999999998;68774;52.67338962012069;56.75947644275313
2020-05-29;1718.807;1737.914;1712.622;1729.615;1726.7169999999999;1726.7169999999999;1726.7169999999999;73530;55.73234639925009;56.9426367565186
2020-06-01;1729.615;1744.694;1727.46;1739.923;1737.3590000000002;1737.3590000000002;1737.3590000000002;75208;58.48818286174899;57.24692678180959
2020-06-02;1739.923;1745.304;1721.698;1727.951;1731.6509999999998;1731.651030517578;1731.6509694824217;88040;54.26298003563809;57.017780531952795
2020-06-03;1727.951;1732.312;1689.589;1698.056;1706.6523333333334;1706.6523333333334;1706.6523333333334;101668;45.43627378526786;55.95202830371037
2020-06-04;1698.056;1721.483;1697.342;1714.272;1711.0323333333333;1711.0323333333333;1711.0323333333333;78238;50.17112141267634;55.05778910239154
2020-06-05;1714.272;1716.875;1670.438;1685.27;1690.861;1690.861;1690.861;128662;42.986513041746925;53.872393653060506
2020-06-08;1685.27;1700.494;1677.506;1698.298;1692.0993333333333;1692.0993333333333;1692.0993333333333;106104;46.6802970590382;52.77423008018122
2020-06-09;1698.298;1720.888;1692.368;1714.786;1709.3473333333334;1709.3473333333334;1709.3473333333334;117262;51.00650351656604;51.935912349776935
