date;SPX_QQQ_correlation_20d
2020-09-17;0.9837484401515004
2020-09-18;0.9874499301441619
2020-09-21;0.9841049053540158
2020-09-22;0.9795572476260441
2020-09-23;0.9746018812035931
2020-09-24;0.971575472927778
2020-09-25;0.9671988209734698
2020-09-28;0.9620630259854194
2020-09-29;0.9545117958191408
2020-09-30;0.9455174735950574
2020-10-01;0.883193589294928
2020-10-02;0.8504522262186771
2020-10-05;0.838841199308104
2020-10-06;0.8448348813928767
2020-10-07;0.8542671575456918
2020-10-08;0.8701374074390864
2020-10-09;0.9016960677937214
2020-10-12;0.9355100369843448
2020-10-13;0.9449882027484102
2020-10-14;0.9552471234203465
2020-10-15;0.9679162298590639
2020-10-16;0.9775002420623307
2020-10-19;0.9758812824424538
2020-10-20;0.9748453436950965
2020-10-21;0.9683027001926996
2020-10-22;0.9552779306019061
2020-10-23;0.9433619746588042
2020-10-26;0.9425528309293143
2020-10-27;0.9312928984029926
2020-10-28;0.9337991029831372
2020-10-29;0.9354956485783091
2020-10-30;0.9466564924199053
2020-11-02;0.951743599424245
2020-11-03;0.9486174312521359
2020-11-04;0.9511432697056798
2020-11-05;0.9602722727963847
2020-11-06;0.965134834046187
2020-11-09;0.9408572842339237
2020-11-10;0.8897209544498019
2020-11-11;0.886521905271845
2020-11-12;0.8880580063118748
2020-11-13;0.8911037934675377
2020-11-16;0.8991324850579266
2020-11-17;0.9046661822826959
2020-11-18;0.9083147072561505
2020-11-19;0.9128151812357326
2020-11-20;0.9149098200794896
2020-11-23;0.9146057288774465
2020-11-24;0.9227713062676611
2020-11-25;0.9134075453572935
2020-11-27;0.9124161968400737
2020-11-30;0.8736674393135564
2020-12-01;0.8057142992639431
2020-12-02;0.7125198456292706
2020-12-03;0.7450408604999972
2020-12-04;0.8495890190133716
2020-12-07;0.9487269194871383
2020-12-08;0.9547431537132838
2020-12-09;0.9508799383716707
2020-12-10;0.9492378231186288
2020-12-11;0.9488498199544619
2020-12-14;0.9342615212826755
2020-12-15;0.9495725930162711
2020-12-16;0.956442383818774
2020-12-17;0.9547763269884015
2020-12-18;0.9517415855030036
2020-12-21;0.9414115422356434
2020-12-22;0.9002615227765
2020-12-23;0.9011664630105118
2020-12-24;0.8874389489080331
2020-12-28;0.890820320738476
2020-12-29;0.887494744548414
2020-12-30;0.8956588408487609
2020-12-31;0.8973840740524078
2021-01-04;0.8887065188812092
2021-01-05;0.9072721825277771
2021-01-06;0.8257689634377936
2021-01-07;0.8266240637743153
2021-01-08;0.8779257408049854
2021-01-11;0.8766768799580525
2021-01-12;0.8788539042871457
2021-01-13;0.8683428184054248
2021-01-14;0.8686276074663596
2021-01-15;0.8540739118173652
2021-01-19;0.8611163684655841
2021-01-20;0.8710551250245779
2021-01-21;0.8677616949515393
2021-01-22;0.8740285906755243
2021-01-25;0.8735661852350916
2021-01-26;0.8731411626530382
2021-01-27;0.8372252071729136
2021-01-28;0.826656233935371
2021-01-29;0.8013986386448768
2021-02-01;0.7659656040306534
2021-02-02;0.7342870987194706
2021-02-03;0.7186981286525431
2021-02-04;0.7186716982366848
2021-02-05;0.7686687134661209
2021-02-08;0.8167419103130058
2021-02-09;0.8489021272318192
2021-02-10;0.8771703629295423
2021-02-11;0.9031435495216168
2021-02-12;0.9288949129730022
2021-02-16;0.9501634872333342
2021-02-17;0.972946547366785
2021-02-18;0.9850236295978532
2021-02-19;0.9846711741756564
2021-02-22;0.9439354543630547
2021-02-23;0.8942876130187019
2021-02-24;0.8378170181788821
2021-02-25;0.7780631038104062
2021-02-26;0.7775139945369978
2021-03-01;0.7085513480366691
2021-03-02;0.7336668643707531
2021-03-03;0.8312581072726379
2021-03-04;0.9160341596998147
2021-03-05;0.9251431697775466
2021-03-08;0.924379500775801
2021-03-09;0.9058143195034749
2021-03-10;0.8607694539351399
2021-03-11;0.810105092654026
2021-03-12;0.7464035373723715
2021-03-15;0.6772875330465236
2021-03-16;0.6459062348331845
2021-03-17;0.6345895390416806
2021-03-18;0.6319723069821457
2021-03-19;0.6627320115102544
2021-03-22;0.7068675369717513
2021-03-23;0.7388191806591838
2021-03-24;0.743564233309859
2021-03-25;0.7437776478568218
2021-03-26;0.7785805317497527
2021-03-29;0.8321898846862278
2021-03-30;0.8763770427584868
2021-03-31;0.8879090446953007
2021-04-01;0.8999399327625605
2021-04-05;0.931319923382887
2021-04-06;0.9324730126999602
2021-04-07;0.9467657750818701
2021-04-08;0.9546490706841364
2021-04-09;0.9660618730454198
2021-04-12;0.9711948060185563
2021-04-13;0.9751817883266733
2021-04-14;0.9781009423980173
2021-04-15;0.9818141788546277
2021-04-16;0.9824440740890412
2021-04-19;0.9813438583107363
2021-04-20;0.9828272120797104
2021-04-21;0.9880362250974534
2021-04-22;0.9881808045604572
2021-04-23;0.9832438031117484
2021-04-26;0.9820038989706249
2021-04-27;0.9777520772778564
2021-04-28;0.9708798486779747
2021-04-29;0.9416407173861638
2021-04-30;0.9025653395599974
2021-05-03;0.8219150711781606
2021-05-04;0.6018719241600282
2021-05-05;0.36113525132511587
2021-05-06;0.1664597242784517
2021-05-07;0.04645739101089019
2021-05-10;-0.03773746867180189
2021-05-11;0.12337113848470198
2021-05-12;0.5525934707206982
2021-05-13;0.6405507756047942
2021-05-14;0.6178280447271367
2021-05-17;0.6246760875433222
2021-05-18;0.6979980667038578
2021-05-19;0.7322906284900003
2021-05-20;0.777677313830435
2021-05-21;0.7892193119826044
2021-05-24;0.8053729723579487
2021-05-25;0.8260982792177695
2021-05-26;0.8552292019882439
2021-05-27;0.8568981331296387
2021-05-28;0.9025166329405437
2021-06-01;0.9204637187160997
2021-06-02;0.9300141986848618
2021-06-03;0.930676017325182
2021-06-04;0.9359944520998461
2021-06-07;0.9406585267511843
2021-06-08;0.9648821656122142
2021-06-09;0.965350361504065
2021-06-10;0.9641444047093679
2021-06-11;0.9594770642233955
2021-06-14;0.964853247707405
2021-06-15;0.9717507577489264
2021-06-16;0.9537267135896328
2021-06-17;0.8816600329623157
2021-06-18;0.6460871068586931
2021-06-21;0.5377235345825476
2021-06-22;0.5687678224328108
2021-06-23;0.5657751259057383
2021-06-24;0.6200118040108714
2021-06-25;0.6574832051590289
2021-06-28;0.713077307657233
2021-06-29;0.7454758421050549
2021-06-30;0.7694322695248885
2021-07-01;0.7695877597666877
2021-07-02;0.8266669255246928
2021-07-06;0.8630610473885741
2021-07-07;0.8936811076681849
2021-07-08;0.9023636540518818
2021-07-09;0.9216521678558732
2021-07-12;0.9433815636192286
2021-07-13;0.9541182463744693
2021-07-14;0.9696717849504142
2021-07-15;0.979281083770033
2021-07-16;0.9771328119828421
2021-07-19;0.9547571443334876
2021-07-20;0.9425862727815043
2021-07-21;0.935437714526256
2021-07-22;0.9184970620928059
2021-07-23;0.9225977784905605
2021-07-26;0.9413077953648409
2021-07-27;0.9372904174277885
2021-07-28;0.935041124788076
2021-07-29;0.9324849741826577
2021-07-30;0.9445612959230051
2021-08-02;0.9547226187573836
2021-08-03;0.9568072650918339
2021-08-04;0.9535315727423617
2021-08-05;0.9514157204164072
2021-08-06;0.9580211660146335
2021-08-09;0.9656014562748723
2021-08-10;0.9602475267998549
2021-08-11;0.9437816347484279
2021-08-12;0.9351804045417035
2021-08-13;0.9302177839343971
2021-08-16;0.8625627285205962
2021-08-17;0.7471851366450892
2021-08-18;0.6525006261859991
2021-08-19;0.6161636364645094
2021-08-20;0.6604648592867205
2021-08-23;0.7474549448650954
2021-08-24;0.781676472265425
2021-08-25;0.8243997837062289
2021-08-26;0.8303697184787293
2021-08-27;0.854755980834731
2021-08-30;0.8892547316417455
2021-08-31;0.9056682249746945
2021-09-01;0.9349525797039364
2021-09-02;0.9559893014211855
2021-09-03;0.9618389282570484
2021-09-07;0.9634360330507797
2021-09-08;0.959677045658161
2021-09-09;0.9475836350187401
2021-09-10;0.9222916777770417
2021-09-13;0.9143303488540648
2021-09-14;0.9038800673936701
2021-09-15;0.9030897421181457
2021-09-16;0.8525823100855909
2021-09-17;0.7780655327477595
2021-09-20;0.8654200104751614
2021-09-21;0.9151932602911941
2021-09-22;0.9335433919001629
2021-09-23;0.9473910379023565
2021-09-24;0.9618151952103947
2021-09-27;0.9664025592129419
2021-09-28;0.957674821051415
2021-09-29;0.9520611406539539
2021-09-30;0.9612450744982154
2021-10-01;0.9641808122922622
2021-10-04;0.9685174706785243
2021-10-05;0.9643493307774105
2021-10-06;0.9599907360387
2021-10-07;0.9482755430971127
2021-10-08;0.9362269695931881
2021-10-11;0.9284637071164406
2021-10-12;0.925340857911457
2021-10-13;0.9101780338699598
2021-10-14;0.8753602593306682
2021-10-15;0.8606187029122082
2021-10-18;0.8979826616190915
2021-10-19;0.9392467394178428
2021-10-20;0.9597959548033892
2021-10-21;0.9727766675432159
2021-10-22;0.9800491447240937
2021-10-25;0.9869935334061757
2021-10-26;0.988984213445263
2021-10-27;0.9870020594838498
2021-10-28;0.9909547439583544
2021-10-29;0.990649830326666
2021-11-01;0.9884435405887485
2021-11-02;0.987694629170947
2021-11-03;0.9874433766690456
2021-11-04;0.9849108977929639
2021-11-05;0.9849805399206584
2021-11-08;0.9848655411262899
2021-11-09;0.9834587706677448
2021-11-10;0.9841641997742876
2021-11-11;0.9840110097087382
2021-11-12;0.982390475056952
2021-11-15;0.9850324412736265
2021-11-16;0.986546631709501
2021-11-17;0.9849943484262683
2021-11-18;0.9819505005697444
2021-11-19;0.9679809699805686
2021-11-22;0.9600587809319601
2021-11-23;0.9531347922263235
2021-11-24;0.9403579620995223
2021-11-26;0.8771277768361554
2021-11-29;0.7974231345783349
2021-11-30;0.6512168026018191
2021-12-01;0.7324068397756123
2021-12-02;0.7683756393080915
2021-12-03;0.8181635347816377
2021-12-06;0.8189824735999733
2021-12-07;0.8185174899981259
2021-12-08;0.8305171053661206
2021-12-09;0.8431333218137579
2021-12-10;0.8570795580342984
2021-12-13;0.8490715282094149
2021-12-14;0.8391862227451706
2021-12-15;0.8347509855752023
2021-12-16;0.7693463206230625
2021-12-17;0.7402199206916029
2021-12-20;0.7530551685309458
2021-12-21;0.736678174304964
2021-12-22;0.7254953356776362
2021-12-23;0.7251402848675338
2021-12-27;0.7877267225828775
2021-12-28;0.8383524636039144
2021-12-29;0.8972637693281764
2021-12-30;0.9268421116818558
2021-12-31;0.9406218774875718
2022-01-03;0.9392539592739185
2022-01-04;0.9093315399318155
2022-01-05;0.879346857245336
2022-01-06;0.868296637872258
2022-01-07;0.8475268949272975
2022-01-10;0.8434887369317036
2022-01-11;0.838576691627832
2022-01-12;0.8337226060465066
2022-01-13;0.8454398465278122
2022-01-14;0.847444662819807
2022-01-18;0.8842158202670231
2022-01-19;0.9327580111671222
2022-01-20;0.9589449613110906
2022-01-21;0.9742875793359147
2022-01-24;0.9818988243902185
2022-01-25;0.9870734065631694
2022-01-26;0.9900477304411599
2022-01-27;0.9921357223790446
2022-01-28;0.9935644384968173
2022-01-31;0.9948267880847922
2022-02-01;0.9971706892516565
2022-02-02;0.9960673274648009
2022-02-03;0.9926991530046018
2022-02-04;0.9910291664803001
2022-02-07;0.9885776692709901
2022-02-08;0.9852570110135048
2022-02-09;0.9807653088271127
2022-02-10;0.9745003816892287
2022-02-11;0.9669023990748592
2022-02-14;0.9591943896319091
2022-02-15;0.9564035421310919
2022-02-16;0.9592516031104736
2022-02-17;0.9693594716776408
2022-02-18;0.9762619970445824
2022-02-22;0.9855514416496967
2022-02-23;0.9898014589626146
2022-02-24;0.9868751270443443
2022-02-25;0.9863724309770567
2022-02-28;0.9860679139934915
2022-03-01;0.9864046206587547
2022-03-02;0.9872322350856285
2022-03-03;0.9846993094436577
2022-03-04;0.9826526244782093
2022-03-07;0.9839498798406582
2022-03-08;0.9867656871850254
2022-03-09;0.986211908207397
2022-03-10;0.9819763521726207
2022-03-11;0.979952988868485
2022-03-14;0.980846051326128
2022-03-15;0.9770438514509798
2022-03-16;0.9702631465086216
2022-03-17;0.9566203986152846
2022-03-18;0.9585387101212661
2022-03-21;0.9604123136803038
2022-03-22;0.9681593579719698
2022-03-23;0.9700427540616984
2022-03-24;0.9813884812178076
2022-03-25;0.9834075193925867
2022-03-28;0.9877280217576844
2022-03-29;0.9937467835031805
2022-03-30;0.9954009490585395
2022-03-31;0.9947415946056953
2022-04-01;0.994913745192071
2022-04-04;0.9936449592975753
2022-04-05;0.993841864507017
2022-04-06;0.9947278732394337
2022-04-07;0.9942912480101032
2022-04-08;0.9895381170813349
2022-04-11;0.9806847285154593
2022-04-12;0.9740868006706258
2022-04-13;0.975012598516744
2022-04-14;0.9771431689579699
2022-04-18;0.9804071883859162
2022-04-19;0.9788496385863454
2022-04-20;0.9683716164739906
2022-04-21;0.9737731792494804
2022-04-22;0.9758607074415468
2022-04-25;0.9755637074055667
2022-04-26;0.9745172107736833
2022-04-27;0.9746080940022089
2022-04-28;0.9726886529574756
2022-04-29;0.975659941109015
2022-05-02;0.9733255435767935
2022-05-03;0.9767631328141845
2022-05-04;0.981630811902495
2022-05-05;0.9858827657659835
2022-05-06;0.9882796658207936
2022-05-09;0.9900156033119448
2022-05-10;0.9910068771573023
2022-05-11;0.9923662856185524
2022-05-12;0.9935485716299943
2022-05-13;0.9934789135976261
2022-05-16;0.9931645538685828
2022-05-17;0.991813735195011
2022-05-18;0.9921631977071637
2022-05-19;0.9946481213795648
2022-05-20;0.9950764754579601
2022-05-23;0.9935220792498668
2022-05-24;0.9900253084574415
2022-05-25;0.9869385859404349
2022-05-26;0.9796472334392928
2022-05-27;0.973895691529457
2022-05-31;0.9750785960840181
2022-06-01;0.9752984737925323
2022-06-02;0.969044699612884
2022-06-03;0.9680834109704964
2022-06-06;0.9676706980958971
2022-06-07;0.9701183988376558
2022-06-08;0.9766994168605541
2022-06-09;0.9753414302926945
2022-06-10;0.9760128898355878
2022-06-13;0.9854612818243286
2022-06-14;0.9877176123384445
2022-06-15;0.9863495038192985
2022-06-16;0.9883345426317185
2022-06-17;0.9875421610971383
2022-06-21;0.986767744753331
2022-06-22;0.986818562409646
2022-06-23;0.9896183442744165
2022-06-24;0.990924120292125
2022-06-27;0.9917043405856973
2022-06-28;0.9916191573234013
2022-06-29;0.9911498580194645
2022-06-30;0.9906413551972629
2022-07-01;0.9885159871015874
2022-07-05;0.986037671756155
2022-07-06;0.9814631540139491
2022-07-07;0.9714912456961807
2022-07-08;0.9567516907848592
2022-07-11;0.9556666454618093
2022-07-12;0.9659729962932261
2022-07-13;0.968523496939384
2022-07-14;0.9594689324140039
2022-07-15;0.9592353118184828
2022-07-18;0.9396329737668918
2022-07-19;0.936294697008123
2022-07-20;0.9463854597220439
2022-07-21;0.9590591465194586
2022-07-22;0.9645429262601242
2022-07-25;0.9658459895194221
2022-07-26;0.9650989423705338
2022-07-27;0.9708864476123065
2022-07-28;0.9735404184142415
2022-07-29;0.978365259673835
2022-08-01;0.9886325881491798
2022-08-02;0.9896032958916483
2022-08-03;0.9891975151497528
2022-08-04;0.9876261762564461
2022-08-05;0.98827633332153
2022-08-08;0.9886647535761289
2022-08-09;0.9878324629077706
2022-08-10;0.9872383929042078
2022-08-11;0.9860499057120583
2022-08-12;0.9846229103731132
2022-08-15;0.9832817226562751
2022-08-16;0.9821018120140044
2022-08-17;0.9805958095255709
2022-08-18;0.9805731293816894
2022-08-19;0.9750444726782488
2022-08-22;0.9670715770716809
2022-08-23;0.9492313245029539
2022-08-24;0.9343129551084112
2022-08-25;0.9208030442054622
2022-08-26;0.9305796909338389
2022-08-29;0.9408633987591523
2022-08-30;0.9544337023731402
2022-08-31;0.9692935854406469
2022-09-01;0.983040565611143
2022-09-02;0.9900722078868954
2022-09-06;0.9946252989514122
2022-09-07;0.9958606775585913
2022-09-08;0.9967363589049393
2022-09-09;0.9969003703501296
2022-09-12;0.9963170678464316
2022-09-13;0.9968823730432917
2022-09-14;0.9967599233588976
2022-09-15;0.9963599860978002
2022-09-16;0.9958657687092577
2022-09-19;0.995130543297765
2022-09-20;0.9944958702391855
2022-09-21;0.9936696844105652
2022-09-22;0.9937881943933705
2022-09-23;0.9934587934717283
2022-09-26;0.993064891579177
2022-09-27;0.9925480014315421
2022-09-28;0.9924200375736564
2022-09-29;0.9943035992842841
2022-09-30;0.9954366386742051
2022-10-03;0.9953941169729564
2022-10-04;0.9950024893832308
2022-10-05;0.9945787063170416
2022-10-06;0.9941389914585697
2022-10-07;0.9923966854549611
2022-10-10;0.988356018861068
2022-10-11;0.9832421150754261
2022-10-12;0.9796140483694913
2022-10-13;0.9724616130487208
2022-10-14;0.9670667886318709
2022-10-17;0.9550796911906609
2022-10-18;0.9268890131119292
2022-10-19;0.9061805860589974
2022-10-20;0.8942500626895088
2022-10-21;0.8883737719104251
2022-10-24;0.8995990722623551
2022-10-25;0.9308171539849838
2022-10-26;0.9332944012396822
2022-10-27;0.9117208472351318
2022-10-28;0.9113687686114554
2022-10-31;0.9072733914769439
2022-11-01;0.8971938728341053
2022-11-02;0.873314162087126
2022-11-03;0.84642782092195
2022-11-04;0.8151023711105572
2022-11-07;0.7855065914895842
2022-11-08;0.7415487158053377
2022-11-09;0.6970148288208647
2022-11-10;0.7480261636427151
2022-11-11;0.7699246837086904
2022-11-14;0.8052705483648538
2022-11-15;0.8434183196838646
2022-11-16;0.8669023750049716
2022-11-17;0.8976131658204428
2022-11-18;0.928226000936322
2022-11-21;0.9505732089264252
2022-11-22;0.9725736626803623
2022-11-23;0.9828891257483843
2022-11-25;0.9826030843675151
2022-11-28;0.9844267258318189
2022-11-29;0.9841718742520793
2022-11-30;0.9857540406595453
2022-12-01;0.9858793754883542
2022-12-02;0.9823889401289957
2022-12-05;0.9778861063695784
2022-12-06;0.9731817591728776
2022-12-07;0.9682439302855098
2022-12-08;0.9236733399096341
2022-12-09;0.925859298921281
2022-12-12;0.9283094472963381
2022-12-13;0.936536618773633
2022-12-14;0.9528742379306949
2022-12-15;0.9676748363727234
2022-12-16;0.9836688444296495
2022-12-19;0.9896827577869273
2022-12-20;0.9915980428486144
2022-12-21;0.9913181044263357
2022-12-22;0.9890579316713203
2022-12-23;0.986173634779273
2022-12-27;0.9787253176039111
2022-12-28;0.9798612670137856
2022-12-29;0.9759513571586376
2022-12-30;0.9722657562617096
2023-01-03;0.9703161528795329
2023-01-04;0.9619411054123069
2023-01-05;0.961440344189668
2023-01-06;0.9491928084375152
2023-01-09;0.9402501457794796
2023-01-10;0.9339376309922572
2023-01-11;0.9169869805379094
2023-01-12;0.8909820415265784
2023-01-13;0.8853972103768193
2023-01-17;0.9134784029264564
2023-01-18;0.9335951322333357
2023-01-19;0.9465336611055465
2023-01-20;0.9620271887871653
2023-01-23;0.9690477058244475
2023-01-24;0.9735048091813491
2023-01-25;0.975436126046308
2023-01-26;0.9771692310926294
2023-01-27;0.976822604488327
2023-01-30;0.9744694225415257
2023-01-31;0.9760655817355979
2023-02-01;0.9787002160995296
2023-02-02;0.9815838553215775
2023-02-03;0.9816154266820596
2023-02-06;0.9802435732515768
2023-02-07;0.9808344901630063
2023-02-08;0.9791214617192671
2023-02-09;0.9769943999880474
2023-02-10;0.9800079451718128
2023-02-13;0.9857621813165155
2023-02-14;0.9888943549125542
2023-02-15;0.9866935691559366
2023-02-16;0.9786393075941557
2023-02-17;0.9678354016946276
2023-02-21;0.9406020131571747
2023-02-22;0.9168385141959587
2023-02-23;0.9033126591235102
2023-02-24;0.9216198991459938
2023-02-27;0.9292591915727778
2023-02-28;0.9407421476317842
2023-03-01;0.9733793049753326
2023-03-02;0.9849521501479509
2023-03-03;0.983664333407488
2023-03-06;0.9818759908252906
2023-03-07;0.9779305586436913
2023-03-08;0.9656342678457388
2023-03-09;0.9557548498521216
2023-03-10;0.956068287395874
2023-03-13;0.9505898058420765
2023-03-14;0.9133495377312966
2023-03-15;0.8099987479802736
2023-03-16;0.5791505113720933
2023-03-17;0.3504915522356404
2023-03-20;0.23118000737700048
2023-03-21;0.3109718070925715
2023-03-22;0.28399941047463684
2023-03-23;0.2678237656315292
2023-03-24;0.29821284802377973
2023-03-27;0.3440874436425223
2023-03-28;0.3759619322183128
2023-03-29;0.4545235823232702
2023-03-30;0.5719347157262996
2023-03-31;0.7342036235177783
2023-04-03;0.8418356111816656
2023-04-04;0.8916330928139405
2023-04-05;0.9252178019022996
2023-04-06;0.9401191475157796
2023-04-10;0.9453505880330961
2023-04-11;0.9415356854900326
2023-04-12;0.9466333438651767
2023-04-13;0.9473948540403194
2023-04-14;0.9469897991101972
2023-04-17;0.9380449736827411
2023-04-18;0.9315380412212081
2023-04-19;0.9283885594297421
2023-04-20;0.9030194328209671
2023-04-21;0.8853752240558925
2023-04-24;0.8615911651841514
2023-04-25;0.7939902139238758
2023-04-26;0.6886348716448857
2023-04-27;0.6557540753254899
2023-04-28;0.7365342196802884
2023-05-01;0.8164116752937848
2023-05-02;0.8182841039881316
2023-05-03;0.8344914580532479
2023-05-04;0.7958772741766916
2023-05-05;0.7814916107748003
2023-05-08;0.7616044509504295
2023-05-09;0.7299890438288378
2023-05-10;0.6811861419191867
2023-05-11;0.6383099396156976
2023-05-12;0.6092604771257896
2023-05-15;0.6134083522026895
2023-05-16;0.5697794923421696
2023-05-17;0.6420477259563998
2023-05-18;0.7505648092873125
2023-05-19;0.8116098951979662
2023-05-22;0.866056956564746
2023-05-23;0.8297068801926369
2023-05-24;0.7259476699336918
2023-05-25;0.6999713817067399
2023-05-26;0.8008372613713933
2023-05-30;0.874646510909534
2023-05-31;0.8675605227623662
2023-06-01;0.8758779749301165
2023-06-02;0.8751010246565136
2023-06-05;0.8945741078175388
2023-06-06;0.9066865142286378
2023-06-07;0.8994335464989762
2023-06-08;0.9016362784909294
2023-06-09;0.9020309793390439
2023-06-12;0.9081837664878546
2023-06-13;0.9186365739054
2023-06-14;0.9213115876076158
2023-06-15;0.9375580789414143
2023-06-16;0.949368140257302
2023-06-20;0.9592748929964628
2023-06-21;0.9651080756043348
2023-06-22;0.9689443772506039
2023-06-23;0.9683027726933473
2023-06-26;0.9600130407540822
2023-06-27;0.9568763071592989
2023-06-28;0.956960860785392
2023-06-29;0.9554165338421797
2023-06-30;0.9655802701285034
2023-07-03;0.9642644865753203
2023-07-05;0.9671215574700494
2023-07-06;0.9658835404598802
2023-07-07;0.9600229239129809
2023-07-10;0.9528048088753714
2023-07-11;0.9374231884705259
2023-07-12;0.941790508332181
2023-07-13;0.9532906798340262
2023-07-14;0.963984725212143
2023-07-17;0.9672807466820144
2023-07-18;0.9743659652455677
2023-07-19;0.9812343411075605
2023-07-20;0.9717845652234502
2023-07-21;0.9623252261731542
2023-07-24;0.946954788979473
2023-07-25;0.9278356858425271
2023-07-26;0.9088715140046981
2023-07-27;0.895811848276385
2023-07-28;0.8903752650750179
2023-07-31;0.8949579081381863
2023-08-01;0.8960226031739189
2023-08-02;0.8867002767450485
2023-08-03;0.8691240051191771
2023-08-04;0.8438177219993487
2023-08-07;0.7903485259648946
2023-08-08;0.737357404372518
2023-08-09;0.7725885958501475
2023-08-10;0.8259271961334215
2023-08-11;0.8759360481221778
2023-08-14;0.9167386076733572
2023-08-15;0.9466111689121881
2023-08-16;0.9720961145608352
2023-08-17;0.9790291450527183
2023-08-18;0.9833821094758277
2023-08-21;0.9842413395644422
2023-08-22;0.9816623216877207
2023-08-23;0.9803774316211569
2023-08-24;0.980337197342914
2023-08-25;0.9772702178080042
2023-08-28;0.970477361073369
2023-08-29;0.9601461073123446
2023-08-30;0.9581391313802028
2023-08-31;0.9510539605698257
2023-09-01;0.9534020284789997
2023-09-05;0.944067829029386
2023-09-06;0.9387892085045174
2023-09-07;0.9416075876366006
2023-09-08;0.9455611121433861
2023-09-11;0.9618867127186124
2023-09-12;0.975956709583891
2023-09-13;0.9779369682347343
2023-09-14;0.9794836073970048
2023-09-15;0.9768265009125932
2023-09-18;0.9743351534675312
2023-09-19;0.971371238732707
2023-09-20;0.969751911715547
2023-09-21;0.9754957531671777
2023-09-22;0.976755361398933
2023-09-25;0.9824886186084806
2023-09-26;0.9899790873998157
2023-09-27;0.9916590744173618
2023-09-28;0.9916140558501043
2023-09-29;0.988651117426487
2023-10-02;0.9771307728909117
2023-10-03;0.9737870094721911
