time;open;high;low;close;RSI;RSI-based MA
2021-01-29;1.62;1.62;1.62;1.62;;
2021-02-01;1.72;1.72;1.72;1.72;;
2021-02-02;1.89;1.89;1.89;1.89;;
2021-02-03;1.73;1.73;1.73;1.73;;
2021-02-04;1.86;1.86;1.86;1.86;;
2021-02-05;1.45;1.45;1.45;1.45;;
2021-02-08;1.34;1.34;1.34;1.34;;
2021-02-09;1.53;1.53;1.53;1.53;;
2021-02-10;1.99;1.99;1.99;1.99;;
2021-02-11;1.56;1.56;1.56;1.56;;
2021-02-12;1.75;1.75;1.75;1.75;;
2021-02-16;1.28;1.28;1.28;1.28;;
2021-02-17;1.68;1.68;1.68;1.68;;
2021-02-18;1.12;1.12;1.12;1.12;;
2021-02-19;1.36;1.36;1.36;1.36;46.766169154228855;
2021-02-22;1.51;1.51;1.51;1.51;48.82266372332597;
2021-02-23;1.44;1.44;1.44;1.44;47.89283731260411;
2021-02-24;1.48;1.48;1.48;1.48;48.4964580325405;
2021-02-25;1.24;1.24;1.24;1.24;45.11920148840222;
2021-02-26;0.94;0.94;0.94;0.94;41.25202494233437;
2021-03-01;0.95;0.95;0.95;0.95;41.43222492661909;
2021-03-02;1.26;1.26;1.26;1.26;46.872576643521306;
2021-03-03;1.23;1.23;1.23;1.23;46.42316200537253;
2021-03-04;1.14;1.14;1.14;1.14;45.028335419120616;
2021-03-05;1.39;1.39;1.39;1.39;49.56177158858022;
2021-03-08;1.29;1.29;1.29;1.29;47.86149508630389;
2021-03-09;1.43;1.43;1.43;1.43;50.42564000261835;
2021-03-10;1.27;1.27;1.27;1.27;47.547647504443525;46.678729130715396
2021-03-11;1.32;1.32;1.32;1.32;48.536144296676916;46.80515592660454
2021-03-12;1.09;1.09;1.09;1.09;44.39180230759622;46.48866582548099
2021-03-15;1.19;1.19;1.19;1.19;46.529571550109715;46.39128969958853
2021-03-16;1.4;1.4;1.4;1.4;50.8065155905171;46.55629381087258
2021-03-17;1.94;1.94;1.94;1.94;59.72707728384062;47.59971351054675
2021-03-18;1.15;1.15;1.15;1.15;46.45509048079359;47.971361049008124
2021-03-19;1.25;1.25;1.25;1.25;48.02936439171919;48.442585296515276
2021-03-22;1.28;1.28;1.28;1.28;48.518377246032955;48.560142482408956
2021-03-23;1.85;1.85;1.85;1.85;56.829947948007025;49.303484335454286
2021-03-24;1.35;1.35;1.35;1.35;49.30953610750727;49.60928438462476
2021-03-25;1.11;1.11;1.11;1.11;46.15245938738307;49.36576208453925
2021-03-26;1.41;1.41;1.41;1.41;50.42523041125239;49.548886036321285
2021-03-29;1.16;1.16;1.16;1.16;47.073106641604134;49.309419367677414
2021-03-30;1.26;1.26;1.26;1.26;48.54654301876905;49.380769047272096
2021-03-31;1.22;1.22;1.22;1.22;47.97126100728164;49.34042024088672
2021-04-01;1.32;1.32;1.32;1.32;49.579872317970654;49.71099667019918
2021-04-05;1.2;1.2;1.2;1.2;47.67500599548908;49.792813416297705
2021-04-06;1.28;1.28;1.28;1.28;49.07957960581941;49.66946084596215
2021-04-07;1.39;1.39;1.39;1.39;51.026222559267595;49.047971222778365
2021-04-08;1.41;1.41;1.41;1.41;51.39008828375506;49.40047106584704
2021-04-09;1.17;1.17;1.17;1.17;46.88808346664906;49.31895099977061
2021-04-12;1.18;1.18;1.18;1.18;47.09604746244302;49.21735601522846
2021-04-13;1.27;1.27;1.27;1.27;49.03039558354708;48.66024513205275
2021-04-14;1.45;1.45;1.45;1.45;52.7513202120247;48.906086853804005
2021-04-15;1.34;1.34;1.34;1.34;50.33308774869543;49.20470316532631
2021-04-16;1.02;1.02;1.02;1.02;44.01217848847958;48.74662802798539
2021-04-19;1.34;1.34;1.34;1.34;50.68202583689585;49.00440797050623
2021-04-20;1.75;1.75;1.75;1.75;57.64432243191577;49.65424935715957
2021-04-21;1.26;1.26;1.26;1.26;48.78102851630046;49.712089893518055
2021-04-22;1.11;1.11;1.11;1.11;46.427632505223286;49.486929906893245
2021-04-23;1.22;1.22;1.22;1.22;48.39385032262221;49.5382759302599
2021-04-26;1.17;1.17;1.17;1.17;47.539748458121295;49.428287991138596
2021-04-27;1.27;1.27;1.27;1.27;49.46090022201535;49.31647925276344
2021-04-28;1.28;1.28;1.28;1.28;49.65943385235082;49.192861079091706
2021-04-29;1.09;1.09;1.09;1.09;45.964809164451374;49.12691291464902
2021-04-30;1.11;1.11;1.11;1.11;46.41672637896888;49.07838998011515
2021-05-03;1.26;1.26;1.26;1.26;49.80726724757646;49.1338808132601
2021-05-04;0.97;0.97;0.97;0.97;44.009301580184484;48.5094509109858
2021-05-05;1.58;1.58;1.58;1.58;55.69281803413566;48.89228878851724
2021-05-06;1.46;1.46;1.46;1.46;53.335021845247;49.55820617114348
2021-05-07;1.28;1.28;1.28;1.28;49.92100006675847;49.50384718756224
2021-05-10;1.29;1.29;1.29;1.29;50.112056466699016;48.96582819004676
2021-05-11;1.2;1.2;1.2;1.2;48.3251320431978;48.933264156253706
2021-05-12;1.48;1.48;1.48;1.48;53.83994154000724;49.46271480159542
2021-05-13;1.38;1.38;1.38;1.38;51.717126396630285;49.70009166402457
2021-05-14;1.36;1.36;1.36;1.36;51.28163046593454;49.96736895029694
2021-05-17;1.14;1.14;1.14;1.14;46.63012375298547;49.76517063108052
2021-05-18;1.25;1.25;1.25;1.25;49.11539023776492;49.72631037289581
2021-05-19;1.35;1.35;1.35;1.35;51.33406594831031;50.10982871460003
2021-05-20;1.2;1.2;1.2;1.2;47.956304081944864;50.21979855052688
2021-05-21;1.31;1.31;1.31;1.31;50.52715199771636;50.27121888982259
2021-05-24;1.49;1.49;1.49;1.49;54.488927216732556;51.01976357814745
2021-05-25;1.58;1.58;1.58;1.58;56.37023760915304;51.06815069064869
2021-05-26;1.21;1.21;1.21;1.21;47.64962886334404;50.66205119194134
2021-05-27;1.5;1.5;1.5;1.5;53.69601972629323;50.93169545333668
2021-05-28;1.51;1.51;1.51;1.51;53.89377256528623;51.20181803180719
2021-06-01;0.87;0.87;0.87;0.87;41.63760258168548;50.724137355984894
2021-06-02;1.7;1.7;1.7;1.7;55.70598193603831;50.857425955701395
2021-06-03;1.3;1.3;1.3;1.3;49.511771004036596;50.699900570516135
2021-06-04;1.38;1.38;1.38;1.38;50.69266354199783;50.657831504520644
2021-06-07;1.47;1.47;1.47;1.47;52.05139437061138;51.04506512006535
2021-06-08;1.32;1.32;1.32;1.32;49.598257723705984;51.07955565477543
2021-06-09;1.5;1.5;1.5;1.5;52.491762607117245;51.16224827326164
2021-06-10;1.38;1.38;1.38;1.38;50.413874439264724;51.3377890130702
2021-06-11;1.32;1.32;1.32;1.32;49.361728316584525;51.25454446441792
2021-06-14;1.21;1.21;1.21;1.21;47.40826109731062;50.748782598744924
2021-06-15;1.39;1.39;1.39;1.39;50.836883652896184;50.35354303044086
2021-06-16;1.1;1.1;1.1;1.1;45.67091212032993;50.212206120225574
2021-06-17;0.61;0.61;0.61;0.61;38.543844426397115;49.129907884518715
2021-06-18;1.16;1.16;1.16;1.16;48.296869312105926;48.73012908072012
2021-06-21;1.38;1.38;1.38;1.38;51.60525992190971;49.44210460502185
2021-06-22;1.49;1.49;1.49;1.49;53.217171095620145;49.26433240213483
2021-06-23;1.11;1.11;1.11;1.11;47.34988257057827;49.10991179974496
2021-06-24;1.28;1.28;1.28;1.28;50.00545580017149;49.06082553247165
2021-06-25;1.19;1.19;1.19;1.19;48.60766565533473;48.81484490995189
2021-06-28;1.32;1.32;1.32;1.32;50.74919222978135;48.897054517528694
2021-06-29;1.24;1.24;1.24;1.24;49.38537920364915;48.67516998870955
2021-06-30;1.17;1.17;1.17;1.17;48.16567070809074;48.51458400791141
2021-07-01;1.46;1.46;1.46;1.46;53.31039917524193;48.79663192638693
2021-07-02;1.26;1.26;1.26;1.26;49.65037315643734;48.95678278775313
2021-07-06;1.23;1.23;1.23;1.23;49.10576931537514;48.833131763644474
2021-07-07;0.99;0.99;0.99;0.99;44.86592883770977;48.775632957743035
2021-07-08;1.05;1.05;1.05;1.05;46.11844069227267;49.31667554816271
2021-07-09;1.21;1.21;1.21;1.21;49.41839412570061;49.39678446341948
2021-07-12;1.13;1.13;1.13;1.13;47.840710336788206;49.127888064482235
2021-07-13;1.7;1.7;1.7;1.7;58.10375059820973;49.47692945752434
2021-07-14;1.23;1.23;1.23;1.23;49.46162742725276;49.62776837585823
2021-07-15;1.48;1.48;1.48;1.48;53.42946887596001;49.87234073841455
2021-07-16;1.11;1.11;1.11;1.11;47.4871547628997;49.79230424609777
2021-07-19;1.29;1.29;1.29;1.29;50.378500941607186;49.765826296942464
2021-07-20;1.22;1.22;1.22;1.22;49.242995487506946;49.75565603150374
2021-07-21;1.11;1.11;1.11;1.11;47.43369672922362;49.70337217587037
2021-07-22;1.35;1.35;1.35;1.35;51.61117445509282;49.58199898157402
2021-07-23;1.05;1.05;1.05;1.05;46.623415173030764;49.36578769704497
2021-07-26;1.07;1.07;1.07;1.07;46.99120784884327;49.2147475922927
2021-07-27;1.2;1.2;1.2;1.2;49.430366984152066;49.54077888846715
2021-07-28;1.03;1.03;1.03;1.03;46.42215929644374;49.56247307447937
2021-07-29;1.1;1.1;1.1;1.1;47.83004767439117;49.44901975652869
2021-07-30;1.1;1.1;1.1;1.1;47.83004767439117;49.448258137786055
2021-08-02;1.3;1.3;1.3;1.3;52.00879396090576;49.01290409226434
2021-08-03;1.54;1.54;1.54;1.54;56.510488499087;49.51639416882393
2021-08-04;1.04;1.04;1.04;1.04;46.68535481112226;49.03467173562124
2021-08-05;1.06;1.06;1.06;1.06;47.08168765805414;49.00570979956084
2021-08-06;1.63;1.63;1.63;1.63;56.912591738432226;49.472430570762626
2021-08-09;1.41;1.41;1.41;1.41;52.83292544024655;49.72885413881545
2021-08-10;1.27;1.27;1.27;1.27;50.359017338914846;49.93780561093625
2021-08-11;1.56;1.56;1.56;1.56;55.05390803338397;50.18371515224276
2021-08-12;1.45;1.45;1.45;1.45;53.00609502676846;50.63962085608117
2021-08-13;1.54;1.54;1.54;1.54;54.497421273786884;51.17577895786285
2021-08-16;1.48;1.48;1.48;1.48;53.28342682930121;51.45099751823066
2021-08-17;1.15;1.15;1.15;1.15;47.0725130038277;51.49745135447237
2021-08-18;1.09;1.09;1.09;1.09;46.02211964638091;51.36831363818592
2021-08-19;1.16;1.16;1.16;1.16;47.494173025911394;51.34432259186593
2021-08-20;1.28;1.28;1.28;1.28;50.010981852762676;51.20162172699856
2021-08-23;1;1;1;1;44.63475761212015;50.35335523507236
2021-08-24;1.21;1.21;1.21;1.21;49.057936212262085;50.522825335153776
2021-08-25;1.16;1.16;1.16;1.16;48.073164923296396;50.59364513981394
2021-08-26;1.83;1.83;1.83;1.83;59.736590736971685;50.79535935399532
2021-08-27;1.02;1.02;1.02;1.02;46.220193740442554;50.3230213754379
2021-08-30;1.04;1.04;1.04;1.04;46.54182944867654;50.05036509756373
2021-08-31;1.02;1.02;1.02;1.02;46.24398810037706;49.42108510234895
2021-09-01;1.45;1.45;1.45;1.45;53.18119999969232;49.43359260041494
2021-09-02;1.16;1.16;1.16;1.16;48.623762647612665;49.014045555688206
2021-09-03;1.36;1.36;1.36;1.36;51.698046416258315;48.90080409761372
2021-09-07;0.96;0.96;0.96;0.96;45.795744025941694;48.809606313479
2021-09-08;1.01;1.01;1.01;1.01;46.6161929729574;48.85204012252019
2021-09-09;0.91;0.91;0.91;0.91;45.14443277387897;48.6842015330893
2021-09-10;1.05;1.05;1.05;1.05;47.636948558216304;48.51462772633598
2021-09-13;1.08;1.08;1.08;1.08;48.18031136625242;48.76788156591686
2021-09-14;1.04;1.04;1.04;1.04;47.47296080840191;48.6546690370697
2021-09-15;1.01;1.01;1.01;1.01;46.91662399499029;48.57205897076212
2021-09-16;0.63;0.63;0.63;0.63;40.450264172798136;47.1944642161783
2021-09-17;0.96;0.96;0.96;0.96;47.24970270167115;47.26800057055176
2021-09-20;1.1;1.1;1.1;1.1;49.86506837184661;47.50537477934962
2021-09-21;1.19;1.19;1.19;1.19;51.52882653084954;47.88286323866909
2021-09-22;0.97;0.97;0.97;0.97;47.3889120988428;47.469128388608404
2021-09-23;1.14;1.14;1.14;1.14;50.68594123240544;47.61642685895075
2021-09-24;1.08;1.08;1.08;1.08;49.506716344793006;47.45990328241752
2021-09-27;0.98;0.98;0.98;0.98;47.52226837645694;47.583226450311464
2021-09-28;1.63;1.63;1.63;1.63;59.0206909713833;48.46926202162759
2021-09-29;1.15;1.15;1.15;1.15;50.262406379008;48.83483156485109
2021-09-30;1.1;1.1;1.1;1.1;49.43940334790731;48.96357833554331
