time;open;high;low;close;VWAP;Upper Band #1;Lower Band #1;Volume;RSI;RSI-based MA
2020-03-11;257.22107829;258.3573595;248.22246415;251.4113824;252.66373535;252.66373535;252.66373535;256416563;32.25790335149682;33.7068093178906
2020-03-12;234.58708957;244.35544259;226.96300916;227.35704216;232.89183130333333;232.89183130333333;232.89183130333333;392220670;25.57681243830585;31.65250905073612
2020-03-13;241.08405232;248.7680624;227.73613856;246.79294907;241.09905001000004;241.09905001000004;241.09905001000004;329566100;36.94135420408429;31.630449460566705
2020-03-16;221.00669633;235.4118098;217.50621711;219.7879431;224.23532333666665;224.23532333666665;224.23532333666665;297240030;30.07052924592446;31.7302924766111
2020-03-17;224.54382979;234.74287006;217.24047392;231.65475095;227.87936497666666;227.87936497666666;227.87936497666666;262070471;35.72763945215881;32.29229980935575
2020-03-18;216.48906215;227.59529467;208.94745376;219.92539647;218.82271496666667;218.82271496666667;218.82271496666667;327597130;32.895012768462394;33.19106395267014
2020-03-19;219.2381296;226.68810241;212.7961482;220.39273794;219.9589961833333;219.9589961833333;219.9589961833333;289322040;33.1225276253293;34.14293835701401
2020-03-20;223.55022207;225.33840263;210.61817401;210.89469678;215.61709113999999;215.61709113999999;215.61709113999999;347158790;30.83442633088643;33.67535606774284
2020-03-23;210.33243382;211.70887198;201.17953024;205.50250283;206.13030168333333;206.13030168333333;206.13030168333333;326025170;29.584920400140007;33.492478784624176
2020-03-24;216.07488994;224.99735788;215.50340956;224.12170246;221.54082329999994;221.54082599739826;221.54082060260163;235494475;38.80617911427902;33.11033685618778
2020-03-25;225.70709965;236.28870419;220.98777777;227.47684536;228.2511091066667;228.2511091066667;228.2511091066667;299430255;40.32276810757109;33.26472712596309
2020-03-26;229.99320254;242.23394368;229.55998354;240.75915559;237.51769427;237.51769427;237.51769427;257632816;46.025657758852724;34.00548677705095
2020-03-27;233.44973712;240.39967599;231.40346865;233.5879985;235.13038104666668;235.13038104666668;235.13038104666668;224341217;43.602942387214036;35.203090459893026
2020-03-30;235.68957153;241.89289893;233.68939019;241.17393974;238.91874295333338;238.91874295333338;238.91874295333338;170961866;46.79353751557451;35.89730076430571
2020-03-31;240.16924035;242.72246723;236.16887766;237.57914377;238.82349622;238.82349622;238.82349622;194881060;45.48046237895606;36.841769266267086
2020-04-01;228.573719;237.49535737;224.81300937;226.88693012;229.73176562000003;229.73176562000003;229.73176562000003;189554623;41.729640756701784;37.99554271758108
2020-04-02;226.00205727;232.90590901;225.44901174;232.12242784;230.1591161966667;230.1591161966667;230.1591161966667;177660430;44.15813181499765;38.51102683264632
2020-04-03;231.13616331;233.49582425;226.02970955;228.76728494;229.43093958;229.43093958;229.43093958;135561171;42.923543640783095;39.429099289421934
2020-04-06;237.6621006;246.10526241;228.74866574;244.13273334;239.66222049666666;239.66222049666666;239.66222049666666;188061238;49.84005889111768;40.437129249347564
2020-04-07;252.75102624;253.50685514;244.16038562;244.38160383;247.34961486333333;247.3496186780306;247.34961104863606;201427189;49.945858290850396;41.655046786660996
2020-04-08;246.99013527;254.40094542;244.49608426;252.58511258;250.49404742000004;250.49404742000004;250.49404742000004;153774487;53.43259496287981;43.10576588220032
2020-04-09;255.85729865;259.19400671;253.91242186;256.42877904;256.51173587;256.51173587;256.51173587;190282705;55.01380345744124;44.832864248382805
2020-04-13;255.45173193;255.79277667;250.17014708;254.08755295;253.3501589;253.3501589;253.3501589;115139268;53.81514903253652;46.56359486498256
2020-04-14;258.99122334;262.60445416;253.94984461;261.58131993;259.3785395666667;259.3785395666667;259.3785395666667;134143350;57.04150921656984;47.86611844371761
2020-04-15;255.84808123;257.40582615;253.90320444;256.02321231;255.7774143;255.7774143;255.7774143;121775006;54.026875149446134;48.844983232422976
2020-04-16;257.30443447;258.11556792;254.1797272;257.25834734;256.51788082;256.51788082;256.51788082;131798325;54.60107272812803;49.45751287308549
2020-04-17;263.04689059;264.8166363;260.30009777;264.20828621;263.1083400933333;263.1083400933333;263.1083400933333;146684784;57.795324380886434;50.47125444406209
2020-04-20;260.49366371;264.34765368;259.33226809;259.5534863;261.07780269;261.07780269;261.07780269;100224647;55.00392526632196;51.057710711972625
2020-04-21;255.07381748;256.28130023;250.73241004;251.67258745;252.89543257333332;252.89543257333332;252.89543257333332;126385698;50.55219664152696;51.4199774450134
2020-04-22;256.56704042;259.00965819;255.23973114;257.25834734;257.1692455566667;257.1692455566667;257.1692455566667;93524584;53.42919701358755;52.25566003479096
2020-04-23;258.53956949;261.71958131;256.93573744;257.23991249;258.6317437466667;258.6317437466667;258.6317437466667;104709693;53.41815053663903;52.91708994347963
2020-04-24;258.7607877;261.4983631;256.7053018;260.82549103;259.67638530999994;259.67638530999994;259.67638530999994;85165953;55.35169615755611;53.80481512324913
2020-04-27;262.80723752;265.71072658;262.34636625;264.58620066;264.21443116333336;264.21443116333336;264.21443116333336;77896608;57.351277027580245;54.341330704425026
2020-04-28;268.2455186;268.59578078;263.06532544;263.36950048;265.0102022333333;265.0102022333333;265.0102022333333;105283871;56.470124269078944;54.80734970286992
2020-04-29;268.71560731;271.80344487;267.68325565;270.2641348;269.9169451066667;269.9169451066667;269.9169451066667;118745579;60.201642825962814;55.290853121661556
2020-04-30;268.88152097;270.36912128;266.00568419;267.74777762;268.04086103000003;268.04086103000003;268.04086103000003;122901701;58.239364798791506;55.52125036032943
