time;open;high;low;close;Volume;RSI;RSI-based MA
2023-01-03  13:00:00  ;169.0898904;169.16693329;168.81060991;169.16693329;1401;;
2023-01-03  13:30:00  ;169.20545474;169.30175835;169.20545474;169.30175835;14809;;
2023-01-03  14:00:00  ;169.39806197;169.57140848;169.00321714;169.28249763;15883;;
2023-01-03  14:30:00  ;169.32101908;169.63882101;169.31138871;169.52325667;3157;;
2023-01-03  15:00:00  ;169.5425174;169.82179788;169.42695306;169.42695306;11571;;
2023-01-03  15:30:00  ;169.42695306;170.75594297;168.19426676;168.21352748;364499;;
2023-01-03  16:00:00  ;168.21352748;168.66615448;167.19270915;167.72237904;83066;;
2023-01-03  16:30:00  ;167.66459687;168.74319738;167.30827349;168.72393665;90955;;
2023-01-03  17:00:00  ;168.72393665;168.87802244;167.18307878;167.36605566;86179;;
2023-01-03  17:30:00  ;167.38531638;167.38531638;166.32597659;166.47043202;76148;;
2023-01-03  18:00:00  ;166.4752472;166.86527685;166.34523732;166.81712504;53967;;
2023-01-03  18:30:00  ;166.8267554;167.32753421;165.9985443;166.576366;54987;;
2023-01-03  19:00:00  ;166.56673564;167.29864312;166.43191057;167.21196987;45320;;
2023-01-03  19:30:00  ;167.19270915;167.19270915;166.52821419;166.83638576;31319;;
2023-01-03  20:00:00  ;166.85564649;166.92305902;165.82519779;165.91187104;81357;29.589371913276807;
2023-01-03  20:30:00  ;165.91187104;166.97121083;165.5459173;166.64377853;85989;35.92323297856899;
2023-01-03  21:00:00  ;166.63414817;167.21196987;166.37894358;166.74008215;75933;36.72972695345446;
2023-01-03  21:30:00  ;166.73045178;167.31790385;166.61488744;166.93268938;200831;38.39965716395747;
2023-01-03  22:00:00  ;166.9519501;166.96158046;166.65340889;166.8267554;23279;37.80859047135438;
2023-01-03  22:30:00  ;166.74971251;166.88453757;166.63414817;166.88453757;2673;38.36587071473812;
2023-01-03  23:30:00  ;166.8267554;166.8267554;166.8267554;166.8267554;100;37.999178124974826;
2023-01-04  00:00:00  ;166.69193034;166.71119106;166.69193034;166.71119106;1596;37.23270601778907;
2023-01-04  00:30:00  ;166.75934287;166.88453757;166.75934287;166.88453757;175;39.21334949171438;
2023-01-04  13:00:00  ;167.72237904;167.72237904;167.55866289;167.62607542;3575;46.92838779757578;
