time;open;high;low;close;Volume;RSI;RSI-based MA
2021-02-08;0.76;0.76;0.76;0.76;;;
2021-02-09;0.92;0.92;0.92;0.92;;;
2021-02-10;1.48;1.48;1.48;1.48;;;
2021-02-11;1.74;1.74;1.74;1.74;;;
2021-02-12;1.48;1.48;1.48;1.48;;;
2021-02-16;1.17;1.17;1.17;1.17;;;
2021-02-17;0.74;0.74;0.74;0.74;;;
2021-02-18;0.89;0.89;0.89;0.89;;;
2021-02-19;0.83;0.83;0.83;0.83;;;
2021-02-22;0.5;0.5;0.5;0.5;;;
2021-02-23;0.84;0.84;0.84;0.84;;;
2021-02-24;1.43;1.43;1.43;1.43;;;
2021-02-25;1.16;1.16;1.16;1.16;;;
2021-02-26;0.64;0.64;0.64;0.64;;;
2021-03-01;0.87;0.87;0.87;0.87;;51.230425055928414;
2021-03-02;1.29;1.29;1.29;1.29;;55.711829973433346;
2021-03-03;0.8;0.8;0.8;0.8;;49.94557661842205;
2021-03-04;0.4;0.4;0.4;0.4;;45.78003910206582;
2021-03-05;2.15;2.15;2.15;2.15;;61.075430066745255;
2021-03-08;0.28;0.28;0.28;0.28;;46.10751422785408;
2021-03-09;1.9;1.9;1.9;1.9;;56.136484162392364;
2021-03-10;0.61;0.61;0.61;0.61;;48.41091041197111;
2021-03-11;1.74;1.74;1.74;1.74;;54.338874479729796;
2021-03-12;0.8;0.8;0.8;0.8;;49.267323857812414;
2021-03-15;1.08;1.08;1.08;1.08;;50.74208277834798;
2021-03-16;1.55;1.55;1.55;1.55;;53.20127131243321;
2021-03-17;0.51;0.51;0.51;0.51;;47.54487703803607;
2021-03-18;0.64;0.64;0.64;0.64;;48.285042022999654;51.269834364869396
2021-03-19;1.2;1.2;1.2;1.2;;51.46227733425874;51.28639524189299
2021-03-22;1.17;1.17;1.17;1.17;;51.28051516591002;50.969872755641326
2021-03-23;0.99;0.99;0.99;0.99;;50.13631285749057;50.98349677271765
2021-03-24;0.65;0.65;0.65;0.65;;47.95952355027608;51.1391742333041
2021-03-25;1.09;1.09;1.09;1.09;;50.928790272869094;50.41441424802723
2021-03-26;0.56;0.56;0.56;0.56;;47.4190974537053;50.508098764159456
2021-03-29;0.74;0.74;0.74;0.74;;48.71181718462354;49.97776540860453
2021-03-30;1.85;1.85;1.85;1.85;;55.91040928401057;50.513443899464505
2021-03-31;0.46;0.46;0.46;0.46;;47.011946445404085;49.99009189701267
2021-04-01;0.86;0.86;0.86;0.86;;49.50264312080572;50.006900415797894
2021-04-05;0.71;0.71;0.71;0.71;;48.58045316602565;49.852498300632014
2021-04-06;0.45;0.45;0.45;0.45;;46.94787235871831;49.40582694679524
2021-04-07;0.91;0.91;0.91;0.91;;50.14037523898771;49.59121967543464
2021-04-08;0.59;0.59;0.59;0.59;;47.977445353593325;49.56924848476276
2021-04-09;0.46;0.46;0.46;0.46;;47.08875568097333;49.256854080956664
2021-04-12;0.27;0.27;0.27;0.27;;45.75479043070454;48.86215945701342
2021-04-13;0.79;0.79;0.79;0.79;;49.93498128643919;48.84777863050975
2021-04-14;1.03;1.03;1.03;1.03;;51.78185745549482;49.12080248088251
2021-04-15;1.38;1.38;1.38;1.38;;54.42241818394376;49.37034733167356
2021-04-16;1.25;1.25;1.25;1.25;;53.255842461663015;49.78725768938483
2021-04-19;0.67;0.67;0.67;0.67;;48.28306260874119;49.756632362536095
2021-04-20;0.57;0.57;0.57;0.57;;47.460216948561374;49.153047195718294
2021-04-21;0.52;0.52;0.52;0.52;;47.028657290461474;49.15424082750811
2021-04-22;0.63;0.63;0.63;0.63;;48.14578430796699;49.05732234087677
2021-04-23;0.41;0.41;0.41;0.41;;46.05387694282271;48.87685261064799
2021-04-26;0.4;0.4;0.4;0.4;;45.956133042769714;48.80601408808023
2021-04-27;0.52;0.52;0.52;0.52;;47.39886131542355;48.61019166496851
2021-04-28;1.6;1.6;1.6;1.6;;58.21131033422845;49.34118202072816
2021-04-29;0.89;0.89;0.89;0.89;;50.8161148043997;49.60742195811576
2021-04-30;0.42;0.42;0.42;0.42;;46.596081532840564;49.6675141796969
2021-05-03;0.29;0.29;0.29;0.29;;45.471265150499086;49.34867731284403
2021-05-04;0.44;0.44;0.44;0.44;;47.05928039356957;49.01135037984938
2021-05-05;1.1;1.1;1.1;1.1;;53.47899463467318;48.94396298347291
2021-05-06;0.59;0.59;0.59;0.59;;48.57705496110053;48.609763876289875
2021-05-07;0.43;0.43;0.43;0.43;;47.11788785086938;48.52653710787046
2021-05-10;0.41;0.41;0.41;0.41;;46.928129111184134;48.48853083377208
2021-05-11;0.93;0.93;0.93;0.93;;52.30630470140322;48.86550564883935
2021-05-12;0.48;0.48;0.48;0.48;;47.79267646677904;48.84028366018307
2021-05-13;1.04;1.04;1.04;1.04;;53.204415200670766;49.351036392886506
2021-05-14;0.74;0.74;0.74;0.74;;50.202172384831144;49.654324917319464
2021-05-17;1.01;1.01;1.01;1.01;;52.78449203188891;50.03901282563841
2021-05-18;0.81;0.81;0.81;0.81;;50.687710457014276;49.50161283440883
2021-05-19;1.72;1.72;1.72;1.72;;58.722218239279336;50.0663345083288
2021-05-20;0.79;0.79;0.79;0.79;;49.79325795515826;50.29470425278006
2021-05-21;1.11;1.11;1.11;1.11;;52.47123401493332;50.79470202881107
2021-05-24;0.69;0.69;0.69;0.69;;48.79263131925276;50.91851280921701
2021-05-25;0.65;0.65;0.65;0.65;;48.44429430507908;50.55889135710315
2021-05-26;1.18;1.18;1.18;1.18;;53.210714841241604;50.88986706282751
2021-05-27;1.02;1.02;1.02;1.02;;51.65803366272372;51.21416319224568
