time;open;high;low;close;Volume;RSI;RSI-based MA
2020-04-20;5800.6;5848.5;5704.3;5760;85819;49.506798402012045;46.59351300669222
2020-04-21;5759.5;5768.8;5628;5662.1;99138;47.032289813852906;46.94668202669298
2020-04-22;5661.1;5786.5;5631.8;5763.5;89749;49.829423124481934;47.72822809282776
2020-04-23;5764;5841.7;5726.9;5747.7;81152;49.3917396944679;48.23591060022118
2020-04-24;5746.7;5810.4;5716.9;5799.5;76564;50.91400109543042;48.99526799653786
2020-04-27;5778.2;5878.3;5776;5859.1;73866;52.6777407556848;49.48063476211179
2020-04-28;5858.6;5979.3;5830.5;5937.4;94165;54.96706489150362;50.12509784448941
2020-04-29;5937.9;6167.2;5930.1;6150.2;90149;60.55248688429999;51.030929894549885
2020-04-30;6149.9;6211.9;5796.5;5824.8;191575;50.28243483447373;50.88265619220999
2020-05-01;5824.3;5862.5;5739.8;5756;99857;48.41280147772652;50.61582735533902
2020-05-04;5680;5816.5;5665;5800.3;117537;49.70946232824814;50.59200663086144
2020-05-05;5799.3;5869.8;5788.8;5840.3;91234;50.909305756570525;51.08740129605756
2020-05-06;5840.8;5917.8;5788;5807.9;72788;49.87139616077541;51.081741235335485
2020-05-07;5808.4;5951.5;5804.9;5931.2;99668;53.736848446847276;51.2709852618839
2020-05-08;5931.4;6001.6;5930.1;5998.1;0;55.731456928609546;51.71560372806944
2020-05-11;5984.4;6010.8;5895.8;5962.2;97547;54.376618039250594;52.24019860131214
2020-05-12;5961.7;6011.8;5872.5;5911.8;95493;52.44889613943192;52.427303816665706
2020-05-13;5911.2;5952;5827;5874.8;126379;51.01895033359374;52.54353314803184
2020-05-14;5875.3;5880;5660;5779.1;176413;47.41796744856315;52.29381645896989
2020-05-15;5779.4;5850.5;5758.5;5834;106015;49.61499708905232;52.075049054210425
2020-05-18;5854.3;6082.8;5852.3;6073.8;111175;57.891228658724145;52.28391789472618
2020-05-19;6074.3;6119.3;5920.7;5946.5;113588;52.92155521331999;51.73885134679904
2020-05-20;5947;6076.3;5943.5;6057.4;121685;56.43056694407719;52.17800364034214
2020-05-21;6058.4;6094.4;6001.6;6025.6;86722;55.16094429355097;52.66001384147246
2020-05-22;6025.4;6044.1;5888.4;6011.6;92398;54.57874802642325;53.007819962770675
2020-05-25;6015.4;6091.2;6005.8;6075.6;0;56.8222887827005;53.43017589320853
2020-05-26;6076.1;6163.1;6041.1;6055.2;120052;55.87490373241751;53.858997862611545
2020-05-27;6055.7;6185;6045.1;6181;126837;60.27358356604373;54.32590751398272
2020-05-28;6181.5;6304.3;6151.5;6189.5;107277;60.55967191620402;54.67078001309661
2020-05-29;6189;6196.1;6039.8;6103;142439;56.12975298563972;54.79600393783869
2020-06-01;6067.4;6201.6;6057.9;6180.4;85332;59.01850088318755;55.26526141953553
2020-06-02;6180.9;6243.5;6154.8;6237;80380;61.038872386458834;55.98097013759731
2020-06-03;6236.5;6408.1;6235.9;6378.3;95964;65.5985167942331;57.279580805145166
2020-06-04;6378.1;6403.9;6311.6;6346;119617;63.761541527068964;58.2900482650035
2020-06-05;6346.3;6500.2;6328.9;6458.2;96882;67.19781042509564;58.95480410545861
2020-06-08;6486.4;6513.7;6421.9;6499;85193;68.37226834533111;60.058426472030824
2020-06-09;6499.5;6515.4;6312.2;6346.8;116625;59.774430560669884;60.29727387321602
