time;open;high;low;close;RSI;RSI-based MA
2019-08-06;5.62;5.62;0.78;2.24;53.9101276083428;49.46289744771334
2019-08-07;0.11;1.05;0.11;1.05;49.538929466964184;49.48346139186412
2019-08-08;3.66;6.35;3.08;6.09;63.16244494573751;50.61594462795281
2019-08-09;0.42;0.47;0.21;0.31;47.36812560336756;50.557357823662905
2019-08-12;0.21;0.37;0.19;0.26;47.25803645698659;50.057810220485216
2019-08-13;0.39;6.25;0.39;2.87;53.35257919671679;49.94105991913229
2019-08-14;0.07;0.09;0.04;0.05;47.02924514900461;50.00319654665092
2019-08-15;1.96;1.96;0.56;0.93;49.05824877843654;49.709252333119835
2019-08-16;6.25;10.76;5.83;8.18;61.97949852127088;50.721955661654015
2019-08-19;7.93;7.93;3.8;3.8;53.20011522316249;50.880423355579794
2019-08-20;0.32;0.72;0.31;0.42;47.5970778872199;50.933696611976245
2019-08-21;5.76;7.84;2.38;2.7;51.321436782594084;51.26427428003088
2019-08-22;2.99;2.99;0.42;0.79;48.22908932837577;51.34108850607363
2019-08-23;0.24;0.88;0.06;0.06;47.06192149508231;51.43334831737584
2019-08-26;13.22;13.22;1.96;2.82;51.8103402705852;51.28336350753601
2019-08-27;5.82;5.82;0.28;0.33;47.6571321660934;51.148949414616666
2019-08-28;0.4;4.65;0.4;3.31;52.558601926147915;50.39153205607455
2019-08-29;13.92;13.92;5.38;5.97;56.476413504352315;51.04212404900204
2019-08-30;5.16;5.16;0.73;1.39;48.97670842671263;51.1648863325539
2019-09-03;0.14;0.44;0.14;0.42;47.53691878724586;50.74948201759168
2019-09-04;13.01;13.01;3.76;4.93;54.268463489768436;51.26656904193196
2019-09-05;4.87;5.28;3.04;3.2;51.536767528197544;51.44360609548631
2019-09-06;1.88;2.09;1.04;1.17;48.45461184145251;50.47754276121357
2019-09-09;1.99;2.17;1.68;2.13;49.97816255807757;50.24740328513608
2019-09-10;0.88;2.36;0.83;2.16;50.02787094376181;50.42103136060336
2019-09-11;1.06;3.55;1.06;3.54;52.37248032813505;50.49610589957057
