date;timing;eps_actual;eps_estimated;surprise_pct
2020-03-05;bmo;0.52;0.38;36.81
2020-06-04;bmo;0.76;0.52;46.41
2020-09-02;amc;1.06;0.82;28.55
2020-12-10;bmo;0.6;0.63;-4.36
2021-03-04;bmo;0.52;0.45;16.16
2021-06-03;bmo;0.62;0.48;28.6
2021-09-02;bmo;0.92;0.79;16.36
2021-12-09;bmo;0.85;0.85;-0.58
2022-03-07;bmo;0.47;0.45;4.13
2022-06-02;bmo;0.5;0.54;-7.36
2022-09-01;bmo;0.33;0.34;-1.95
2022-12-08;bmo;0.61;0.08;684.06
2023-03-06;bmo;0.64;0.36;77.35
2023-06-06;bmo;0.74;0.61;20.7
2023-08-31;bmo;0.59;0.51;16.14
2023-12-07;bmo;0.75;0.69;8.74
2024-03-07;bmo;0.66;0.48;38.76
2024-06-06;bmo;0.27;0.15;80.14
2024-09-04;bmo;0.35;0.26;34.46
2024-12-12;bmo;0.54;0.65;-17.47
2025-03-11;bmo;0.64;0.41;54.71
2025-06-05;bmo;0.42;0.52;-18.89
2025-09-04;bmo;0.67;0.53;27.56
2025-12-11;bmo;0.91;0.77;18.24
2026-03-05;bmo;1.35;1.17;15.55
