date;timing;eps_actual;eps_estimated;surprise_pct
2020-01-31;bmo;1.49;1.46;2.0
2020-05-01;bmo;1.29;0.67;93.81
2020-07-31;bmo;-1.59;-0.92;-73.22
2020-10-30;bmo;0.11;-0.27;141.06
2021-01-29;bmo;-0.01;0.09;-111.36
2021-04-30;bmo;0.9;0.94;-4.57
2021-07-30;bmo;1.71;1.6;6.57
2021-10-29;bmo;2.96;2.19;35.04
2022-01-28;bmo;2.56;3.12;-18.04
2022-04-29;bmo;3.36;3.45;-2.68
2022-07-29;bmo;5.82;5.03;15.68
2022-10-28;bmo;5.56;4.92;13.09
2023-01-27;bmo;4.09;4.3;-4.82
2023-04-28;bmo;3.55;3.38;5.06
2023-07-23;amc;3.08;2.98;3.52
2023-10-27;bmo;3.05;3.68;-17.07
2024-02-02;bmo;3.45;3.22;7.26
2024-04-26;bmo;2.93;2.91;0.59
2024-08-02;bmo;2.55;3.0;-14.9
2024-11-01;bmo;2.51;2.42;3.86
2025-01-31;bmo;1.84;1.94;-5.39
2025-05-02;bmo;2.18;2.15;1.31
2025-08-01;bmo;1.77;1.74;1.71
2025-10-31;bmo;1.82;1.53;18.78
2026-01-30;bmo;1.52;1.44;5.2
