date;timing;eps_actual;eps_estimated;surprise_pct
2020-01-29;bmo;1.17;1.15;1.64
2020-04-29;bmo;1.29;0.92;40.87
2020-07-29;bmo;0.71;0.39;83.62
2020-10-28;bmo;2.16;1.17;84.39
2021-02-03;bmo;2.23;1.58;40.88
2021-04-28;bmo;2.67;1.9;40.86
2021-07-28;bmo;3.41;2.25;51.72
2021-10-26;amc;3.95;3.15;25.28
2022-02-01;amc;3.16;2.94;7.38
2022-05-03;amc;4.99;3.24;54.08
2022-08-02;amc;4.26;4.05;5.19
2022-11-01;amc;4.28;3.79;12.89
2023-02-01;amc;3.34;3.26;2.54
2023-05-02;amc;3.64;2.86;27.12
2023-08-01;amc;3.12;3.35;-6.91
2023-10-31;amc;2.97;2.62;13.36
2024-01-30;amc;2.02;2.02;0.25
2024-04-30;amc;1.76;1.75;0.82
2024-07-30;amc;1.97;1.75;12.3
2024-10-29;amc;2.71;2.08;30.2
2025-01-28;amc;2.04;2.06;-1.05
2025-04-29;amc;2.19;1.81;21.11
2025-07-30;bmo;2.85;2.33;22.21
2025-10-29;bmo;2.95;2.8;5.51
2026-01-28;bmo;2.69;2.53;6.16
