date;timing;eps_actual;eps_estimated;surprise_pct
2020-02-12;amc;0.54;0.53;1.97
2020-04-20;amc;0.6;0.54;11.28
2020-07-20;amc;0.66;0.52;26.92
2020-10-19;amc;0.7;0.61;15.69
2021-02-22;amc;0.83;0.74;12.07
2021-04-26;amc;0.83;0.74;11.6
2021-07-26;amc;0.86;0.76;13.55
2021-10-25;amc;0.8;0.75;6.73
2022-02-22;amc;0.82;0.78;4.59
2022-04-25;amc;1.17;1.0;16.87
2022-07-25;amc;1.08;0.97;11.8
2022-10-24;amc;1.06;0.96;10.28
2023-02-13;amc;0.96;0.92;4.53
2023-04-24;amc;1.29;1.25;2.97
2023-07-24;amc;1.22;1.19;2.41
2023-10-23;amc;1.26;1.22;3.56
2024-02-12;amc;1.38;1.33;3.68
2024-04-22;amc;1.17;1.13;3.47
2024-07-22;amc;1.28;1.23;4.27
2024-10-28;amc;1.64;1.44;13.73
2025-02-18;amc;1.88;1.82;3.16
2025-04-28;amc;1.57;1.5;4.75
2025-07-28;amc;1.65;1.56;6.0
2025-10-27;amc;1.93;1.79;7.85
2026-02-17;amc;1.99;1.91;4.07
