date;timing;eps_actual;eps_estimated;surprise_pct
2020-01-21;amc;2.67;2.64;1.02
2020-04-30;amc;-2.57;-3.04;15.46
2020-07-21;amc;-9.31;-9.25;-0.67
2020-10-14;amc;-8.16;-7.55;-8.01
2021-01-20;amc;-7.0;-6.46;-8.33
2021-04-19;amc;-7.5;-7.12;-5.34
2021-07-20;amc;-3.91;-3.86;-1.19
2021-10-19;amc;-1.02;-1.68;39.15
2022-01-19;amc;-1.6;-2.1;23.82
2022-04-20;amc;-4.24;-4.22;-0.5
2022-07-20;amc;1.43;1.9;-24.84
2022-10-18;amc;2.81;2.28;23.1
2023-01-17;amc;2.46;2.14;14.8
2023-04-18;amc;-0.63;-0.73;14.17
2023-07-19;amc;5.03;4.06;23.84
2023-10-17;amc;3.65;3.41;7.06
2024-01-22;amc;2.0;1.7;17.41
2024-04-16;amc;-0.15;-0.57;73.71
2024-07-17;amc;4.14;3.93;5.44
2024-10-15;amc;3.33;3.17;5.05
2025-01-21;amc;3.26;3.03;7.56
2025-04-15;amc;0.91;0.74;23.79
2025-07-16;amc;3.87;3.81;1.47
2025-10-15;amc;2.78;2.68;3.8
2026-01-20;amc;3.1;2.94;5.41
2026-04-21;amc;1.19;1.08;9.98
