date;timing;eps_actual;eps_estimated;surprise_pct
2020-02-05;bmo;0.58;0.44;31.22
2020-05-04;bmo;0.58;0.12;383.33
2020-08-12;bmo;-0.86;-0.24;-258.33
2020-11-04;bmo;0.25;0.18;42.86
2021-02-03;bmo;0.35;0.27;31.8
2021-05-05;bmo;0.19;0.28;-33.23
2021-08-19;bmo;0.56;0.54;2.78
2021-11-10;bmo;0.43;0.42;2.64
2022-02-09;bmo;0.57;0.48;18.1
2022-05-11;bmo;0.51;0.52;-1.7
2022-08-17;bmo;1.07;1.04;3.07
2022-11-09;bmo;1.08;0.8;35.03
2023-02-08;bmo;0.83;0.75;10.55
2023-05-10;bmo;0.83;0.71;16.18
2023-08-16;bmo;1.14;1.14;-0.02
2023-11-08;bmo;1.15;1.1;4.91
2024-02-07;bmo;0.9;0.92;-1.95
2024-05-08;bmo;0.8;0.84;-5.27
2024-08-14;bmo;1.45;1.37;6.04
2024-11-06;bmo;1.16;1.22;-4.72
2025-02-05;bmo;0.98;1.05;-6.65
2025-05-07;bmo;0.79;0.87;-9.29
2025-08-13;bmo;1.55;1.46;6.37
2025-11-05;bmo;1.18;1.21;-2.33
2026-02-04;bmo;0.98;1.09;-10.03
