date;timing;eps_actual;eps_estimated;surprise_pct
2020-02-19;amc;0.89;1.04;-14.42
2020-05-20;amc;1.58;1.26;25.15
2020-08-19;amc;1.42;1.34;5.62
2020-12-15;amc;1.59;1.53;3.85
2021-02-22;amc;1.32;1.06;24.79
2021-05-24;amc;2.12;1.64;28.95
2021-08-30;amc;2.42;2.08;16.28
2021-12-15;amc;1.88;2.1;-10.29
2022-02-22;amc;2.07;1.91;8.38
2022-05-23;amc;2.43;2.29;6.27
2022-08-22;amc;2.49;2.44;2.09
2022-12-14;amc;2.44;2.33;4.68
2023-02-20;amc;1.95;1.97;-1.08
2023-05-22;amc;2.26;2.12;6.79
2023-08-21;amc;2.35;2.32;1.36
2023-12-13;amc;2.46;2.4;2.64
2024-02-21;amc;2.21;2.09;6.0
2024-05-20;amc;2.34;2.32;0.92
2024-08-21;amc;2.41;2.34;3.12
2024-12-11;amc;2.78;2.59;7.34
2025-02-19;amc;2.06;2.08;-0.89
2025-05-28;amc;2.42;2.36;2.6
2025-08-20;amc;2.73;2.64;3.54
2025-12-10;amc;2.69;2.65;1.51
2026-02-18;amc;2.37;2.37;-0.09
