date;timing;eps_actual;eps_estimated;surprise_pct
2020-01-30;bmo;0.07;-0.12;158.42
2020-05-06;amc;0.59;0.39;50.29
2020-08-05;amc;1.26;1.24;1.98
2020-11-04;amc;-0.39;-0.42;7.05
2021-02-03;amc;0.04;-0.04;190.68
2021-05-04;amc;0.79;0.65;21.45
2021-08-05;amc;1.4;1.27;10.62
2021-11-03;amc;-0.14;-0.31;54.41
2022-02-02;amc;0.08;0.09;-14.02
2022-05-04;amc;0.97;0.81;19.41
2022-08-04;amc;1.64;1.46;12.28
2022-11-04;during;-0.12;-0.22;46.43
2023-02-01;amc;0.16;0.06;153.24
2023-05-03;amc;1.16;0.93;24.53
2023-08-03;amc;1.6;1.58;1.2
2023-10-27;bmo;-0.23;-0.26;9.97
2024-01-31;amc;0.15;0.06;170.03
2024-05-01;amc;0.89;0.83;7.31
2024-07-31;amc;1.83;1.72;6.16
2024-11-06;amc;-0.49;-0.3;-64.42
2025-02-05;amc;0.32;0.31;2.51
2025-05-07;amc;1.13;0.88;28.24
2025-08-06;amc;2.2;1.88;17.09
2025-11-04;amc;-0.23;-0.47;50.61
2026-02-03;amc;0.22;0.22;1.75
