date;timing;eps_actual;eps_estimated;surprise_pct
2020-01-29;bmo;2.55;2.28;12.01
2020-04-29;bmo;2.58;2.24;15.2
2020-07-29;bmo;1.53;1.36;12.31
2020-10-28;bmo;2.51;2.37;5.87
2021-01-27;bmo;2.64;2.48;6.55
2021-04-28;bmo;2.66;2.54;4.64
2021-07-28;bmo;3.28;2.97;10.34
2021-10-27;bmo;3.06;2.92;4.95
2022-01-26;bmo;3.12;3.04;2.58
2022-04-27;bmo;2.93;2.92;0.38
2022-07-27;bmo;3.45;3.47;-0.52
2022-10-26;bmo;3.75;3.6;4.18
2023-01-25;bmo;3.42;3.44;-0.67
2023-04-26;bmo;3.32;3.15;5.55
2023-07-27;bmo;2.95;3.11;-5.2
2023-10-25;bmo;2.65;2.7;-1.74
2024-01-26;bmo;2.83;2.87;-1.36
2024-04-24;bmo;3.29;2.53;29.79
2024-07-25;amc;3.06;2.86;6.97
2024-10-22;bmo;3.25;3.11;4.53
2025-01-29;bmo;3.04;2.94;3.31
2025-04-23;bmo;2.69;2.68;0.53
2025-07-29;bmo;3.29;3.31;-0.48
2025-10-23;amc;3.3;3.2;3.04
2026-01-29;bmo;3.22;2.76;16.51
2026-04-24;bmo;;2.49;
