date;timing;eps_actual;eps_estimated;surprise_pct
2020-02-04;bmo;1.37;1.4;-2.38
2020-04-30;bmo;1.09;1.07;1.57
2020-07-29;bmo;0.7;0.53;31.96
2020-11-03;bmo;1.18;1.05;12.9
2021-02-02;bmo;1.28;1.24;3.3
2021-05-04;bmo;1.44;1.24;15.78
2021-08-03;bmo;1.72;1.57;9.25
2021-11-02;bmo;1.75;1.73;1.28
2022-02-04;bmo;1.72;1.71;0.37
2022-05-03;bmo;1.62;1.6;1.43
2022-08-02;bmo;1.87;1.82;2.76
2022-11-01;bmo;2.02;2.01;0.56
2023-02-08;bmo;2.06;2.05;0.58
2023-05-02;bmo;1.88;1.78;5.34
2023-08-01;bmo;2.21;2.11;4.68
2023-10-31;bmo;2.47;2.34;5.71
2024-02-01;bmo;2.55;2.47;3.21
2024-04-30;bmo;2.4;2.29;4.86
2024-08-01;bmo;2.73;2.61;4.5
2024-10-31;bmo;2.53;2.53;0.18
2025-01-31;bmo;2.83;2.81;0.72
2025-05-02;bmo;2.72;2.71;0.55
2025-08-05;bmo;2.95;2.92;0.95
2025-11-04;bmo;3.07;3.05;0.51
2026-02-03;bmo;3.33;3.32;0.34
