date;timing;eps_actual;eps_estimated;surprise_pct
2020-02-12;amc;0.45;0.42;8.29
2020-05-06;amc;0.35;0.23;55.18
2020-08-05;amc;0.34;0.24;39.14
2020-11-05;amc;0.28;0.13;121.26
2021-02-11;amc;0.4;0.23;71.57
2021-05-05;amc;0.31;0.29;6.02
2021-08-04;amc;0.43;0.32;35.29
2021-11-03;amc;0.5;0.44;14.9
2022-02-10;amc;0.58;0.53;8.6
2022-05-05;amc;0.54;0.47;14.83
2022-08-04;amc;0.44;0.42;3.55
2022-11-02;amc;0.69;0.51;35.22
2023-02-16;amc;1.11;0.82;34.6
2023-05-03;amc;1.2;0.83;44.7
2023-08-02;amc;1.34;0.99;34.88
2023-11-08;amc;1.59;1.24;28.0
2024-02-14;amc;1.76;1.55;13.76
2024-05-08;amc;1.68;1.5;12.25
2024-08-07;amc;-0.28;-0.8;64.95
2024-11-06;amc;0.16;-0.32;150.35
2025-02-12;amc;2.32;2.2;5.63
2025-05-08;amc;1.78;1.76;0.96
2025-08-06;amc;2.19;2.12;3.11
2025-11-05;amc;2.66;2.59;2.86
2026-02-11;amc;3.09;2.99;3.41
