date;timing;eps_actual;eps_estimated;surprise_pct
2020-02-04;amc;0.54;0.49;8.83
2020-05-06;amc;0.38;0.3;28.09
2020-08-04;amc;0.61;0.54;14.47
2020-10-27;during;0.08;0.31;-75.02
2021-02-09;amc;0.76;0.71;7.09
2021-05-03;amc;0.74;0.7;4.66
2021-07-29;amc;0.75;0.74;1.71
2021-11-03;amc;0.65;0.6;8.29
2022-02-08;amc;0.83;0.68;21.88
2022-04-27;amc;0.89;0.8;11.65
2022-07-26;during;0.47;0.39;21.29
2022-11-07;amc;0.59;0.51;16.58
2023-02-10;bmo;0.59;0.52;13.62
2023-05-02;amc;0.57;0.51;10.91
2023-08-08;bmo;0.57;0.56;1.5
2023-10-30;amc;0.56;0.54;3.43
2024-02-05;amc;0.6;0.6;-0.67
2024-04-28;amc;0.5;0.47;5.13
2024-07-30;amc;0.6;0.56;6.02
2024-11-06;amc;0.48;0.52;-8.33
2025-02-05;amc;0.64;0.65;-1.29
2025-05-07;amc;0.58;0.54;8.1
2025-08-05;amc;0.63;0.63;-0.46
2025-11-04;during;0.64;0.62;4.07
2026-02-04;amc;0.62;0.62;0.13
