time;open;high;low;close;volume
2020-01-02;129.39999389648438;129.47000122070312;126.83000183105469;127.55000305175781;881200
2020-01-03;126.30999755859375;127.79000091552734;125.75;126.3499984741211;1072800
2020-01-06;126.30000305175781;126.87000274658203;125.5199966430664;125.5199966430664;1170300
2020-01-07;124.5;126.55000305175781;124.5;125.30999755859375;1244700
2020-01-08;124.83999633789062;125.62000274658203;124.08999633789062;124.13999938964844;756100
2020-01-09;124.05999755859375;124.70999908447266;122.30999755859375;123.63999938964844;1121500
2020-01-10;124.30000305175781;126.72000122070312;123.93000030517578;125.98999786376953;1004900
2020-01-13;126.0;127.47000122070312;124.91000366210938;127.36000061035156;839900
2020-01-14;127.02999877929688;129.6999969482422;126.58000183105469;129.3000030517578;1744400
2020-01-15;129.00999450683594;130.50999450683594;128.61000061035156;129.94000244140625;1051800
2020-01-16;130.0500030517578;133.38999938964844;129.77999877929688;133.1300048828125;819400
2020-01-17;133.3699951171875;135.05999755859375;132.83999633789062;134.8800048828125;929400
2020-01-21;134.02999877929688;136.02999877929688;133.50999450683594;134.8000030517578;912500
2020-01-22;135.08999633789062;136.80999755859375;134.61000061035156;135.89999389648438;707000
2020-01-23;135.61000061035156;136.9600067138672;133.86000061035156;136.0500030517578;952100
2020-01-24;136.2899932861328;137.25;135.17999267578125;135.7899932861328;687800
2020-01-27;134.8800048828125;135.60000610351562;133.74000549316406;133.97999572753906;889900
2020-01-28;134.8699951171875;135.80999755859375;133.7100067138672;135.4499969482422;752100
2020-01-29;136.50999450683594;137.35000610351562;134.83999633789062;135.0500030517578;710300
2020-01-30;133.02999877929688;133.11000061035156;129.14999389648438;132.97000122070312;1869000
2020-01-31;132.57000732421875;133.00999450683594;129.80999755859375;131.11000061035156;1367300
2020-02-03;131.47999572753906;136.35000610351562;130.89999389648438;135.83999633789062;1096500
2020-02-04;137.6199951171875;140.61000061035156;137.39999389648438;139.99000549316406;1171600
2020-02-05;141.1699981689453;143.61000061035156;140.52999877929688;142.6699981689453;1102200
2020-02-06;143.00999450683594;143.8699951171875;142.0800018310547;142.2100067138672;962200
2020-02-07;141.91000366210938;142.72000122070312;139.63999938964844;140.0;1152800
2020-02-10;139.57000732421875;140.0800018310547;138.74000549316406;139.05999755859375;964900
2020-02-11;139.94000244140625;140.4499969482422;137.8300018310547;137.97999572753906;941400
2020-02-12;139.41000366210938;141.0399932861328;137.9600067138672;139.38999938964844;1247900
2020-02-13;130.9600067138672;136.97999572753906;128.52999877929688;136.74000549316406;3177600
2020-02-14;136.7100067138672;137.5399932861328;135.6999969482422;135.8699951171875;1028400
2020-02-18;135.5;135.75;132.77999877929688;134.83999633789062;1072700
2020-02-19;134.97999572753906;136.74000549316406;134.02999877929688;134.25999450683594;887300
2020-02-20;133.57000732421875;135.69000244140625;131.91000366210938;132.69000244140625;1478700
2020-02-21;132.14999389648438;133.8300018310547;131.27999877929688;132.17999267578125;1632300
2020-02-24;129.3300018310547;129.50999450683594;125.29000091552734;127.91000366210938;1994900
2020-02-25;128.42999267578125;128.6699981689453;121.9800033569336;123.94000244140625;1963500
2020-02-26;125.83999633789062;127.30000305175781;122.83000183105469;123.44000244140625;1599000
2020-02-27;121.58999633789062;126.81999969482422;121.04000091552734;122.2300033569336;1533000
2020-02-28;119.08000183105469;121.12000274658203;115.33999633789062;119.77999877929688;2332500
2020-03-02;120.37000274658203;122.69999694824219;118.95999908447266;122.55999755859375;1295500
2020-03-03;122.11000061035156;124.8499984741211;119.06999969482422;122.30999755859375;1427000
2020-03-04;124.20999908447266;127.80999755859375;123.91999816894531;127.75;1422900
2020-03-05;125.02999877929688;127.8499984741211;123.72000122070312;124.83000183105469;1492500
2020-03-06;121.08999633789062;124.30999755859375;120.37999725341797;122.7300033569336;1635400
2020-03-09;116.76000213623047;118.55999755859375;109.86000061035156;112.72000122070312;2968100
2020-03-10;116.48999786376953;118.76000213623047;114.95999908447266;118.56999969482422;2707700
2020-03-11;115.75;116.04000091552734;109.86000061035156;111.27999877929688;2622200
2020-03-12;104.0999984741211;106.5199966430664;94.9800033569336;99.94000244140625;2699300
2020-03-13;104.91999816894531;109.0199966430664;100.2699966430664;109.0199966430664;1621100
2020-03-16;100.33000183105469;106.94999694824219;98.0;101.48999786376953;1836500
2020-03-17;104.0;111.61000061035156;100.29000091552734;109.4800033569336;2271500
2020-03-18;103.52999877929688;109.4800033569336;98.36000061035156;108.41000366210938;2105000
2020-03-19;107.4000015258789;111.94000244140625;103.58000183105469;107.41999816894531;1796500
2020-03-20;108.16999816894531;108.37000274658203;100.88999938964844;102.41000366210938;1538300
2020-03-23;102.05000305175781;102.81999969482422;92.13999938964844;94.27999877929688;2184700
2020-03-24;98.5;106.1500015258789;98.11000061035156;100.94999694824219;1647500
2020-03-25;98.81999969482422;108.5999984741211;95.81999969482422;104.56999969482422;2288400
2020-03-26;105.80000305175781;114.55000305175781;104.37999725341797;114.55000305175781;1104200
2020-03-27;109.76000213623047;113.4000015258789;109.04000091552734;110.22000122070312;1006800
2020-03-30;110.94999694824219;112.44999694824219;106.30000305175781;108.01000213623047;1099700
2020-03-31;106.06999969482422;108.7300033569336;101.69000244140625;102.08000183105469;1519200
2020-04-01;98.18000030517578;102.0999984741211;96.80000305175781;100.7300033569336;1363600
2020-04-02;99.08999633789062;102.58000183105469;98.31999969482422;99.18000030517578;1094000
2020-04-03;99.55000305175781;102.08000183105469;98.72000122070312;98.9000015258789;1234000
2020-04-06;104.3499984741211;109.88999938964844;102.72000122070312;109.0;1199200
