ticker,date_j0,close_j0,close_j1,return_close_j1_pct,return_lowmin_j1_pct,close_j2,return_close_j2_pct,return_lowmin_j2_pct,close_j3,return_close_j3_pct,return_lowmin_j3_pct,close_j4,return_close_j4_pct,return_lowmin_j4_pct,close_j5,return_close_j5_pct,return_lowmin_j5_pct
ACHR,2025-06-20,10.08,10.2,1.1905,-5.8532,10.71,6.25,-5.8532,10.0399,-0.3978,-5.8532,10.54,4.5635,-5.8532,10.42,3.373,-5.8532
ACHR,2025-07-07,10.0,10.35,3.5,-0.2,10.43,4.3,-0.2,10.85,8.5,-0.2,10.5199,5.199,-0.2,10.7801,7.801,-0.2
ACHR,2025-08-29,8.9507,8.6,-3.9181,-6.2643,8.38,-6.376,-6.5995,8.47,-5.3705,-7.3815,8.4999,-5.0365,-8.7781,8.5199,-4.813,-8.7781
ACHR,2025-11-20,6.8698,7.21,4.9521,-4.6552,7.4806,8.8911,-4.6552,7.39,7.5723,-4.6552,7.52,9.4646,-4.6552,7.81,13.686,-4.6552
ACHR,2025-12-17,7.63,7.83,2.6212,0.1311,8.1999,7.4692,0.1311,8.41,10.2228,0.1311,8.14,6.6841,0.1311,8.14,6.6841,0.1311
ACHR,2026-02-10,7.1969,6.97,-3.1527,-5.6538,6.7701,-5.9303,-8.1549,6.7915,-5.633,-8.1549,6.8099,-5.3773,-8.7107,6.9992,-2.747,-8.7107
ADEA,2021-04-29,5.72,5.44,-4.8951,-5.2448,5.5,-3.8462,-5.4196,5.31,-7.1678,-8.5664,5.29,-7.5175,-8.5664,5.33,-6.8182,-11.7133
ADEA,2021-07-16,5.23,5.17,-1.1472,-2.6769,5.29,1.1472,-2.6769,5.51,5.3537,-2.6769,5.4,3.2505,-2.6769,5.45,4.2065,-2.6769
ADEA,2021-07-26,5.41,5.31,-1.8484,-4.0665,5.42,0.1848,-4.0665,5.53,2.2181,-4.0665,5.49,1.4787,-4.0665,5.49,1.4787,-4.0665
ADEA,2022-02-23,4.28,4.29,0.2336,-2.8037,4.52,5.6075,-2.8037,4.58,7.0093,-2.8037,4.44,3.7383,-2.8037,4.55,6.3084,-2.8037
ADEA,2023-01-18,10.81,10.54,-2.4977,-3.3302,10.48,-3.0527,-3.8853,10.86,0.4625,-3.8853,10.79,-0.185,-3.8853,10.95,1.2951,-3.8853
ADEA,2023-10-10,8.86,8.77,-1.0158,-1.5801,8.53,-3.7246,-5.6433,8.45,-4.6275,-7.2235,8.51,-3.9503,-7.2235,8.65,-2.3702,-7.2235
ADEA,2023-10-25,8.41,8.36,-0.5945,-2.2592,8.27,-1.6647,-3.5672,8.37,-0.4756,-3.5672,8.43,0.2378,-3.5672,8.47,0.7134,-3.5672
ADEA,2023-12-29,12.3,12.53,1.8699,-1.626,12.44,1.1382,-1.626,12.27,-0.2439,-2.6829,12.1,-1.626,-2.6829,12.07,-1.8699,-2.6829
ADEA,2024-01-11,11.37,11.29,-0.7036,-1.3193,11.17,-1.759,-2.2867,10.92,-3.9578,-5.5409,11.25,-1.0554,-5.5409,11.41,0.3518,-5.5409
ADEA,2024-01-31,12.14,12.53,3.2125,0.3295,12.53,3.2125,0.3295,12.5,2.9654,0.0,12.67,4.3657,0.0,12.84,5.7661,0.0
ADEA,2024-02-12,12.9,11.69,-9.3798,-9.9225,11.88,-7.907,-9.9225,12.37,-4.1085,-10.7752,12.12,-6.0465,-10.7752,11.36,-11.938,-14.7287
ADEA,2024-04-30,9.9,9.8,-1.0101,-1.3131,10.01,1.1111,-1.3131,9.93,0.303,-1.3131,9.99,0.9091,-1.3131,11.03,11.4141,-1.3131
ADEA,2024-08-01,11.1,10.51,-5.3153,-6.3964,9.93,-10.5405,-12.7928,9.9,-10.8108,-12.7928,10.47,-5.6757,-12.7928,11.03,-0.6306,-12.7928
ADEA,2024-11-27,12.04,12.12,0.6645,0.2492,12.51,3.9037,-4.3189,12.45,3.4053,-4.3189,13.49,12.0432,-4.3189,13.07,8.5548,-4.3189
ADEA,2025-01-07,13.86,13.6,-1.8759,-2.381,13.09,-5.5556,-5.8442,12.6,-9.0909,-9.0909,12.87,-7.1429,-9.0909,13.06,-5.772,-9.0909
ADEA,2025-06-27,14.17,14.11,-0.4234,-0.494,14.18,0.0706,-1.1997,14.49,2.2583,-1.1997,14.64,3.3169,-1.1997,14.37,1.4114,-1.1997
ADEA,2025-09-29,16.73,16.8,0.4184,-1.4943,18.12,8.3084,-2.2714,17.32,3.5266,-2.2714,17.29,3.3473,-2.2714,18.03,7.7705,-2.2714
ADEA,2025-12-12,13.1,12.84,-1.9847,-2.1374,12.97,-0.9924,-2.8244,12.83,-2.0611,-2.8244,13.0,-0.7634,-2.8244,12.75,-2.6718,-3.3588
ADEA,2026-02-03,17.66,17.5,-0.906,-2.5481,17.18,-2.718,-4.6999,18.1,2.4915,-4.6999,19.2,8.7203,-4.6999,19.25,9.0034,-4.6999
ADEA,2026-02-18,18.53,18.53,0.0,-2.1587,19.01,2.5904,-2.1587,19.78,6.7458,-2.1587,19.75,6.5839,-6.5839,20.67,11.5488,-6.5839
ADPT,2021-06-08,35.62,35.82,0.5615,-1.0387,37.92,6.457,-1.0387,38.76,8.8153,-1.0387,39.14,9.8821,-1.0387,38.38,7.7485,-1.0387
ADPT,2021-06-15,38.38,37.96,-1.0943,-3.2308,39.82,3.752,-3.2308,39.44,2.7619,-3.2308,39.88,3.9083,-3.2308,39.7,3.4393,-3.2308
ADPT,2021-12-16,26.28,29.2,11.1111,-2.3212,27.78,5.7078,-2.3212,29.35,11.6819,-2.3212,29.34,11.6438,-2.3212,28.4,8.067,-2.3212
ADPT,2022-01-04,26.35,24.48,-7.0968,-7.2486,23.43,-11.0816,-15.6736,23.17,-12.0683,-15.6736,21.95,-16.6983,-21.0626,22.5,-14.611,-21.0626
ADPT,2022-02-17,14.28,13.5,-5.4622,-6.9328,13.62,-4.6218,-7.8431,12.93,-9.4538,-10.2241,13.5,-5.4622,-15.9664,13.9,-2.6611,-15.9664
ADPT,2022-07-22,8.66,8.74,0.9238,-2.7714,8.89,2.6559,-3.1178,9.07,4.7344,-3.1178,9.3,7.3903,-3.1178,9.16,5.7737,-3.1178
ADPT,2022-11-02,7.85,7.4,-5.7325,-5.7325,8.89,13.2484,-5.7325,7.32,-6.7516,-8.7898,7.75,-1.2739,-8.7898,7.3,-7.0064,-8.9172
ADPT,2022-11-07,7.32,7.75,5.8743,3.4153,7.3,-0.2732,-2.3224,9.05,23.6339,-2.3224,9.76,33.3333,-2.3224,8.48,15.847,-2.3224
ADPT,2023-05-11,6.79,6.46,-4.8601,-5.891,6.59,-2.9455,-6.1856,6.2,-8.6892,-10.7511,6.25,-7.9529,-12.2239,6.19,-8.8365,-12.2239
ADPT,2023-05-18,6.19,6.28,1.454,0.1616,6.37,2.9079,-0.8078,6.6,6.6236,-0.8078,7.07,14.2165,-0.8078,6.93,11.9548,-0.8078
ADPT,2023-05-31,6.81,7.15,4.9927,-0.7342,7.48,9.8385,-0.7342,7.5,10.1322,-0.7342,7.78,14.2438,-0.7342,7.64,12.188,-0.7342
ADPT,2023-06-07,7.64,7.37,-3.534,-4.1885,7.2,-5.7592,-5.8901,8.25,7.9843,-5.8901,8.99,17.6702,-5.8901,8.71,14.0052,-5.8901
ADPT,2023-11-27,4.13,4.37,5.8111,1.937,4.62,11.8644,1.937,4.41,6.7797,1.937,4.73,14.5278,1.937,4.77,15.4964,1.937
ADPT,2023-12-15,4.94,4.81,-2.6316,-5.0607,5.19,5.0607,-5.0607,4.74,-4.0486,-5.0607,5.03,1.8219,-5.0607,4.99,1.0121,-5.0607
ADPT,2024-01-05,4.4,4.73,7.5,-0.4545,4.7,6.8182,-0.4545,4.66,5.9091,-0.4545,4.41,0.2273,-0.4545,4.4,0.0,-1.1364
ADPT,2024-01-11,4.41,4.4,-0.2268,-1.3605,4.3,-2.4943,-5.4422,4.15,-5.8957,-10.6576,4.07,-7.7098,-10.6576,4.12,-6.576,-10.6576
ADPT,2024-01-24,4.13,4.0,-3.1477,-5.0847,3.95,-4.3584,-7.9903,4.15,0.4843,-7.9903,3.92,-5.0847,-7.9903,3.66,-11.3801,-11.3801
ADPT,2024-02-14,3.43,3.96,15.4519,-3.4985,3.82,11.3703,-3.4985,3.85,12.2449,-3.4985,4.01,16.9096,-3.4985,3.88,13.1195,-3.4985
ADPT,2024-02-28,4.11,4.11,0.0,0.0,4.1,-0.2433,-2.9197,3.99,-2.9197,-8.5158,3.73,-9.2457,-23.1144,3.69,-10.219,-23.1144
ADPT,2024-04-05,2.59,2.81,8.4942,-0.3861,3.03,16.9884,-0.3861,2.67,3.0888,-0.3861,2.62,1.1583,-2.3166,3.03,16.9884,-2.3166
ADPT,2024-10-24,4.57,4.45,-2.6258,-2.8446,4.67,2.1882,-2.8446,4.71,3.0635,-2.8446,5.05,10.5033,-2.8446,4.84,5.9081,-2.8446
ADPT,2025-02-25,8.0,7.95,-0.625,-0.625,8.2,2.5,-0.625,8.35,4.375,-2.125,8.1,1.25,-2.125,8.12,1.5,-5.0
ADPT,2025-09-10,12.42,13.55,9.0982,0.2415,12.87,3.6232,0.2415,13.0,4.6699,0.2415,12.91,3.9452,0.2415,12.82,3.2206,0.2415
ADPT,2025-11-06,15.31,14.79,-3.3965,-5.0947,14.68,-4.115,-6.2704,14.53,-5.0947,-6.8583,14.5,-5.2907,-6.8583,14.14,-7.6421,-9.0137
ADPT,2026-01-28,18.52,18.1,-2.2678,-4.6976,18.49,-0.162,-4.6976,18.07,-2.4298,-4.6976,18.5,-0.108,-4.6976,17.0,-8.2073,-8.9093
ADPT,2026-02-26,15.77,16.04,1.7121,0.1902,16.12,2.2194,-1.7121,16.08,1.9658,-4.1852,16.39,3.9315,-4.1852,15.93,1.0146,-4.1852
ADPT,2026-03-05,15.93,14.86,-6.7169,-7.0308,15.0,-5.838,-13.6221,14.52,-8.8512,-13.6221,14.01,-12.0527,-13.6221,12.45,-21.8456,-24.6704
AEHR,2021-07-01,2.72,2.74,0.7353,-1.8382,2.49,-8.4559,-14.3382,2.43,-10.6618,-14.3382,2.74,0.7353,-14.3382,2.75,1.1029,-14.3382
AEHR,2021-10-19,19.85,20.18,1.6625,-5.7431,21.8,9.8237,-5.7431,20.3,2.267,-5.7431,21.55,8.5642,-5.7431,20.07,1.1083,-5.7431
AEHR,2021-11-08,23.62,24.43,3.4293,-3.641,22.9,-3.0483,-6.8163,23.01,-2.5826,-6.8163,25.18,6.6046,-6.8163,24.53,3.8527,-6.8163
AEHR,2021-12-09,15.7401,15.4,-2.1607,-4.3208,14.82,-5.8456,-9.0857,15.39,-2.2243,-9.0857,16.84,6.9879,-9.0857,15.0,-4.702,-9.0857
AEHR,2021-12-16,15.0,15.62,4.1333,-4.2,15.7,4.6667,-4.2,18.39,22.6,-4.2,19.07,27.1333,-4.2,20.55,37.0,-4.2
AEHR,2022-01-03,23.38,21.66,-7.3567,-9.1959,19.95,-14.6707,-15.7827,20.61,-11.8477,-18.734,16.26,-30.4534,-31.3516,15.0,-35.8426,-43.2849
AEHR,2022-01-07,16.26,15.0,-7.7491,-18.4502,15.35,-5.5966,-18.4502,14.65,-9.9016,-18.4502,13.8,-15.1292,-18.4502,13.55,-16.6667,-19.7417
AEHR,2022-04-01,10.0,10.64,6.4,-0.4,9.8101,-1.899,-2.3,9.45,-5.5,-7.75,9.45,-5.5,-8.3,9.56,-4.4,-10.2
AEHR,2022-06-16,7.23,7.67,6.0858,2.6418,7.93,9.6819,2.6418,7.54,4.2877,2.6418,7.68,6.2241,2.6418,8.08,11.7566,2.6418
AEHR,2022-08-24,16.95,18.1773,7.2407,-3.7168,16.76,-1.1209,-3.7168,15.62,-7.8466,-8.4956,14.58,-13.9823,-16.8142,14.75,-12.9794,-16.8142
AEHR,2022-10-27,20.35,21.8999,7.6162,-2.0639,20.75,1.9656,-2.0639,19.2101,-5.6015,-6.3391,17.74,-12.8256,-13.1204,19.05,-6.3882,-13.9066
AEHR,2022-11-16,22.71,23.6,3.919,-4.5795,23.23,2.2897,-4.5795,24.11,6.1647,-4.5795,25.67,13.0339,-4.5795,26.42,16.3364,-4.5795
AEHR,2022-11-28,25.86,26.0,0.5414,-2.3202,26.25,1.5081,-3.2869,27.0,4.4084,-3.2869,26.6,2.8616,-3.2869,25.8,-0.232,-3.2869
AEHR,2022-12-19,22.28,22.96,3.0521,-1.167,22.5,0.9874,-1.167,20.83,-6.5081,-11.7145,20.99,-5.7899,-11.7145,20.22,-9.246,-11.7145
AEHR,2023-01-03,18.34,17.92,-2.2901,-4.3075,19.77,7.7972,-7.0338,23.0599,25.7356,-7.0338,26.26,43.1843,-7.0338,28.75,56.7612,-7.0338
AEHR,2023-02-23,32.23,31.61,-1.9237,-3.8163,32.5,0.8377,-3.8163,33.48,3.8784,-3.8163,35.6,10.4561,-3.8163,30.77,-4.5299,-27.0866
AEHR,2023-07-11,38.8,40.15,3.4794,-0.0773,43.12,11.134,-5.1518,48.71,25.5412,-5.1518,52.0,34.0206,-5.1518,50.5,30.1546,-5.1518
AEHR,2023-08-07,48.15,48.0,-0.3115,-3.2191,47.8,-0.7269,-4.8598,49.49,2.783,-4.8598,45.69,-5.109,-5.4621,46.3,-3.8422,-7.5805
AEHR,2023-09-29,45.1489,46.9,3.8785,1.2206,43.59,-3.4528,-5.2688,45.3,0.3347,-5.2688,38.9,-13.8406,-14.9924,38.25,-15.2803,-21.6811
AEHR,2023-10-05,38.9,38.25,-1.671,-9.1,36.91,-5.1157,-9.9743,40.05,2.9563,-9.9743,40.09,3.0591,-9.9743,40.06,2.982,-9.9743
AEHR,2023-10-25,30.5,31.7,3.9344,-0.6557,29.45,-3.4426,-3.7377,24.27,-20.4262,-29.2784,23.13,-24.1639,-29.2784,23.87,-21.7377,-29.2784
AEHR,2023-10-27,29.45,24.27,-17.5891,-26.7569,23.13,-21.4601,-26.7569,23.87,-18.9474,-26.7569,24.65,-16.2988,-26.7569,24.72,-16.0611,-26.7569
AEHR,2024-02-22,16.09,15.85,-1.4916,-1.7402,16.18,0.5594,-1.7402,16.6,3.1697,-1.7402,15.91,-1.1187,-1.7402,16.39,1.8645,-1.7402
AEHR,2024-03-08,16.21,16.3,0.5552,-1.2955,15.6516,-3.4448,-6.4158,15.15,-6.5392,-7.0327,14.54,-10.3023,-11.6595,14.16,-12.6465,-13.5096
AEHR,2024-03-12,15.6516,15.15,-3.2048,-3.7159,14.54,-7.1021,-8.5078,14.16,-9.53,-10.4239,14.32,-8.5078,-10.4239,14.32,-8.5078,-11.3829
